Récit	récit	NOUN	O	O	O
étaient	être	AUX	O	O	O
mis	mettre	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
oeuvre	oeuvre	NOUN	O	O	O
.	.	PUNCT	O	O	O

Grâce	grâce	NOUN	O	O	O
à	à	ADP	O	O	O
eux	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
problèmes	problème	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
difficiles	difficile	ADJ	O	O	O
avaient	avoir	AUX	O	O	O
été	être	AUX	O	O	O
éclaircis	éclaircir	VERB	O	O	O
;	;	PUNCT	O	O	O

les	le	DET	O	O	O
questions	question	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
obscures	obscur	ADJ	O	O	O
,	,	PUNCT	O	O	O
résolues	résoudre	VERB	O	O	O
;	;	PUNCT	O	O	O

plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
maladie	maladie	NOUN	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
eût	avoir	VERB	O	O	O
son	son	DET	O	O	O
microbe	microbe	NOUN	O	O	O
,	,	PUNCT	O	O	O
étiqueté	étiqueter	VERB	O	O	O
,	,	PUNCT	O	O	O
classé	classer	VERB	O	O	O
,	,	PUNCT	O	O	O
emmagasiné	emmagasiner	VERB	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
connaissait	connaître	VERB	O	O	O
la	le	DET	O	O	O
figure	figure	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
moeurs	moeurs	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
habitudes	habitude	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
goûts	goût	NOUN	O	O	O
de	de	ADP	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
microbes	microbe	NOUN	O	O	O
terrestres	terrestre	ADJ	O	O	O
,	,	PUNCT	O	O	O
marins	marin	ADJ	O	O	O
,	,	PUNCT	O	O	O
aériens	aérien	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
des	de	ADP	O	O	O
microbes	microbe	NOUN	O	O	O
était	être	AUX	O	O	O
devenue	devenir	VERB	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
Universités	université	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
base	base	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
médecine	médecine	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
Allemagne	allemagne	PROPN	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
ailleurs	ailleurs	ADV	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
moeurs	moeurs	NOUN	O	O	O
avaient	avoir	AUX	O	O	O
bien	bien	ADV	O	O	O
changé	changer	VERB	O	O	O
depuis	depuis	ADP	O	O	O
trente	trente	NUM	O	O	O
ans	an	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
règne	règne	NOUN	O	O	O
du	de	ADP	O	O	O
casque	casque	NOUN	O	O	O
à	à	ADP	O	O	O
pointe	pointe	NOUN	O	O	O
avait	avoir	AUX	O	O	O
enfin	enfin	ADV	O	O	O
cessé	cesser	VERB	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
professeurs	professeur	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
savants	savant	NOUN	O	O	O
avaient	avoir	AUX	O	O	O
repris	reprendre	VERB	O	O	O
leur	son	DET	O	O	O
place	place	NOUN	O	O	O
au	au	ADP	O	O	O
soleil	soleil	NOUN	O	O	O
:	:	PUNCT	O	O	O
ils	il	PRON	O	O	O
ne	ne	ADV	O	O	O
tremblaient	trembler	VERB	O	O	O
plus	plus	ADV	O	O	O
devant	devant	ADP	O	O	O
un	un	DET	O	O	O
caporal	caporal	NOUN	O	O	O
imberbe	imberbe	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
antiques	antique	ADJ	O	O	O
coutumes	coutume	NOUN	O	O	O
allemandes	allemand	ADJ	O	O	O
,	,	PUNCT	O	O	O
honnêtes	honnête	ADJ	O	O	O
et	et	CCONJ	O	O	O
pacifiques	pacifique	ADJ	O	O	O
,	,	PUNCT	O	O	O
avaient	avoir	AUX	O	O	O
succédé	succéder	VERB	O	O	O
au	au	ADP	O	O	O
régime	régime	NOUN	O	O	O
du	de	ADP	O	O	O
sabre	sabre	NOUN	O	O	O
.	.	PUNCT	O	O	O

Voilà	voilà	VERB	O	O	O
pourquoi	pourquoi	ADV	O	O	O
la	le	DET	O	O	O
noble	noble	ADJ	O	O	O
ville	ville	NOUN	O	O	O
de	de	ADP	O	O	O
Brunnwald	brunnwald	PROPN	O	O	O
possédait	posséder	VERB	O	O	O
une	un	DET	O	O	O
Université	université	NOUN	O	O	O
brillante	brillant	ADJ	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
laboratoires	laboratoire	NOUN	O	O	O
somptueux	somptueux	ADJ	O	O	O
et	et	CCONJ	O	O	O
des	un	DET	O	O	O
professeurs	professeur	NOUN	O	O	O
excellents	excellent	ADJ	O	O	O
.	.	PUNCT	O	O	O

Or	or	CCONJ	O	O	O
,	,	PUNCT	O	O	O
nul	nul	PRON	O	O	O
parmi	parmi	ADP	O	O	O
ces	ce	DET	O	O	O
maîtres	maître	NOUN	O	O	O
n'	ne	ADV	O	O	O
avait	avoir	VERB	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
zèle	zèle	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
talent	talent	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
célèbre	célèbre	ADJ	O	O	O
Hermann	hermann	PROPN	O	O	O
Bakermann	bakermann	PROPN	O	O	O
.	.	PUNCT	O	O	O

Tout	tout	ADV	O	O	O
jeune	jeune	ADJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
était	être	AUX	O	O	O
jeté	jeter	VERB	O	O	O
avec	avec	ADP	O	O	O
fougue	fougue	NOUN	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
des	de	ADP	O	O	O
microbes	microbe	NOUN	O	O	O
;	;	PUNCT	O	O	O

plus	plus	ADV	O	O	O
tard	tard	ADV	O	O	O
,	,	PUNCT	O	O	O
devenu	devenir	VERB	O	O	O
professeur	professeur	NOUN	O	O	O

,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
fait	faire	AUX	O	O	O
construire	construire	VERB	O	O	O
le	le	DET	O	O	O
laboratoire	laboratoire	NOUN	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
rêves	rêve	NOUN	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
là	là	ADV	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
passait	passer	VERB	O	O	O
sa	son	DET	O	O	O
vie	vie	NOUN	O	O	O
.	.	PUNCT	O	O	O

Dédaigneux	dédaigneux	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
clientèle	clientèle	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
vivait	vivre	VERB	O	O	O
au	au	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
flacons	flacon	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
bouillons	bouillon	NOUN	O	O	O
de	de	ADP	O	O	O
culture	culture	NOUN	O	O	O
,	,	PUNCT	O	O	O
entouré	entourer	VERB	O	O	O
des	de	ADP	O	O	O
virus	virus	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
puissants	puissant	ADJ	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
délétères	délétère	ADJ	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
ne	ne	ADV	O	O	O
pas	pas	ADV	O	O	O
être	être	AUX	O	O	O
infecté	infecter	VERB	O	O	O
par	par	ADP	O	O	O
ses	son	DET	O	O	O
poisons	poison	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
pris	prendre	VERB	O	O	O
tions	tion	NOUN	O	O	O
nécessaires	nécessaire	ADJ	O	O	O
.	.	PUNCT	O	O	O

Par	par	ADP	O	O	O
une	un	DET	O	O	O
série	série	NOUN	O	O	O
de	de	ADP	O	O	O
ment	mentir	ADV	O	O	O
graduées	graduer	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
était	être	AUX	O	O	O
arrivé	arriver	VERB	O	O	O
à	à	ADP	O	O	O
se	se	PRON	O	O	O
invulnérable	invulnérable	ADJ	O	O	O
:	:	PUNCT	O	O	O
de	de	ADP	O	O	O
sorte	sorte	NOUN	O	O	O
que	que	SCONJ	O	O	O
sa	son	DET	O	O	O
san	san	NOUN	O	O	O
-	-	NOUN	O	O	O
nement	nement	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
existence	existence	NOUN	O	O	O
passée	passer	VERB	O	O	O
les	le	DET	O	O	O
germes	germe	NOUN	O	O	O

qui	qui	PRON	O	O	O
affligent	affliger	VERB	O	O	O
la	le	DET	O	O	O
pauvre	pauvre	ADJ	O	O	O

Cependant	cependant	ADV	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
tout	tout	ADJ	O	O	O
le	le	DET	O	O	O
mon	mon	NOUN	O	O	O
-	-	NOUN	O	O	O
bien	bien	ADV	O	O	O
protégé	protéger	VERB	O	O	O
que	que	SCONJ	O	O	O
lui	luire	PRON	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
professeur	professeur	NOUN	O	O	O
pris	prendre	VERB	O	O	O
soin	soin	NOUN	O	O	O
de	de	ADP	O	O	O
faire	faire	AUX	O	O	O
construire	construire	VERB	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
ex	e	NOUN	O	O	O
-	-	NOUN	O	O	O
boratoire	boratoire	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
salle	salle	NOUN	O	O	O
spéciale	spécial	ADJ	O	O	O
,	,	PUNCT	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
de	de	ADP	O	O	O
plaisanterie	plaisanterie	NOUN	O	O	O
la	le	DET	O	O	O
chambre	chambre	NOUN	O	O	O
infernale	infernal	ADJ	O	O	O
,	,	PUNCT	O	O	O
mettait	mettre	VERB	O	O	O
l'	le	DET	O	O	O
abord	abord	NOUN	O	O	O
à	à	ADP	O	O	O
aucun	aucun	DET	O	O	O
être	être	NOUN	O	O	O
hu	hu	ADJ	O	O	O
-	-	NOUN	O	O	O
pièce	pièce	NOUN	O	O	O
,	,	PUNCT	O	O	O
chauffée	chauffer	VERB	O	O	O
et	et	CCONJ	O	O	O
éclairée	éclairer	VERB	O	O	O
par	par	ADP	O	O	O
l'	le	DET	O	O	O
élec	élec	NOUN	O	O	O
-	-	NOUN	O	O	O
d'	de	ADP	O	O	O
appareils	appareil	NOUN	O	O	O
de	de	ADP	O	O	O
désinfection	désinfection	NOUN	O	O	O
énergi	énergi	VERB	O	O	O
-	-	PROPN	O	O	O
Bakermann	bakermann	PROPN	O	O	O
n'	ne	ADV	O	O	O
en	en	PRON	O	O	O
sortait	sortir	VERB	O	O	O
jamais	jamais	ADV	O	O	O
sans	sans	ADP	O	O	O
lable	lable	NOUN	O	O	O
purifié	purifier	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
fumigations	fumigation	NOUN	O	O	O
des	de	ADP	O	O	O
plus	plus	ADV	O	O	O
actifs	actif	ADJ	O	O	O
.	.	PUNCT	O	O	O

Donc	donc	ADV	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
jour	jour	NOUN	O	O	O
-	-	NOUN	O	O	O
là	là	NOUN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
rentrant	rentrer	VERB	O	O	O
chez	chez	ADP	O	O	O
lui	luire	PRON	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
professeur	professeur	NOUN	O	O	O
Hermann	hermann	PROPN	O	O	O
Bakermann	bakermann	PROPN	O	O	O
était	être	AUX	O	O	O
content	content	ADJ	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
problème	problème	NOUN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
si	si	ADV	O	O	O
longtemps	longtemps	ADV	O	O	O
et	et	CCONJ	O	O	O
si	si	ADV	O	O	O
vainement	vainement	ADV	O	O	O
cherché	chercher	VERB	O	O	O
avait	avoir	AUX	O	O	O
reçu	recevoir	VERB	O	O	O
enfin	enfin	ADV	O	O	O
une	un	DET	O	O	O
solution	solution	NOUN	O	O	O
très	très	ADV	O	O	O
simple	simple	ADJ	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
connaissait	connaître	VERB	O	O	O
les	le	DET	O	O	O
moyens	moyen	NOUN	O	O	O
de	de	ADP	O	O	O
rendre	rendre	VERB	O	O	O
inoffensifs	inoffensif	ADJ	O	O	O
les	le	DET	O	O	O
microbes	microbe	NOUN	O	O	O
malfaisants	malfaisant	ADJ	O	O	O
;	;	PUNCT	O	O	O

mais	mais	CCONJ	O	O	O
ce	ce	PRON	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
là	là	ADV	O	O	O
qu'	que	ADV	O	O	O
un	un	PRON	O	O	O
des	de	ADP	O	O	O
côtés	côté	NOUN	O	O	O
du	de	ADP	O	O	O
problème	problème	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ba	ba	PROPN	O	O	O
-	-	PROPN	O	O	O
kermann	kermann	PROPN	O	O	O
avait	avoir	AUX	O	O	O
trouvé	trouver	VERB	O	O	O
le	le	DET	O	O	O
moyen	moyen	NOUN	O	O	O
de	de	ADP	O	O	O
rendre	rendre	VERB	O	O	O
malfaisants	malfaisant	ADJ	O	O	O
les	le	DET	O	O	O
microbes	microbe	NOUN	O	O	O
inoffensifs	inoffensif	ADJ	O	O	O
.	.	PUNCT	O	O	O

Quand	quand	SCONJ	O	O	O
nous	nous	PRON	O	O	O
disons	dire	VERB	O	O	O
malfaisants	malfaisant	ADJ	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
ne	ne	ADV	O	O	O
voulons	vouloir	VERB	O	O	O
pas	pas	ADV	O	O	O
dire	dire	VERB	O	O	O
petitement	petitement	ADV	O	O	O
malfaisants	malfaisant	ADJ	O	O	O
;	;	PUNCT	O	O	O

mais	mais	CCONJ	O	O	O
terribles	terrible	ADJ	O	O	O
,	,	PUNCT	O	O	O
foudroyants	foudroyant	ADJ	O	O	O
,	,	PUNCT	O	O	O
irrésistibles	irrésistible	ADJ	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
microbes	microbe	NOUN	O	O	O
,	,	PUNCT	O	O	O
jusqu'	jusque	ADP	O	O	O
à	à	ADP	O	O	O
présent	présent	NOUN	O	O	O
connus	connaître	VERB	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
tuent	tuer	VERB	O	O	O
qu'	que	ADV	O	O	O
en	en	ADP	O	O	O
une	un	DET	O	O	O
journée	journée	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
demi	demi	NOUN	O	O	O
-	-	NOUN	O	O	O
journée	journée	NOUN	O	O	O
tout	tout	ADV	O	O	O
au	au	ADP	O	O	O
plus	plus	ADV	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
puis	pouvoir	CCONJ	O	O	O
ils	il	PRON	O	O	O
sont	être	AUX	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
vitalité	vitalité	NOUN	O	O	O
fragile	fragile	ADJ	O	O	O
.	.	PUNCT	O	O	O

Un	un	DET	O	O	O
rien	rien	NOUN	O	O	O
les	le	PRON	O	O	O
atténue	atténuer	VERB	O	O	O
ou	ou	CCONJ	O	O	O
les	le	PRON	O	O	O
rend	rendre	VERB	O	O	O
innocents	innocent	ADJ	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
problème	problème	NOUN	O	O	O
était	être	VERB	O	O	O
donc	donc	ADV	O	O	O
d'	de	ADP	O	O	O
avoir	avoir	VERB	O	O	O
un	un	DET	O	O	O
virus	virus	NOUN	O	O	O
assez	assez	ADV	O	O	O
fort	fort	ADJ	O	O	O
pour	pour	ADP	O	O	O
tuer	tuer	VERB	O	O	O
en	en	ADP	O	O	O
une	un	DET	O	O	O
heure	heure	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
dose	dose	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
centième	centième	ADJ	O	O	O
ou	ou	CCONJ	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
millième	millième	NOUN	O	O	O
de	de	ADP	O	O	O
goutte	goutte	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
manière	manière	NOUN	O	O	O
à	à	ADP	O	O	O
ce	ce	PRON	O	O	O
que	que	SCONJ	O	O	O
nul	nul	DET	O	O	O
être	être	NOUN	O	O	O
vivant	vivant	ADJ	O	O	O
ne	ne	ADV	O	O	O
puisse	pouvoir	VERB	O	O	O
en	en	PRON	O	O	O
réchapper	réchapper	VERB	O	O	O
.	.	PUNCT	O	O	O

Surtout	surtout	ADV	O	O	O
—	—	PUNCT	O	O	O
et	et	CCONJ	O	O	O
c'	ce	PRON	O	O	O
était	être	AUX	O	O	O
là	là	ADV	O	O	O
le	le	DET	O	O	O
point	point	NOUN	O	O	O
le	le	DET	O	O	O
plus	plus	ADV	O	O	O
délicat	délicat	ADJ	O	O	O
—	—	PUNCT	O	O	O
ce	ce	DET	O	O	O
microbe	microbe	NOUN	O	O	O
terrible	terrible	ADJ	O	O	O
devait	devoir	VERB	O	O	O
être	être	AUX	O	O	O
très	très	ADV	O	O	O
résistant	résistant	ADJ	O	O	O
,	,	PUNCT	O	O	O
incapable	incapable	ADJ	O	O	O
de	de	ADP	O	O	O
se	se	PRON	O	O	O
laisser	laisser	VERB	O	O	O
affaiblir	affaiblir	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
intempéries	intempérie	NOUN	O	O	O
des	de	ADP	O	O	O
climats	climat	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
médications	médication	NOUN	O	O	O
que	que	PRON	O	O	O
les	le	DET	O	O	O
gens	gens	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
art	art	NOUN	O	O	O
ne	ne	ADV	O	O	O
cessent	cesser	VERB	O	O	O
d'	de	ADP	O	O	O
inventer	inventer	VERB	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
graduellement	graduellement	ADV	O	O	O
que	que	SCONJ	O	O	O
Bakermann	bakermann	PROPN	O	O	O
était	être	AUX	O	O	O
arrivé	arriver	VERB	O	O	O
à	à	ADP	O	O	O
faire	faire	VERB	O	O	O
sa	son	DET	O	O	O
grande	grand	ADJ	O	O	O
découverte	découverte	NOUN	O	O	O
...	...	PUNCT	O	O	O

«	«	PUNCT	O	O	O
Le	le	DET	O	O	O
microbe	microbe	NOUN	O	O	O
,	,	PUNCT	O	O	O
disait	dire	VERB	O	O	O
