DIALOGUE	dialogue	NOUN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
ne	ne	ADV	O	O	O
soulève	soulever	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	DET	O	O	O
telles	tel	DET	O	O	O
questions	question	NOUN	O	O	O
quand	quand	SCONJ	O	O	O
on	on	PRON	O	O	O
a	avoir	VERB	O	O	O
soif	soif	NOUN	O	O	O
.	.	PUNCT	O	O	O

Quand	quand	SCONJ	O	O	O
on	on	PRON	O	O	O
a	avoir	VERB	O	O	O
soif	soif	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
guette	guette	VERB	O	O	O
les	le	DET	O	O	O
occasions	occasion	NOUN	O	O	O
de	de	ADP	O	O	O
boire	boire	VERB	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
le	le	DET	O	O	O
reste	reste	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
fait	faire	VERB	O	O	O
seulement	seulement	ADV	O	O	O
semblant	semblant	NOUN	O	O	O
d'	de	ADP	O	O	O
y	y	PRON	O	O	O
faire	faire	VERB	O	O	O
attention	attention	NOUN	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	VERB	O	O	O
pourquoi	pourquoi	ADV	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
si	si	ADV	O	O	O
difficile	difficile	ADJ	O	O	O
,	,	PUNCT	O	O	O
après	après	ADP	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
raconter	raconter	VERB	O	O	O
exactement	exactement	ADV	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
a	avoir	AUX	O	O	O
vécu	vivre	VERB	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
est	être	AUX	O	O	O
très	très	ADV	O	O	O
tentant	tentant	ADJ	O	O	O
,	,	PUNCT	O	O	O
lorsqu'	lorsque	SCONJ	O	O	O
on	on	PRON	O	O	O
rapporte	rapporter	VERB	O	O	O
des	un	DET	O	O	O
événements	événement	NOUN	O	O	O
passés	passer	VERB	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
mettre	mettre	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
clarté	clarté	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
ordre	ordre	NOUN	O	O	O
là	là	ADV	O	O	O
où	où	PRON	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
y	y	PRON	O	O	O
avait	avoir	VERB	O	O	O
ni	ni	CCONJ	O	O	O
l'	le	DET	O	O	O
une	un	PRON	O	O	O
ni	ni	CCONJ	O	O	O
l'	le	DET	O	O	O
autre	autre	PRON	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
très	très	ADV	O	O	O
tentant	tentant	ADJ	O	O	O
et	et	CCONJ	O	O	O
très	très	ADV	O	O	O
dangereux	dangereux	ADJ	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	VERB	O	O	O
ainsi	ainsi	ADV	O	O	O
que	que	SCONJ	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
devient	devenir	VERB	O	O	O
prématurément	prématurément	ADV	O	O	O
philosophe	philosophe	NOUN	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
vais	aller	VERB	O	O	O
donc	donc	ADV	O	O	O
essayer	essayer	VERB	O	O	O
de	de	ADP	O	O	O
raconter	raconter	VERB	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
est	être	AUX	O	O	O
passé	passer	VERB	O	O	O
,	,	PUNCT	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
est	être	AUX	O	O	O
dit	dire	VERB	O	O	O
et	et	CCONJ	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
est	être	AUX	O	O	O
pensé	penser	VERB	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
venu	venir	VERB	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
tout	tout	ADJ	O	O	O
cela	celer	PRON	O	O	O
vous	vous	PRON	O	O	O
paraît	paraître	VERB	O	O	O
d'	de	ADP	O	O	O
abord	abord	NOUN	O	O	O
chaotique	chaotique	ADJ	O	O	O
et	et	CCONJ	O	O	O
brumeux	brumeux	ADJ	O	O	O
,	,	PUNCT	O	O	O
prenez	prendre	VERB	O	O	O
courage	courage	NOUN	O	O	O
:	:	PUNCT	O	O	O
ensuite	ensuite	ADV	O	O	O
ce	ce	PRON	O	O	O
ne	ne	ADV	O	O	O
sera	être	AUX	O	O	O
que	que	ADV	O	O	O
trop	trop	ADV	O	O	O
ordonné	ordonner	VERB	O	O	O
et	et	CCONJ	O	O	O
trop	trop	ADV	O	O	O
clair	clair	ADJ	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
alors	alors	ADV	O	O	O
l'	le	DET	O	O	O
ordre	ordre	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
clarté	clarté	NOUN	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
récit	récit	NOUN	O	O	O
vous	vous	PRON	O	O	O
paraissent	paraître	VERB	O	O	O
sans	sans	ADP	O	O	O
substance	substance	NOUN	O	O	O
,	,	PUNCT	O	O	O
rassurez	rassurer	VERB	O	O	O
-	-	PRON	O	O	O
vous	vous	PRON	O	O	O
:	:	PUNCT	O	O	O
je	je	PRON	O	O	O
terminerai	terminer	VERB	O	O	O
par	par	ADP	O	O	O
des	un	DET	O	O	O
paroles	parole	NOUN	O	O	O
réconfortantes	réconfortant	ADJ	O	O	O
.	.	PUNCT	O	O	O

Nous	nous	PRON	O	O	O
étions	être	VERB	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
fumée	fumée	NOUN	O	O	O
épaisse	épais	ADJ	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
cheminée	cheminée	NOUN	O	O	O
tirait	tirer	VERB	O	O	O
mal	mal	ADV	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
feu	feu	NOUN	O	O	O
de	de	ADP	O	O	O
bois	bois	NOUN	O	O	O
trop	trop	ADV	O	O	O
vert	vert	ADJ	O	O	O
se	se	PRON	O	O	O
rabrouait	rabrouer	VERB	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
chandelles	chandelle	NOUN	O	O	O
dégageaient	dégager	VERB	O	O	O
une	un	DET	O	O	O
sauce	sauce	NOUN	O	O	O
suifeuse	suifeus	ADJ	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
air	air	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
nuages	nuage	NOUN	O	O	O
du	de	ADP	O	O	O
tabac	tabac	NOUN	O	O	O
se	se	PRON	O	O	O
couchaient	coucher	VERB	O	O	O
en	en	ADP	O	O	O
bancs	banc	NOUN	O	O	O
bleuâtres	bleuâtre	ADJ	O	O	O
à	à	ADP	O	O	O
hauteur	hauteur	NOUN	O	O	O
de	de	ADP	O	O	O
visage	visage	NOUN	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
était	être	AUX	O	O	O
dix	dix	NUM	O	O	O
ou	ou	CCONJ	O	O	O
si	si	SCONJ	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
était	être	AUX	O	O	O
mille	mille	PRON	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
ne	ne	ADV	O	O	O
savait	savoir	VERB	O	O	O
plus	plus	ADV	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
est	être	AUX	O	O	O
sûr	sûr	ADJ	O	O	O
,	,	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	VERB	O	O	O
qu'	que	SCONJ	O	O	O
on	on	PRON	O	O	O
était	être	AUX	O	O	O
seuls	seul	ADJ	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
ce	ce	DET	O	O	O
propos	propos	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
grande	grand	ADJ	O	O	O
voix	voix	NOUN	O	O	O
de	de	ADP	O	O	O
derrière	derrière	ADP	O	O	O
les	le	DET	O	O	O
fagots	fagot	NOUN	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
nous	nous	PRON	O	O	O
l'	le	PRON	O	O	O
appelions	appeler	VERB	O	O	O
dans	dans	ADP	O	O	O
notre	notre	DET	O	O	O
langage	langage	NOUN	O	O	O
de	de	ADP	O	O	O
soiffards	soiffard	NOUN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
peu	peu	ADV	O	O	O
élevée	élever	VERB	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
sortait	sortir	VERB	O	O	O
effectivement	effectivement	ADV	O	O	O
de	de	ADP	O	O	O
derrière	derrière	ADP	O	O	O
un	un	DET	O	O	O
tas	tas	NOUN	O	O	O
de	de	ADP	O	O	O
fagots	fagot	NOUN	O	O	O
,	,	PUNCT	O	O	O
ou	ou	CCONJ	O	O	O
de	de	ADP	O	O	O
caisses	caisse	NOUN	O	O	O
à	à	ADP	O	O	O
biscuits	biscuit	NOUN	O	O	O
,	,	PUNCT	O	O	O
c'	ce	PRON	O	O	O
était	être	AUX	O	O	O
difficile	difficile	ADJ	O	O	O
à	à	ADP	O	O	O
savoir	savoir	VERB	O	O	O
à	à	ADP	O	O	O
cause	cause	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
fumée	fumée	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
fatigue	fatigue	NOUN	O	O	O
;	;	PUNCT	O	O	O

et	et	CCONJ	O	O	O
elle	lui	PRON	O	O	O
disait	dire	VERB	O	O	O
:	:	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Quand	quand	SCONJ	O	O	O
il	il	PRON	O	O	O
est	être	AUX	O	O	O
seul	seul	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
microbe	microbe	NOUN	O	O	O
(	(	PUNCT	O	O	O
j'	je	PRON	O	O	O
allais	aller	VERB	O	O	O
dire	dire	VERB	O	O	O
:	:	PUNCT	O	O	O
l'	le	DET	O	O	O
homme	homme	NOUN	O	O	O
)	)	PUNCT	O	O	O
réclame	réclame	VERB	O	O	O
une	un	DET	O	O	O
âme	âme	NOUN	O	O	O
soeur	soeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
il	il	PRON	O	O	O
pleurniche	pleurnicher	VERB	O	O	O
pour	pour	ADP	O	O	O
lui	luire	PRON	O	O	O
tenir	tenir	VERB	O	O	O
compagnie	compagnie	NOUN	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
soeur	soeur	ADJ	O	O	O
arrive	arriver	VERB	O	O	O
,	,	PUNCT	O	O	O
ils	il	PRON	O	O	O
ne	ne	ADV	O	O	O
peuvent	pouvoir	VERB	O	O	O
plus	plus	ADV	O	O	O
supporter	supporter	VERB	O	O	O
d'	de	ADP	O	O	O
être	être	AUX	O	O	O
deux	deux	NUM	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
chacun	chacun	PRON	O	O	O
commence	commencer	VERB	O	O	O
à	à	ADP	O	O	O
se	se	PRON	O	O	O
frénétiser	frénétiser	VERB	O	O	O
pour	pour	ADP	O	O	O
devenir	devenir	VERB	O	O	O
un	un	PRON	O	O	O
avec	avec	ADP	O	O	O
l'	le	DET	O	O	O
objet	objet	NOUN	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
tiraillements	tiraillement	NOUN	O	O	O
intestins	intestin	ADJ	O	O	O
.	.	PUNCT	O	O	O

N'	ne	ADV	O	O	O
a	avoir	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	DET	O	O	O
bon	bon	ADJ	O	O	O
sens	sens	NOUN	O	O	O
:	:	PUNCT	O	O	O
un	un	PRON	O	O	O
,	,	PUNCT	O	O	O
veut	vouloir	VERB	O	O	O
être	être	AUX	O	O	O
deux	deux	NUM	O	O	O
;	;	PUNCT	O	O	O

deux	deux	PRON	O	O	O
,	,	PUNCT	O	O	O
veut	vouloir	VERB	O	O	O
être	être	AUX	O	O	O
un	un	DET	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
soeur	soeur	NOUN	O	O	O
n'	ne	ADV	O	O	O
arrive	arriver	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
scinde	scinder	VERB	O	O	O
en	en	ADP	O	O	O
deux	deux	PRON	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
dit	dire	VERB	O	O	O
:	:	PUNCT	O	O	O
bonjour	bonjour	NOUN	O	O	O
mon	mon	DET	O	O	O
vieux	vieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
jette	jeter	VERB	O	O	O
dans	dans	ADP	O	O	O
ses	son	DET	O	O	O
bras	bras	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
recolle	recoller	VERB	O	O	O
de	de	ADP	O	O	O
travers	travers	NOUN	O	O	O
et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
prend	prendre	VERB	O	O	O
pour	pour	ADP	O	O	O
quelque	quelque	DET	O	O	O
chose	chose	NOUN	O	O	O
,	,	PUNCT	O	O	O
sinon	sinon	ADV	O	O	O
pour	pour	ADP	O	O	O
quelqu'	quelque	DET	O	O	O
un	un	PRON	O	O	O
.	.	PUNCT	O	O	O

Vous	vous	PRON	O	O	O
n'	ne	ADV	O	O	O
avez	avoir	VERB	O	O	O
pourtant	pourtant	ADV	O	O	O
qu'	que	ADV	O	O	O
une	un	DET	O	O	O
chose	chose	NOUN	O	O	O
en	en	ADP	O	O	O
commun	commun	NOUN	O	O	O
,	,	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
la	le	DET	O	O	O
solitude	solitude	NOUN	O	O	O
;	;	PUNCT	O	O	O

c'	ce	ADP	O	O	O
està	està	ADV	O	O	O
-	-	ADV	O	O	O
dire	dire	ADV	O	O	O
tout	tout	PRON	O	O	O
ou	ou	CCONJ	O	O	O
rien	rien	PRON	O	O	O
,	,	PUNCT	O	O	O
cela	celer	PRON	O	O	O
dépend	dépendre	VERB	O	O	O
de	de	ADP	O	O	O
vous	vous	PRON	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
trouva	trouver	VERB	O	O	O
que	que	SCONJ	O	O	O
c'	ce	PRON	O	O	O
était	être	AUX	O	O	O
bien	bien	ADV	O	O	O
dit	dire	VERB	O	O	O
mais	mais	CCONJ	O	O	O
personne	personne	PRON	O	O	O
ne	ne	ADV	O	O	O
se	se	PRON	O	O	O
souciait	soucier	VERB	O	O	O
de	de	ADP	O	O	O
voir	voir	VERB	O	O	O
le	le	DET	O	O	O
personnage	personnage	NOUN	O	O	O
qui	qui	PRON	O	O	O
parlait	parler	VERB	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
question	question	NOUN	O	O	O
que	que	ADV	O	O	O
de	de	ADP	O	O	O
boire	boire	VERB	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
n'	ne	ADV	O	O	O
avait	avoir	AUX	O	O	O
encore	encore	ADV	O	O	O
bu	boire	VERB	O	O	O
que	que	ADV	O	O	O
des	un	DET	O	O	O
tasses	tasse	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
tord	tord	NOUN	O	O	O
-	-	NOUN	O	O	O
boyau	boyau	NOUN	O	O	O
infect	infect	ADJ	O	O	O
qui	qui	PRON	O	O	O
nous	nous	PRON	O	O	O
avait	avoir	AUX	O	O	O
donné	donner	VERB	O	O	O
très	très	ADV	O	O	O
soif	soif	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
un	un	DET	O	O	O
moment	moment	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
mauvaise	mauvais	ADJ	O	O	O
humeur	humeur	NOUN	O	O	O
était	être	AUX	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
comble	comble	NOUN	O	O	O
et	et	CCONJ	O	O	O
je	je	PRON	O	O	O
crois	croire	VERB	O	O	O
me	me	PRON	O	O	O
souvenir	souvenir	VERB	O	O	O
que	que	SCONJ	O	O	O
nous	nous	PRON	O	O	O
nous	nous	PRON	O	O	O
sommes	être	AUX	O	O	O
concertés	concerter	VERB	O	O	O
à	à	ADP	O	O	O
quelques	quelque	DET	O	O	O
-	-	NOUN	O	O	O
uns	un	PRON	O	O	O
pour	pour	ADP	O	O	O
aller	aller	VERB	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
des	un	DET	O	O	O
outils	outil	NOUN	O	O	O
imprécis	imprécis	ADJ	O	O	O
,	,	PUNCT	O	O	O
taper	taper	VERB	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
costauds	costaud	NOUN	O	O	O
qui	qui	PRON	O	O	O
ronflaient	ronfler	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
coins	coin	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
s'	se	PRON	O	O	O
est	être	AUX	O	O	O
passé	passer	VERB	O	O	O
un	un	DET	O	O	O
temps	temps	NOUN	O	O	O
interminable	interminable	ADJ	O	O	O
,	,	PUNCT	O	O	O
après	après	ADP	O	O	O
lequel	lequel	PRON	O	O	O
les	le	DET	O	O	O
costauds	costaud	NOUN	O	O	O
sont	être	AUX	O	O	O
revenus	revenir	VERB	O	O	O
,	,	PUNCT	O	O	O
coltinant	coltiner	VERB	O	O	O
des	un	DET	O	O	O
barils	baril	NOUN	O	O	O
sur	sur	ADP	O	O	O
leurs	leur	DET	O	O	O
ecchymoses	ecchymose	NOUN	O	O	O
.	.	PUNCT	O	O	O

Quand	quand	SCONJ	O	O	O
les	le	DET	O	O	O
barils	baril	NOUN	O	O	O
ont	avoir	AUX	O	O	O
été	être	AUX	O	O	O
vidés	vider	VERB	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
a	avoir	AUX	O	O	O
pu	pouvoir	VERB	O	O	O
enfin	enfin	ADV	O	O	O
s'	se	PRON	O	O	O
asseoir	asseoir	VERB	O	O	O
dessus	dessus	ADV	O	O	O
,	,	PUNCT	O	O	O
ou	ou	CCONJ	O	O	O
à	à	ADP	O	O	O
côté	côté	NOUN	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
enfin	enfin	ADV	O	O	O
on	on	PRON	O	O	O
était	être	AUX	O	O	O
assis	asseoir	VERB	O	O	O
,	,	PUNCT	O	O	O
prêts	prêt	ADJ	O	O	O
à	à	ADP	O	O	O
boire	boire	VERB	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
écouter	écouter	VERB	O	O	O
,	,	PUNCT	O	O	O
car	car	CCONJ	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
été	être	AUX	O	O	O
question	question	NOUN	O	O	O
de	de	ADP	O	O	O
joutes	joute	NOUN	O	O	O
oratoires	oratoire	ADJ	O	O	O
ou	ou	CCONJ	O	O	O
de	de	ADP	O	O	O
quelque	quelque	DET	O	O	O
divertissement	divertissement	NOUN	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
genre	genre	NOUN	O	O	O
.	.	PUNCT	O	O	O

Tout	tout	ADJ	O	O	O
cela	celer	PRON	O	O	O
reste	reste	VERB	O	O	O
assez	assez	ADV	O	O	O
nébuleux	nébuleux	ADJ	O	O	O
dans	dans	ADP	O	O	O
ma	mon	DET	O	O	O
mémoire	mémoire	NOUN	O	O	O
.	.	PUNCT	O	O	O

Faute	faute	NOUN	O	O	O
de	de	ADP	O	O	O
direction	direction	NOUN	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
étions	être	AUX	O	O	O
emportés	emporter	VERB	O	O	O
au	au	ADP	O	O	O
gré	gré	NOUN	O	O	O
des	de	ADP	O	O	O
mots	mot	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	de	ADP	O	O	O
souvenirs	souvenir	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	de	ADP	O	O	O
manies	manie	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	de	ADP	O	O	O
rancunes	rancune	NOUN	O	O	O
et	et	CCONJ	O	O	O
des	de	ADP	O	O	O
sympathies	sympathie	NOUN	O	O	O
.	.	PUNCT	O	O	O

Faute	faute	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
but	but	NOUN	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
perdions	perdre	VERB	O	O	O
le	le	DET	O	O	O
peu	peu	ADV	O	O	O
de	de	ADP	O	O	O
force	force	NOUN	O	O	O
de	de	ADP	O	O	O
nos	notre	DET	O	O	O
pensées	pensée	NOUN	O	O	O
à	à	ADP	O	O	O
enchaîner	enchaîner	VERB	O	O	O
un	un	DET	O	O	O
calembour	calembour	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
dire	dire	VERB	O	O	O
du	de	ADP	O	O	O
mal	mal	NOUN	O	O	O
des	de	ADP	O	O	O
amis	ami	NOUN	O	O	O
communs	commun	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
fuir	fuir	VERB	O	O	O
les	le	DET	O	O	O
constatations	constatation	NOUN	O	O	O
désagréables	désagréable	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
chevaucher	chevaucher	VERB	O	O	O
des	un	DET	O	O	O
dadas	dada	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
enfoncer	enfoncer	VERB	O	O	O
des	un	DET	O	O	O
portes	porte	NOUN	O	O	O
ouvertes	ouvert	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
faire	faire	VERB	O	O	O
des	un	DET	O	O	O
grimaces	grimace	NOUN	O	O	O
et	et	CCONJ	O	O	O
des	un	DET	O	O	O
grâces	grâce	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
chaleur	chaleur	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
tabagie	tabagie	NOUN	O	O	O
épaisse	épais	ADJ	O	O	O
nous	nous	PRON	O	O	O
donnaient	donner	VERB	O	O	O
une	un	DET	O	O	O
soif	soif	NOUN	O	O	O
inétanchable	inétanchabl	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
fallait	falloir	VERB	O	O	O
sans	sans	ADP	O	O	O
arrêt	arrêt	NOUN	O	O	O
se	se	PRON	O	O	O
relayer	relayer	VERB	O	O	O
pour	pour	ADP	O	O	O
aller	aller	VERB	O	O	O
battre	battre	VERB	O	O	O
les	le	DET	O	O	O
costauds	costaud	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
