I	i	PUNCT	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
tu	tu	PRON	O	O	O
nous	nous	PRON	O	O	O
l'	le	PRON	O	O	O
assures	assurer	VERB	O	O	O
.	.	PUNCT	O	O	O

Nous	nous	PRON	O	O	O
ne	ne	ADV	O	O	O
mourrons	mourir	VERB	O	O	O
pas	pas	ADV	O	O	O
sans	sans	ADP	O	O	O
avoir	avoir	AUX	O	O	O
embrassé	embrasser	VERB	O	O	O
notre	notre	DET	O	O	O
fils	fils	NOUN	O	O	O
!	!	PUNCT	O	O	O

Tant	tant	ADV	O	O	O
pis	pis	ADV	O	O	O
pour	pour	ADP	O	O	O
toi	toi	PRON	O	O	O
si	si	SCONJ	O	O	O
tu	tu	PRON	O	O	O
n'	ne	ADV	O	O	O
as	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
terminé	terminer	VERB	O	O	O
là	là	ADV	O	O	O
-	-	PRON	O	O	O
bas	bas	ADV	O	O	O
toutes	tout	ADJ	O	O	O
tes	ton	DET	O	O	O
.	.	PUNCT	O	O	O

affaires	affaire	NOUN	O	O	O
:	:	PUNCT	O	O	O

nous	nous	PRON	O	O	O
sommes	être	AUX	O	O	O
trois	trois	NUM	O	O	O
qui	qui	PRON	O	O	O
avons	avoir	AUX	O	O	O
juré	jurer	VERB	O	O	O
que	que	SCONJ	O	O	O
tu	tu	PRON	O	O	O
n'	ne	ADV	O	O	O
y	y	PRON	O	O	O
retournerais	retourner	VERB	O	O	O
plus	plus	ADV	O	O	O
.	.	PUNCT	O	O	O

L'	le	DET	O	O	O
obéissance	obéissance	NOUN	O	O	O
ne	ne	ADV	O	O	O
te	te	PRON	O	O	O
sera	être	AUX	O	O	O
pas	pas	ADV	O	O	O
difficile	difficile	ADJ	O	O	O
,	,	PUNCT	O	O	O
car	car	CCONJ	O	O	O
tu	tu	PRON	O	O	O
seras	être	AUX	O	O	O
heureux	heureux	ADJ	O	O	O
au	au	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
de	de	ADP	O	O	O
nous	nous	PRON	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
du	de	ADP	O	O	O
moins	moins	ADV	O	O	O
l'	le	DET	O	O	O
opinion	opinion	NOUN	O	O	O
de	de	ADP	O	O	O
Clémentine	clémentine	PROPN	O	O	O
....	....	PUNCT	O	O	O

j'	je	PRON	O	O	O
ai	avoir	AUX	O	O	O
oublié	oublier	VERB	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
m'	me	PRON	O	O	O
étais	être	AUX	O	O	O
promis	promettre	VERB	O	O	O
de	de	ADP	O	O	O
ne	ne	ADV	O	O	O
pas	pas	ADV	O	O	O
la	le	PRON	O	O	O
nommer	nommer	VERB	O	O	O
!	!	PUNCT	O	O	O

Maître	maître	NOUN	O	O	O
Bonnivet	bonnivet	PROPN	O	O	O
,	,	PUNCT	O	O	O
notre	notre	DET	O	O	O
excellent	excellent	ADJ	O	O	O
voisin	voisin	NOUN	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
s'	se	PRON	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
contenté	contenter	VERB	O	O	O
de	de	ADP	O	O	O
placer	placer	VERB	O	O	O
tes	ton	DET	O	O	O
capitaux	capital	NOUN	O	O	O
sur	sur	ADP	O	O	O
bonne	bon	ADJ	O	O	O
hypothèque	hypothèque	NOUN	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
a	avoir	AUX	O	O	O
rédigé	rédiger	VERB	O	O	O
dans	dans	ADP	O	O	O
ses	son	DET	O	O	O
moments	moment	NOUN	O	O	O
perdus	perdre	VERB	O	O	O
un	un	DET	O	O	O
petit	petit	ADJ	O	O	O
acte	acte	NOUN	O	O	O
fort	fort	ADV	O	O	O
touchant	touchant	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
attend	attendre	VERB	O	O	O
plus	plus	ADV	O	O	O
que	que	SCONJ	O	O	O
ta	ton	DET	O	O	O
signature	signature	NOUN	O	O	O
.	.	PUNCT	O	O	O

Notre	notre	DET	O	O	O
digne	digne	ADJ	O	O	O
maire	maire	NOUN	O	O	O
a	avoir	AUX	O	O	O
commandé	commander	VERB	O	O	O
à	à	ADP	O	O	O
ton	ton	DET	O	O	O
intention	intention	NOUN	O	O	O
une	un	DET	O	O	O
écharpe	écharpe	NOUN	O	O	O
neuve	neuf	ADJ	O	O	O
qui	qui	PRON	O	O	O
vient	venir	VERB	O	O	O
d'	de	ADP	O	O	O
arriver	arriver	VERB	O	O	O
de	de	ADP	O	O	O
Paris	paris	PROPN	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
toi	toi	PRON	O	O	O
qui	qui	PRON	O	O	O
en	en	PRON	O	O	O
auras	avoir	VERB	O	O	O
l'	le	DET	O	O	O
étrenne	étrenne	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ton	ton	PUNCT	O	O	O

appartement	appartement	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
sera	être	AUX	O	O	O
bientôt	bientôt	ADV	O	O	O
votre	votre	DET	O	O	O
appartement	appartement	NOUN	O	O	O
,	,	PUNCT	O	O	O
est	être	AUX	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
hauteur	hauteur	NOUN	O	O	O
de	de	ADP	O	O	O
ta	ton	DET	O	O	O
fortune	fortune	NOUN	O	O	O
présente	présent	ADJ	O	O	O
.	.	PUNCT	O	O	O

Tu	tu	PRON	O	O	O
demeures	demeurer	VERB	O	O	O
....	....	PUNCT	O	O	O

mais	mais	CCONJ	O	O	O
la	le	DET	O	O	O
maison	maison	NOUN	O	O	O
a	avoir	AUX	O	O	O
tellement	tellement	ADV	O	O	O
changé	changer	VERB	O	O	O
depuis	depuis	ADP	O	O	O
trois	trois	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
mes	mon	DET	O	O	O
descriptions	description	NOUN	O	O	O
seraient	être	AUX	O	O	O
lettre	lettre	NOUN	O	O	O
close	clos	ADJ	O	O	O
pour	pour	ADP	O	O	O
toi	toi	PRON	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
M.	m.	NOUN	O	O	O
Audret	audret	PROPN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
architecte	architecte	NOUN	O	O	O
du	de	ADP	O	O	O
château	château	NOUN	O	O	O
impérial	impérial	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
a	avoir	AUX	O	O	O
dirigé	diriger	VERB	O	O	O
les	le	DET	O	O	O
travaux	travail	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
a	avoir	AUX	O	O	O
voulu	vouloir	VERB	O	O	O
absolument	absolument	ADV	O	O	O
me	me	PRON	O	O	O
construire	construire	VERB	O	O	O
un	un	DET	O	O	O
laboratoire	laboratoire	NOUN	O	O	O
digne	digne	ADJ	O	O	O
de	de	ADP	O	O	O
Thénard	thénard	PROPN	O	O	O
ou	ou	CCONJ	O	O	O
de	de	ADP	O	O	O
Desprez	desprez	PROPN	O	O	O
.	.	PUNCT	O	O	O

J'	je	PRON	O	O	O
ai	avoir	AUX	O	O	O
eu	avoir	VERB	O	O	O
beau	beau	ADJ	O	O	O
protester	protester	VERB	O	O	O
et	et	CCONJ	O	O	O
dire	dire	VERB	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
n'	ne	ADV	O	O	O
étais	être	AUX	O	O	O
plus	plus	ADV	O	O	O
bon	bon	ADJ	O	O	O
à	à	ADP	O	O	O
rien	rien	PRON	O	O	O
,	,	PUNCT	O	O	O
puisque	puisque	SCONJ	O	O	O
mon	mon	DET	O	O	O
célèbre	célèbre	ADJ	O	O	O
mémoire	mémoire	NOUN	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
Condensation	condensation	NOUN	O	O	O
des	de	ADP	O	O	O
gaz	gaz	NOUN	O	O	O
en	en	PRON	O	O	O
est	être	VERB	O	O	O
toujours	toujours	ADV	O	O	O
au	au	ADP	O	O	O
chapitre	chapitre	NOUN	O	O	O
IV	iv	ADJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
ta	ton	DET	O	O	O
mère	mère	NOUN	O	O	O
était	être	AUX	O	O	O
de	de	ADP	O	O	O
complicité	complicité	NOUN	O	O	O
avec	avec	ADP	O	O	O
ce	ce	DET	O	O	O
vieux	vieux	ADJ	O	O	O
scélérat	scélérat	NOUN	O	O	O
d'	de	ADP	O	O	O
ami	ami	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
trouve	trouver	VERB	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
Science	science	NOUN	O	O	O
a	avoir	VERB	O	O	O
désormais	désormais	ADV	O	O	O
un	un	DET	O	O	O
temple	temple	NOUN	O	O	O
chez	chez	ADP	O	O	O
nous	nous	PRON	O	O	O
.	.	PUNCT	O	O	O

Une	un	DET	O	O	O
vraie	vrai	ADJ	O	O	O
boutique	boutique	NOUN	O	O	O
à	à	ADP	O	O	O
sorcier	sorcier	NOUN	O	O	O
,	,	PUNCT	O	O	O
suivant	suivre	VERB	O	O	O
l'	le	DET	O	O	O
expression	expression	NOUN	O	O	O
pittoresque	pittoresque	ADJ	O	O	O
de	de	ADP	O	O	O
ta	ton	DET	O	O	O
vieille	vieux	ADJ	O	O	O
Gothon	gothon	PROPN	O	O	O
.	.	PUNCT	O	O	O

Rien	rien	PRON	O	O	O
n'	ne	ADV	O	O	O
y	y	PRON	O	O	O
manque	manque	VERB	O	O	O
,	,	PUNCT	O	O	O
pas	pas	ADV	O	O	O
même	même	ADV	O	O	O
une	un	DET	O	O	O
machine	machine	NOUN	O	O	O
à	à	ADP	O	O	O
vapeur	vapeur	NOUN	O	O	O
de	de	ADP	O	O	O
quatre	quatre	NUM	O	O	O
chevaux	cheval	NOUN	O	O	O
;	;	PUNCT	O	O	O

qu'	que	PRON	O	O	O
en	en	PRON	O	O	O
ferai	faire	VERB	O	O	O
-	-	PRON	O	O	O
je	je	PRON	O	O	O
?	?	PUNCT	O	O	O

hélas	héler	INTJ	O	O	O
!	!	PUNCT	O	O	O

Je	je	PRON	O	O	O
compte	compte	VERB	O	O	O
bien	bien	ADV	O	O	O
cependant	cependant	ADV	O	O	O
que	que	SCONJ	O	O	O
ces	ce	DET	O	O	O
dépenses	dépense	NOUN	O	O	O
ne	ne	ADV	O	O	O
seront	être	AUX	O	O	O
pas	pas	ADV	O	O	O
perdues	perdre	VERB	O	O	O
pour	pour	ADP	O	O	O
tout	tout	ADJ	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
.	.	PUNCT	O	O	O

Tu	tu	PRON	O	O	O
ne	ne	ADV	O	O	O
vas	aller	VERB	O	O	O
pas	pas	ADV	O	O	O
t'	te	PRON	O	O	O
endormir	endormir	VERB	O	O	O
sur	sur	ADP	O	O	O
tes	ton	DET	O	O	O
lauriers	laurier	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ah	ah	INTJ	O	O	O
!	!	PUNCT	O	O	O

si	si	SCONJ	O	O	O
j'	je	PRON	O	O	O
avais	avoir	AUX	O	O	O
eu	avoir	VERB	O	O	O
ton	ton	DET	O	O	O
bien	bien	NOUN	O	O	O
lorsque	lorsque	SCONJ	O	O	O
j'	je	PRON	O	O	O
avais	avoir	VERB	O	O	O
ton	ton	DET	O	O	O
âge	âge	NOUN	O	O	O
!	!	PUNCT	O	O	O

J'	je	PRON	O	O	O
aurais	avoir	AUX	O	O	O
consacré	consacrer	VERB	O	O	O
mes	mon	DET	O	O	O
jours	jour	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
pure	pur	ADJ	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
lieu	lieu	NOUN	O	O	O
d'	de	ADP	O	O	O
en	en	PRON	O	O	O
perdre	perdre	VERB	O	O	O
la	le	DET	O	O	O
meilleure	meilleur	ADJ	O	O	O
partie	partie	NOUN	O	O	O
avec	avec	ADP	O	O	O
ces	ce	DET	O	O	O
pauvres	pauvre	ADJ	O	O	O
petits	petit	ADJ	O	O	O
jeunes	jeune	ADJ	O	O	O
gens	gens	NOUN	O	O	O
qui	qui	PRON	O	O	O
ne	ne	ADV	O	O	O
profitaient	profiter	VERB	O	O	O
de	de	ADP	O	O	O
ma	mon	DET	O	O	O
classe	classe	NOUN	O	O	O
que	que	ADV	O	O	O
pour	pour	ADP	O	O	O
lire	lire	VERB	O	O	O
M.	m.	NOUN	O	O	O
Paul	paul	PROPN	O	O	O
de	de	ADP	O	O	O
Kock	kock	PROPN	O	O	O
!	!	PUNCT	O	O	O

J'	je	PRON	O	O	O
aurais	avoir	AUX	O	O	O
été	être	AUX	O	O	O
ambitieux	ambitieux	ADJ	O	O	O
!	!	PUNCT	O	O	O

J'	je	PRON	O	O	O
aurais	avoir	AUX	O	O	O
voulu	vouloir	VERB	O	O	O
attacher	attacher	VERB	O	O	O
mon	mon	DET	O	O	O
nom	nom	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
découverte	découverte	NOUN	O	O	O
de	de	ADP	O	O	O
quelque	quelque	DET	O	O	O
loi	loi	NOUN	O	O	O
bien	bien	ADV	O	O	O
générale	général	ADJ	O	O	O
,	,	PUNCT	O	O	O
ou	ou	CCONJ	O	O	O
tout	tout	ADV	O	O	O
au	au	ADP	O	O	O
moins	moins	ADV	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
construction	construction	NOUN	O	O	O
de	de	ADP	O	O	O
quelque	quelque	DET	O	O	O
instrument	instrument	NOUN	O	O	O
bien	bien	ADV	O	O	O
utile	utile	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
est	être	AUX	O	O	O
trop	trop	ADV	O	O	O
tard	tard	ADV	O	O	O
aujourd'hui	aujourd'hui	ADV	O	O	O
;	;	PUNCT	O	O	O

mes	mon	DET	O	O	O
yeux	oeil	NOUN	O	O	O
sont	être	AUX	O	O	O
fatigués	fatigué	ADJ	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
cerveau	cerveau	NOUN	O	O	O
luimême	luimême	PRON	O	O	O
refuse	refuser	VERB	O	O	O
le	le	DET	O	O	O
travail	travail	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
ton	ton	DET	O	O	O
tour	tour	NOUN	O	O	O
,	,	PUNCT	O	O	O
mon	mon	DET	O	O	O
garçon	garçon	NOUN	O	O	O
!	!	PUNCT	O	O	O

Tu	tu	PRON	O	O	O
n'	ne	ADV	O	O	O
as	avoir	VERB	O	O	O
pas	pas	ADV	O	O	O
vingt	vingt	NUM	O	O	O
-	-	NUM	O	O	O
six	six	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
mines	mine	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Oural	oural	PROPN	O	O	O
t'	te	PRON	O	O	O
ont	avoir	AUX	O	O	O
donné	donner	VERB	O	O	O
de	de	DET	O	O	O
quoi	quoi	NOUN	O	O	O
vivre	vivre	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
aise	aise	NOUN	O	O	O
,	,	PUNCT	O	O	O
tu	tu	PRON	O	O	O
n'	ne	ADV	O	O	O
as	avoir	VERB	O	O	O
plus	plus	ADV	O	O	O
besoin	besoin	NOUN	O	O	O
de	de	ADP	O	O	O
rien	rien	PRON	O	O	O
pour	pour	ADP	O	O	O
toi	toi	PRON	O	O	O
-	-	PRON	O	O	O
même	même	ADV	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
moment	moment	NOUN	O	O	O
est	être	AUX	O	O	O
venu	venir	VERB	O	O	O
de	de	ADP	O	O	O
travailler	travailler	VERB	O	O	O
pour	pour	ADP	O	O	O
le	le	DET	O	O	O
genre	genre	NOUN	O	O	O
humain	humain	ADJ	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
le	le	DET	O	O	O
plus	plus	ADV	O	O	O
vif	vif	ADJ	O	O	O
désir	désir	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
chère	cher	ADJ	O	O	O
espérance	espérance	NOUN	O	O	O
de	de	ADP	O	O	O
ton	ton	DET	O	O	O
vieux	vieux	ADJ	O	O	O
bonhomme	bonhomme	NOUN	O	O	O
de	de	ADP	O	O	O
père	père	NOUN	O	O	O
qui	qui	PRON	O	O	O
t'	te	PRON	O	O	O
aime	aimer	VERB	O	O	O
et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
t'	te	PRON	O	O	O
attend	attendre	VERB	O	O	O
les	le	DET	O	O	O
bras	bras	NOUN	O	O	O
ouverts	ouvert	ADJ	O	O	O
.	.	PUNCT	O	O	O

«	«	PUNCT	O	O	O
J.	j.	PROPN	O	O	O
RENAULT	renault	PROPN	O	O	O
.	.	PUNCT	O	O	O

«	«	PUNCT	O	O	O
P.	p.	PROPN	O	O	O
S.	s.	PROPN	O	O	O

Par	par	ADP	O	O	O
mes	mon	DET	O	O	O
calculs	calcul	NOUN	O	O	O
,	,	PUNCT	O	O	O
cette	ce	DET	O	O	O
lettre	lettre	NOUN	O	O	O
doit	devoir	VERB	O	O	O
arriver	arriver	VERB	O	O	O
à	à	ADP	O	O	O
Berlin	berlin	PROPN	O	O	O
deux	deux	NUM	O	O	O
ou	ou	CCONJ	O	O	O
trois	trois	NUM	O	O	O
jours	jour	NOUN	O	O	O
avant	avant	ADP	O	O	O
toi	toi	PRON	O	O	O
.	.	PUNCT	O	O	O

Tu	tu	PRON	O	O	O
auras	avoir	AUX	O	O	O
déjà	déjà	ADV	O	O	O
appris	apprendre	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
journaux	journal	NOUN	O	O	O
du	de	ADP	O	O	O
7	7	PRON	O	O	O
courant	courir	VERB	O	O	O
la	le	DET	O	O	O
mort	mort	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
illustre	illustre	ADJ	O	O	O
M.	m.	NOUN	O	O	O
de	de	ADP	O	O	O
Humboldt	humboldt	PROPN	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
un	un	DET	O	O	O
deuil	deuil	NOUN	O	O	O
pour	pour	ADP	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
et	et	CCONJ	O	O	O
pour	pour	ADP	O	O	O
l'	le	DET	O	O	O
humanité	humanité	NOUN	O	O	O
.	.	PUNCT	O	O	O

J'	je	PRON	O	O	O
ai	avoir	AUX	O	O	O
eu	avoir	VERB	O	O	O
l'	le	DET	O	O	O
honneur	honneur	NOUN	O	O	O
d'	de	ADP	O	O	O
écrire	écrire	VERB	O	O	O
à	à	ADP	O	O	O
ce	ce	DET	O	O	O
grand	grand	ADJ	O	O	O
homme	homme	NOUN	O	O	O
plusieurs	plusieurs	DET	O	O	O
fois	fois	NOUN	O	O	O
en	en	ADP	O	O	O
ma	mon	DET	O	O	O
