CHAPITRE	chapitre	NOUN	O	O	O
imprimé	imprimer	VERB	O	O	O
en	en	ADP	O	O	O
grosses	gros	ADJ	O	O	O
lettres	lettre	NOUN	O	O	O
venait	venir	VERB	O	O	O
d'	de	ADP	O	O	O
être	être	AUX	O	O	O
déchiré	déchirer	VERB	O	O	O
par	par	ADP	O	O	O
la	le	DET	O	O	O
main	main	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
faquir	faquir	NOUN	O	O	O
,	,	PUNCT	O	O	O
que	que	PRON	O	O	O
personne	personne	PRON	O	O	O
n'	ne	ADV	O	O	O
avait	avoir	AUX	O	O	O
pu	pouvoir	VERB	O	O	O
apercevoir	apercevoir	VERB	O	O	O
sur	sur	ADP	O	O	O
cette	ce	DET	O	O	O
rive	rive	NOUN	O	O	O
alors	alors	ADV	O	O	O
déserte	désert	ADJ	O	O	O
.	.	PUNCT	O	O	O

Avec	avec	ADP	O	O	O
ce	ce	DET	O	O	O
nom	nom	NOUN	O	O	O
avait	avoir	AUX	O	O	O
également	également	ADV	O	O	O
disparu	disparaître	VERB	O	O	O
le	le	DET	O	O	O
nom	nom	NOUN	O	O	O
du	de	ADP	O	O	O
gouverneur	gouverneur	NOUN	O	O	O
général	général	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
présidence	présidence	NOUN	O	O	O
de	de	ADP	O	O	O
Bombay	bombay	PROPN	O	O	O
,	,	PUNCT	O	O	O
contresignant	contresigner	VERB	O	O	O
celui	celui	PRON	O	O	O
du	de	ADP	O	O	O
vice	vice	NOUN	O	O	O
-	-	NOUN	O	O	O
roi	roi	NOUN	O	O	O
des	de	ADP	O	O	O
Indes	inde	NOUN	O	O	O
.	.	PUNCT	O	O	O

Quel	quel	ADJ	O	O	O
avait	avoir	AUX	O	O	O
donc	donc	ADV	O	O	O
été	être	AUX	O	O	O
le	le	DET	O	O	O
mobile	mobile	NOUN	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
faquir	faquir	NOUN	O	O	O
?	?	PUNCT	O	O	O

En	en	ADP	O	O	O
lacérant	lacérer	VERB	O	O	O
cette	ce	DET	O	O	O
notice	notice	NOUN	O	O	O
,	,	PUNCT	O	O	O
espérait	espérer	VERB	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
révolté	révolté	NOUN	O	O	O
de	de	ADP	O	O	O
1857	1857	NUM	O	O	O
échapperait	échapper	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
vindicte	vindicte	NOUN	O	O	O
publique	public	ADJ	O	O	O
et	et	CCONJ	O	O	O
aux	à	ADP	O	O	O
conséquences	conséquence	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
arrêt	arrêt	NOUN	O	O	O
pris	prendre	VERB	O	O	O
contre	contre	ADP	O	O	O
sa	son	DET	O	O	O
personne	personne	NOUN	O	O	O
?	?	PUNCT	O	O	O

Pouvait	pouvoir	VERB	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
croire	croire	VERB	O	O	O
qu'	que	SCONJ	O	O	O
une	un	DET	O	O	O
si	si	ADV	O	O	O
terrible	terrible	ADJ	O	O	O
célébrité	célébrité	NOUN	O	O	O
s'	se	PRON	O	O	O
évanouirait	évanouir	VERB	O	O	O
avec	avec	ADP	O	O	O
les	le	DET	O	O	O
fragments	fragment	NOUN	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
bout	bout	NOUN	O	O	O
de	de	ADP	O	O	O
papier	papier	NOUN	O	O	O
réduit	réduire	VERB	O	O	O
en	en	ADP	O	O	O
poussière	poussière	NOUN	O	O	O
?	?	PUNCT	O	O	O

C'	ce	PRON	O	O	O
eût	avoir	AUX	O	O	O
été	être	AUX	O	O	O
folie	folie	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
effet	effet	NOUN	O	O	O
,	,	PUNCT	O	O	O
d'	de	DET	O	O	O
autres	autre	ADJ	O	O	O
affiches	affiche	NOUN	O	O	O
,	,	PUNCT	O	O	O
répandues	répandre	VERB	O	O	O
à	à	ADP	O	O	O
profusion	profusion	NOUN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
étalaient	étaler	VERB	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
murs	mur	NOUN	O	O	O
des	de	ADP	O	O	O
maisons	maison	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	de	ADP	O	O	O
palais	palais	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
mosquées	mosquée	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
hôtels	hôtel	NOUN	O	O	O
d'	de	ADP	O	O	O
Aurungabad	aurungabad	PROPN	O	O	O
.	.	PUNCT	O	O	O

De	de	ADP	O	O	O
plus	plus	ADV	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
crieur	crieur	NOUN	O	O	O
parcourait	parcourir	VERB	O	O	O
les	le	DET	O	O	O
rues	rue	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
ville	ville	NOUN	O	O	O
,	,	PUNCT	O	O	O
lisant	lire	VERB	O	O	O
à	à	ADP	O	O	O
haute	haut	ADJ	O	O	O
voix	voix	NOUN	O	O	O
l'	le	DET	O	O	O
arrêté	arrêté	NOUN	O	O	O
du	de	ADP	O	O	O
gouverneur	gouverneur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
habitants	habitant	NOUN	O	O	O
des	de	ADP	O	O	O
plus	plus	ADV	O	O	O
infimes	infime	ADJ	O	O	O
bourgades	bourgade	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
province	province	NOUN	O	O	O
savaient	savoir	VERB	O	O	O
déjà	déjà	ADV	O	O	O
que	que	SCONJ	O	O	O
toute	tout	ADJ	O	O	O
une	un	DET	O	O	O
for	for	NOUN	O	O	O
-	-	NOUN	O	O	O
 	 	SPACE	O	O	O
tune	tune	NOUN	O	O	O
était	être	AUX	O	O	O
promise	promettre	VERB	O	O	O
à	à	ADP	O	O	O
quiconque	quiconque	PRON	O	O	O
livrerait	livrer	VERB	O	O	O
ce	ce	DET	O	O	O
Dandou	dandou	PROPN	O	O	O
-	-	PROPN	O	O	O
Pant	pant	PROPN	O	O	O
.	.	PUNCT	O	O	O

Son	son	DET	O	O	O
nom	nom	NOUN	O	O	O
,	,	PUNCT	O	O	O
inutilement	inutilement	ADV	O	O	O
anéanti	anéantir	VERB	O	O	O
,	,	PUNCT	O	O	O
allait	aller	VERB	O	O	O
courir	courir	VERB	O	O	O
avant	avant	ADP	O	O	O
douze	douze	NUM	O	O	O
heures	heure	NOUN	O	O	O
la	le	DET	O	O	O
présidence	présidence	NOUN	O	O	O
tout	tout	ADV	O	O	O
entière	entier	ADJ	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
les	le	DET	O	O	O
informations	information	NOUN	O	O	O
étaient	être	AUX	O	O	O
exactes	exact	ADJ	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
le	le	DET	O	O	O
nabab	nabab	NOUN	O	O	O
avait	avoir	AUX	O	O	O
réellement	réellement	ADV	O	O	O
cherché	chercher	VERB	O	O	O
refuge	refuge	NOUN	O	O	O
en	en	ADP	O	O	O
cette	ce	DET	O	O	O
partie	partie	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Indoustan	indoustan	PROPN	O	O	O
,	,	PUNCT	O	O	O
nul	nul	DET	O	O	O
doute	doute	VERB	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
tombât	tomber	VERB	O	O	O
sous	sou	ADP	O	O	O
peu	peu	ADV	O	O	O
entre	entrer	ADP	O	O	O
des	un	DET	O	O	O
mains	main	NOUN	O	O	O
fortement	fortement	ADV	O	O	O
intéressées	intéresser	ADJ	O	O	O
à	à	ADP	O	O	O
en	en	PRON	O	O	O
opérer	opérer	VERB	O	O	O
la	le	DET	O	O	O
capture	capture	NOUN	O	O	O
.	.	PUNCT	O	O	O

À	à	ADP	O	O	O
quel	quel	DET	O	O	O
sentiment	sentiment	NOUN	O	O	O
avait	avoir	AUX	O	O	O
donc	donc	ADV	O	O	O
obéi	obéir	VERB	O	O	O
ce	ce	DET	O	O	O
faquir	faquir	NOUN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
lacérant	lacérer	VERB	O	O	O
une	un	DET	O	O	O
af	af	NOUN	O	O	O
-	-	NOUN	O	O	O
 	 	SPACE	O	O	O
fiche	fiche	NOUN	O	O	O
,	,	PUNCT	O	O	O
tirée	tirer	VERB	O	O	O
déjà	déjà	ADV	O	O	O
à	à	ADP	O	O	O
plusieurs	plusieurs	DET	O	O	O
milliers	millier	NOUN	O	O	O
d'	de	ADP	O	O	O
exemplaires	exemplaire	NOUN	O	O	O
?	?	PUNCT	O	O	O

À	à	ADP	O	O	O
un	un	DET	O	O	O
sentiment	sentiment	NOUN	O	O	O
de	de	ADP	O	O	O
colère	colère	NOUN	O	O	O
,	,	PUNCT	O	O	O
sans	sans	ADP	O	O	O
doute	doute	NOUN	O	O	O
,	,	PUNCT	O	O	O
–	–	PUNCT	O	O	O
peut	pouvoir	ADV	O	O	O
-	-	ADV	O	O	O
être	être	ADV	O	O	O
aussi	aussi	ADV	O	O	O
à	à	ADP	O	O	O
quelque	quelque	DET	O	O	O
pensée	pensée	NOUN	O	O	O
de	de	ADP	O	O	O
dédain	dédain	NOUN	O	O	O
.	.	PUNCT	O	O	O

Quoi	quoi	ADV	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
en	en	PRON	O	O	O
soit	être	VERB	O	O	O
,	,	PUNCT	O	O	O
après	après	ADP	O	O	O
avoir	avoir	AUX	O	O	O
haussé	hausser	VERB	O	O	O
les	le	DET	O	O	O
épaules	épaule	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
enfonça	enfoncer	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
quartier	quartier	NOUN	O	O	O
le	le	DET	O	O	O
plus	plus	ADV	O	O	O
populeux	populeux	ADJ	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
plus	plus	ADV	O	O	O
mal	mal	ADV	O	O	O
habité	habiter	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
ville	ville	NOUN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
appelle	appeler	VERB	O	O	O
Dekkan	dekkan	PROPN	O	O	O
cette	ce	DET	O	O	O
large	large	ADJ	O	O	O
portion	portion	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
péninsule	péninsule	NOUN	O	O	O
indienne	indien	ADJ	O	O	O
comprise	comprendre	VERB	O	O	O
entre	entrer	ADP	O	O	O
les	le	DET	O	O	O
Ghâtes	ghâte	NOUN	O	O	O
occidentales	occidental	ADJ	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
Ghâtes	ghâte	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
mer	mer	NOUN	O	O	O
du	de	ADP	O	O	O
Bengale	bengale	PROPN	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
le	le	DET	O	O	O
nom	nom	NOUN	O	O	O
communément	communément	ADV	O	O	O
donné	donner	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
partie	partie	NOUN	O	O	O
méridionale	méridional	ADJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Inde	inde	PROPN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
deçà	deçà	ADV	O	O	O
du	de	ADP	O	O	O
Gange	gange	PROPN	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	DET	O	O	O
Dekkan	dekkan	PROPN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
le	le	DET	O	O	O
nom	nom	NOUN	O	O	O
sanscrit	sanscrit	ADJ	O	O	O
signifie	signifier	VERB	O	O	O
«	«	PUNCT	O	O	O
Sud	sud	NOUN	O	O	O
»	»	PUNCT	O	O	O
,	,	PUNCT	O	O	O
compte	compte	VERB	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
présidences	présidence	NOUN	O	O	O
de	de	ADP	O	O	O
Bombay	bombay	PROPN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
Madras	madras	PROPN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
certain	certain	ADJ	O	O	O
nombre	nombre	NOUN	O	O	O
de	de	ADP	O	O	O
provinces	province	NOUN	O	O	O
.	.	PUNCT	O	O	O

L'	le	DET	O	O	O
une	un	PRON	O	O	O
des	de	ADP	O	O	O
principales	principal	ADJ	O	O	O
est	être	AUX	O	O	O
la	le	DET	O	O	O
province	province	NOUN	O	O	O
d'	de	ADP	O	O	O
Aurungabad	aurungabad	PROPN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
la	le	DET	O	O	O
capitale	capitale	NOUN	O	O	O
fut	être	AUX	O	O	O
même	même	ADV	O	O	O
autrefois	autrefois	ADV	O	O	O
celle	celui	PRON	O	O	O
du	de	ADP	O	O	O
Dekkan	dekkan	PROPN	O	O	O
tout	tout	ADJ	O	O	O
entier	entier	ADJ	O	O	O
.	.	PUNCT	O	O	O

Au	au	ADP	O	O	O
XVIIe	xvii	ADJ	O	O	O
siècle	siècle	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
célèbre	célèbre	ADJ	O	O	O
empereur	empereur	NOUN	O	O	O
mongol	mongol	ADJ	O	O	O
Aureng	aureng	PROPN	O	O	O
-	-	PROPN	O	O	O
Zeb	zeb	PROPN	O	O	O
transporta	transporter	VERB	O	O	O
sa	son	DET	O	O	O
cour	cour	NOUN	O	O	O
dans	dans	ADP	O	O	O
cette	ce	DET	O	O	O
ville	ville	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
était	être	AUX	O	O	O
connue	connaître	VERB	O	O	O
aux	à	ADP	O	O	O
premiers	premier	ADJ	O	O	O
temps	temps	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
histoire	histoire	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Indoustan	indoustan	PROPN	O	O	O
sous	sou	ADP	O	O	O
le	le	DET	O	O	O
nom	nom	NOUN	O	O	O
de	de	ADP	O	O	O
Kirkhi	kirkhi	PROPN	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
possédait	posséder	VERB	O	O	O
alors	alors	ADV	O	O	O
cent	cent	DET	O	O	O
mille	mille	NUM	O	O	O
habitants	habitant	NOUN	O	O	O
.	.	PUNCT	O	O	O

Aujourd'hui	aujourd'hui	ADV	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
n'	ne	ADV	O	O	O
en	en	PRON	O	O	O
a	avoir	VERB	O	O	O
plus	plus	ADV	O	O	O
que	que	ADV	O	O	O
cinquante	cinquante	PRON	O	O	O
mille	mille	PRON	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
domination	domination	NOUN	O	O	O
des	de	ADP	O	O	O
Anglais	anglais	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
l'	le	PRON	O	O	O
administrent	administrer	VERB	O	O	O
pour	pour	ADP	O	O	O
le	le	DET	O	O	O
compte	compte	NOUN	O	O	O
du	de	ADP	O	O	O
Nizam	nizam	PROPN	O	O	O
d'	de	ADP	O	O	O
Haiderabad	haiderabad	PROPN	O	O	O
.	.	PUNCT	O	O	O

Cependant	cependant	ADV	O	O	O
,	,	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
une	un	PRON	O	O	O
des	de	ADP	O	O	O
cités	cité	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
saines	sain	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
péninsule	péninsule	NOUN	O	O	O
,	,	PUNCT	O	O	O
épargnée	épargner	VERB	O	O	O
jusqu'	jusque	ADP	O	O	O
ici	ici	ADV	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
redoutable	redoutable	ADJ	O	O	O
choléra	choléra	NOUN	O	O	O
asiatique	asiatique	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
que	que	PRON	O	O	O
ne	ne	ADV	O	O	O
visitent	visiter	VERB	O	O	O
même	même	ADV	O	O	O
jamais	jamais	ADV	O	O	O
les	le	DET	O	O	O
épidémies	épidémie	NOUN	O	O	O
de	de	ADP	O	O	O
fièvres	fièvre	NOUN	O	O	O
,	,	PUNCT	O	O	O
si	si	ADV	O	O	O
redoutables	redoutable	ADJ	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
Inde	inde	PROPN	O	O	O
.	.	PUNCT	O	O	O

sous	sou	ADP	O	O	O
Aurungabad	aurungabad	PROPN	O	O	O
a	avoir	AUX	O	O	O
conservé	conserver	VERB	O	O	O
de	de	DET	O	O	O
magnifiques	magnifique	ADJ	O	O	O
restes	reste	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
ancienne	ancien	ADJ	O	O	O
splendeur	splendeur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
palais	palais	NOUN	O	O	O
du	de	ADP	O	O	O
Grand	grand	ADJ	O	O	O
Mogol	mogol	PROPN	O	O	O
,	,	PUNCT	O	O	O
élevé	élever	VERB	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
rive	rive	NOUN	O	O	O
droite	droit	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Doudhma	doudhma	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
mausolée	mausolée	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
sultane	sultane	NOUN	O	O	O
favorite	favori	ADJ	O	O	O
de	de	ADP	O	O	O
Shah	shah	PROPN	O	O	O
Jahan	jahan	PROPN	O	O	O
,	,	PUNCT	O	O	O
père	père	NOUN	O	O	O
d'	de	ADP	O	O	O
Aureng	aureng	PROPN	O	O	O
-	-	PROPN	O	O	O
Zeb	zeb	PROPN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
mosquée	mosquée	NOUN	O	O	O
copiée	copier	VERB	O	O	O
sur	sur	ADP	O	O	O
l'	le	DET	O	O	O
élégant	élégant	ADJ	O	O	O
Tadje	tadje	PROPN	O	O	O
d'	de	ADP	O	O	O
Agra	agra	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
dresse	dresse	VERB	O	O	O
ses	son	DET	O	O	O
quatre	quatre	NUM	O	O	O
minarets	minaret	NOUN	O	O	O
autour	autour	ADV	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
coupole	coupole	NOUN	O	O	O
gracieusement	gracieusement	ADV	O	O	O
arrondie	arrondi	ADJ	O	O	O

,	,	PUNCT	O	O	O
d'	de	DET	O	O	O
autres	autre	ADJ	O	O	O
monuments	monument	NOUN	O	O	O
encore	encore	ADV	O	O	O
,	,	PUNCT	O	O	O
artistement	artistement	ADV	O	O	O
bâtis	bâtir	VERB	O	O	O
,	,	PUNCT	O	O	O
richement	richement	ADV	O	O	O
ornés	orner	VERB	O	O	O
,	,	PUNCT	O	O	O
attestent	attester	VERB	O	O	O
la	le	DET	O	O	O
puissance	puissance	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
grandeur	grandeur	NOUN	O	O	O
du	de	ADP	O	O	O
plus	plus	ADV	O	O	O
illustre	illustre	ADJ	O	O	O
des	de	ADP	O	O	O
conquérants	conquérant	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Indoustan	indoustan	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
porta	porter	VERB	O	O	O
ce	ce	DET	O	O	O
royaume	royaume	NOUN	O	O	O
,	,	PUNCT	O	O	O
auquel	auquel	PRON	O	O	O
il	il	PRON	O	O	O
joignit	joindre	VERB	O	O	O
le	le	DET	O	O	O
Caboul	caboul	PROPN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
Assam	assam	PROPN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
incomparable	incomparable	ADJ	O	O	O
degré	degré	NOUN	O	O	O
de	de	ADP	O	O	O
prospérité	prospérité	NOUN	O	O	O
.	.	PUNCT	O	O	O

Bien	bien	ADV	O	O	O
que	que	SCONJ	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
cette	ce	DET	O	O	O
époque	époque	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
population	population	NOUN	O	O	O
d'	de	ADP	O	O	O
Aurungabad	aurungabad	PROPN	O	O	O
eût	avoir	AUX	O	O	O
été	être	AUX	O	O	O
considérablement	considérablement	ADV	O	O	O
réduite	réduire	VERB	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
il	il	PRON	O	O	O
a	avoir	AUX	O	O	O
été	être	AUX	O	O	O
dit	dire	VERB	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
homme	homme	NOUN	O	O	O
pouvait	pouvoir	VERB	O	O	O
facilement	facilement	ADV	O	O	O
se	se	PRON	O	O	O
cacher	cacher	VERB	O	O	O
encore	encore	ADV	O	O	O
au	au	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
des	de	ADP	O	O	O
types	type	NOUN	O	O	O
si	si	ADV	O	O	O
variés	varier	ADJ	O	O	O
qui	qui	PRON	O	O	O
la	le	PRON	O	O	O
composent	composer	VERB	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
faquir	faquir	NOUN	O	O	O
,	,	PUNCT	O	O	O
vrai	vrai	ADJ	O	O	O
ou	ou	CCONJ	O	O	O
faux	faux	ADJ	O	O	O
,	,	PUNCT	O	O	O
mêlé	mêler	VERB	O	O	O
à	à	ADP	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O
populaire	populaire	ADJ	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
s'	se	PRON	O	O	O
en	en	PRON	O	O	O
distinguait	distinguer	VERB	O	O	O
en	en	ADP	O	O	O
aucune	aucun	DET	O	O	O
façon	façon	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ses	son	DET	O	O	O
