Ceci	ceci	PRON	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
qui	qui	PRON	O	O	O
je	je	PRON	O	O	O
le	le	DET	O	O	O
tiens	tien	NOUN	O	O	O
.	.	PUNCT	O	O	O

Au	au	ADP	O	O	O
reste	reste	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
demande	demande	VERB	O	O	O
point	point	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
on	on	PRON	O	O	O
l'	le	DET	O	O	O
accepte	accepter	PROPN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
prime	prime	NOUN	O	O	O
abord	abord	ADV	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
yeux	oeil	NOUN	O	O	O
fermés	fermer	VERB	O	O	O
;	;	PUNCT	O	O	O
je	je	PRON	O	O	O
me	me	PRON	O	O	O
tiendrai	tenir	VERB	O	O	O
pour	pour	ADP	O	O	O
satisfait	satisfaire	VERB	O	O	O
si	si	SCONJ	O	O	O
les	le	DET	O	O	O
lecteurs	lecteur	NOUN	O	O	O
partagent	partager	ADV	O	O	O
les	le	DET	O	O	O
sentiments	sentiment	NOUN	O	O	O
successifs	successif	ADJ	O	O	O
que	que	SCONJ	O	O	O
j'	je	PRON	O	O	O
éprouvai	éprouver	VERB	O	O	O
moi	moi	PRON	O	O	O
-	-	PUNCT	O	O	O
même	même	ADV	O	O	O
et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
furent	être	VERB	O	O	O
l'	le	DET	O	O	O
incrédulité	incrédulité	NOUN	O	O	O
,	,	PUNCT	O	O	O
puis	pouvoir	CCONJ	O	O	O
la	le	DET	O	O	O
stupéfaction	stupéfaction	NOUN	O	O	O
,	,	PUNCT	O	O	O
puis	pouvoir	CCONJ	O	O	O
la	le	DET	O	O	O
persuasion	persuasion	NOUN	O	O	O
que	que	SCONJ	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
venais	venir	VERB	O	O	O
de	de	ADP	O	O	O
lire	lire	VERB	O	O	O
était	être	AUX	O	O	O
possible	possible	ADJ	O	O	O
,	,	PUNCT	O	O	O
puis	pouvoir	CCONJ	O	O	O
la	le	DET	O	O	O
certitude	certitude	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
existait	exister	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	DET	O	O	O
raison	raison	NOUN	O	O	O
d'	de	ADP	O	O	O
en	en	PRON	O	O	O
douter	douter	VERB	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
est	être	AUX	O	O	O
un	un	DET	O	O	O
axiome	axiome	NOUN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
faut	falloir	VERB	O	O	O
énoncer	énoncer	VERB	O	O	O
avant	avant	ADP	O	O	O
d'	de	ADP	O	O	O
aller	aller	VERB	O	O	O
plus	plus	ADV	O	O	O
loin	loin	ADV	O	O	O
puisqu'	puisque	SCONJ	O	O	O
il	il	PRON	O	O	O
marque	marque	VERB	O	O	O
dans	dans	ADP	O	O	O
mon	mon	DET	O	O	O
esprit	esprit	NOUN	O	O	O
le	le	DET	O	O	O
point	point	NOUN	O	O	O
de	de	ADP	O	O	O
départ	départ	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
dialectique	dialectique	NOUN	O	O	O
à	à	ADP	O	O	O
laquelle	lequel	PRON	O	O	O
il	il	PRON	O	O	O
conviendrait	convenir	VERB	O	O	O
qu'	que	SCONJ	O	O	O
on	on	PRON	O	O	O
se	se	PRON	O	O	O
conformât	conformer	VERB	O	O	O
:	:	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	VERB	O	O	O
que	que	SCONJ	O	O	O
nous	nous	PRON	O	O	O
prononçons	prononcer	VERB	O	O	O
avec	avec	ADP	O	O	O
quelque	quelque	DET	O	O	O
mépris	mépris	NOUN	O	O	O
les	le	DET	O	O	O
mots	mot	NOUN	O	O	O
d'	de	ADP	O	O	O
extraordinaire	extraordinaire	NOUN	O	O	O
et	et	CCONJ	O	O	O
d'	de	ADP	O	O	O
inadmissible	inadmissible	NOUN	O	O	O
à	à	ADP	O	O	O
propos	propos	NOUN	O	O	O
de	de	ADP	O	O	O
réalités	réalité	NOUN	O	O	O
que	que	SCONJ	O	O	O
les	le	DET	O	O	O
progrès	progrès	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
intelligence	intelligence	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
moyens	moyen	NOUN	O	O	O
d'	de	ADP	O	O	O
investigation	investigation	NOUN	O	O	O
nous	nous	PRON	O	O	O
permettront	permettre	VERB	O	O	O
demain	demain	ADV	O	O	O
peut	pouvoir	VERB	O	O	O
-	-	PUNCT	O	O	O
être	être	ADV	O	O	O
d'	de	ADP	O	O	O
observer	observer	VERB	O	O	O
expérimentalement	expérimentalement	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
est	être	AUX	O	O	O
sûr	sûr	ADJ	O	O	O
qu'	que	SCONJ	O	O	O
à	à	ADP	O	O	O
chaque	chaque	DET	O	O	O
instant	instant	NOUN	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
savants	savant	NOUN	O	O	O
et	et	CCONJ	O	O	O
même	même	ADV	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
hommes	homme	NOUN	O	O	O
frôlent	frôler	VERB	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
ombre	ombre	NOUN	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
fatale	fatal	ADJ	O	O	O
insuffisance	insuffisance	NOUN	O	O	O
une	un	DET	O	O	O
des	de	ADP	O	O	O
innombrables	innombrable	NOUN	O	O	O
vérités	vérité	NOUN	O	O	O
qui	qui	PRON	O	O	O
semblent	sembler	VERB	O	O	O
chercher	chercher	VERB	O	O	O
consciemment	consciemmer	VERB	O	O	O
à	à	ADP	O	O	O
les	le	DET	O	O	O
fuir	fuir	NOUN	O	O	O
;	;	PUNCT	O	O	O
pour	pour	ADP	O	O	O
se	se	PRON	O	O	O
rendre	rendre	VERB	O	O	O
maîtres	maître	ADJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
une	un	PRON	O	O	O
d'	de	ADP	O	O	O
elles	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
leur	son	PRON	O	O	O
eût	avoir	ADP	O	O	O
suffi	suffire	VERB	O	O	O
sans	sans	ADP	O	O	O
doute	doute	NOUN	O	O	O
,	,	PUNCT	O	O	O
bien	bien	ADV	O	O	O
souvent	souvent	ADV	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
rien	rien	PRON	O	O	O
.	.	PUNCT	O	O	O

L'	le	DET	O	O	O
humanité	humanité	NOUN	O	O	O
s'	se	PRON	O	O	O
avance	avancer	VERB	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
s'	se	PRON	O	O	O
avance	avancer	VERB	O	O	O
au	au	ADP	O	O	O
hasard	hasard	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
horizons	horizon	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
imprévus	imprévu	NOUN	O	O	O
,	,	PUNCT	O	O	O
brusquement	brusquement	ADV	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
dévoilent	dévoiler	VERB	O	O	O
;	;	PUNCT	O	O	O
des	un	DET	O	O	O
hypothèses	hypothèse	NOUN	O	O	O
qu'	que	PRON	O	O	O
on	on	PRON	O	O	O
osait	oser	VERB	O	O	O
à	à	ADP	O	O	O
peine	peine	NOUN	O	O	O
échafauder	échafauder	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
secret	secret	NOUN	O	O	O
du	de	ADP	O	O	O
rêve	rêve	NOUN	O	O	O
se	se	PRON	O	O	O
transforment	transformer	VERB	O	O	O
soudain	soudain	ADV	O	O	O
en	en	ADP	O	O	O
faits	fait	NOUN	O	O	O
objectivement	objectivemer	VERB	O	O	O
incontestables	incontestable	ADJ	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	PRON	O	O	O
serait	être	AUX	O	O	O
peut	pouvoir	VERB	O	O	O
-	-	PUNCT	O	O	O
être	être	ADV	O	O	O
assez	assez	ADV	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
exemple	exemple	NOUN	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
infime	infime	NOUN	O	O	O
accroissement	accroissement	NOUN	O	O	O
de	de	ADP	O	O	O
nos	notre	DET	O	O	O
moyens	moyen	NOUN	O	O	O
d'	de	ADP	O	O	O
observation	observation	NOUN	O	O	O
télescopique	télescopique	ADJ	O	O	O
ou	ou	CCONJ	O	O	O
microscopique	microscopique	NOUN	O	O	O
pour	pour	ADP	O	O	O
que	que	SCONJ	O	O	O
,	,	PUNCT	O	O	O
du	de	ADP	O	O	O
jour	jour	NOUN	O	O	O
au	au	ADP	O	O	O
lendemain	lendemain	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
religions	religion	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
morale	morale	NOUN	O	O	O
fussent	être	ADV	O	O	O
bouleversées	bouleverser	VERB	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
me	me	PRON	O	O	O
trouvais	trouver	VERB	O	O	O
au	au	ADP	O	O	O
mois	mois	NOUN	O	O	O
de	de	ADP	O	O	O
septembre	septembre	NOUN	O	O	O
de	de	ADP	O	O	O
1906	1906	NUM	O	O	O
à	à	ADP	O	O	O
Sainte	saint	NOUN	O	O	O
-	-	PUNCT	O	O	O
Margaret'	margaret'	NOUN	O	O	O
s	s	PRON	O	O	O
Bay	bay	PROPN	O	O	O
,	,	PUNCT	O	O	O
village	village	NOUN	O	O	O
du	de	ADP	O	O	O
comté	comté	NOUN	O	O	O
de	de	ADP	O	O	O
Kent	kent	ADV	O	O	O
,	,	PUNCT	O	O	O
situé	situer	VERB	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
côte	côte	PROPN	O	O	O
du	de	ADP	O	O	O
Pas	pas	NOUN	O	O	O
de	de	ADP	O	O	O
Calais	calais	PROPN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
six	six	NUM	O	O	O
milles	mille	NOUN	O	O	O
de	de	ADP	O	O	O
Douvres	douvres	PROPN	O	O	O
.	.	PUNCT	O	O	O

J'	je	PRON	O	O	O
y	y	PRON	O	O	O
étais	être	VERB	O	O	O
venu	venir	VERB	O	O	O
avec	avec	ADP	O	O	O
l'	le	DET	O	O	O
intention	intention	NOUN	O	O	O
d'	de	ADP	O	O	O
écrire	écrire	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
paix	paix	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
pays	pays	NOUN	O	O	O
que	que	PRON	O	O	O
ne	ne	ADV	O	O	O
profanent	profaner	VERB	O	O	O
pas	pas	ADV	O	O	O
encore	encore	ADV	O	O	O
des	un	DET	O	O	O
hordes	horde	NOUN	O	O	O
trop	trop	ADV	O	O	O
nombreuses	nombreux	ADJ	O	O	O
de	de	ADP	O	O	O
touristes	touriste	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
étude	étude	NOUN	O	O	O
sur	sur	ADP	O	O	O
l'	le	DET	O	O	O
automobile	automobile	NOUN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
moderne	moderne	ADJ	O	O	O
.	.	PUNCT	O	O	O

Mon	mon	DET	O	O	O
travail	travail	NOUN	O	O	O
étant	être	AUX	O	O	O
à	à	ADP	O	O	O
peu	peu	ADV	O	O	O
près	près	ADV	O	O	O
terminé	terminer	VERB	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
n'	ne	ADV	O	O	O
attendais	attendre	VERB	O	O	O
plus	plus	ADV	O	O	O
pour	pour	ADP	O	O	O
rentrer	rentrer	VERB	O	O	O
à	à	ADP	O	O	O
Paris	paris	PROPN	O	O	O
que	que	SCONJ	O	O	O
l'	le	DET	O	O	O
arrivée	arrivée	NOUN	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
illustre	illustre	NOUN	O	O	O
ami	ami	NOUN	O	O	O
,	,	PUNCT	O	O	O
Louis	louis	PROPN	O	O	O
Valenton	valenton	PROPN	O	O	O
,	,	PUNCT	O	O	O
professeur	professeur	NOUN	O	O	O
au	au	ADP	O	O	O
Collège	collège	NOUN	O	O	O
de	de	ADP	O	O	O
France	france	PROPN	O	O	O
,	,	PUNCT	O	O	O
membre	membre	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Institut	institut	PROPN	O	O	O
.	.	PUNCT	O	O	O

Au	au	ADP	O	O	O
retour	retour	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
longue	long	ADJ	O	O	O
et	et	CCONJ	O	O	O
pénible	pénible	ADJ	O	O	O
mission	mission	NOUN	O	O	O
paléontologique	paléontologique	ADJ	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
Asie	asie	PROPN	O	O	O
du	de	ADP	O	O	O
Nord	nord	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
devait	devoir	VERB	O	O	O
prendre	prendre	VERB	O	O	O
quelques	quelque	DET	O	O	O
jours	jour	NOUN	O	O	O
de	de	ADP	O	O	O
repos	repos	NOUN	O	O	O
à	à	ADP	O	O	O
Sainte	saint	NOUN	O	O	O
-	-	PUNCT	O	O	O
Margaret'	margaret'	NOUN	O	O	O
s	s	PRON	O	O	O
Bay	bay	PROPN	O	O	O
et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
était	être	AUX	O	O	O
entendu	entendre	VERB	O	O	O
que	que	SCONJ	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
regagnerions	regagner	VERB	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
de	de	ADP	O	O	O
compagnie	compagnie	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
20	20	NUM	O	O	O
au	au	ADP	O	O	O
soir	soir	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
reçus	recevoir	VERB	O	O	O
un	un	DET	O	O	O
télégramme	télégramme	NOUN	O	O	O
m'	me	PRON	O	O	O
avertissant	avertir	VERB	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
venait	venir	VERB	O	O	O
de	de	ADP	O	O	O
débarquer	débarquer	VERB	O	O	O
à	à	ADP	O	O	O
Liverpool	liverpool	PROPN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
lendemain	lendemain	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vis	voir	VERB	O	O	O
s'	se	PRON	O	O	O
arrêter	arrêter	VERB	O	O	O
devant	devant	ADP	O	O	O
l'	le	DET	O	O	O
auberge	auberge	NOUN	O	O	O
où	où	PRON	O	O	O
je	je	PRON	O	O	O
logeais	logeai	ADJ	O	O	O
deux	deux	NUM	O	O	O
chariots	chariot	NOUN	O	O	O
chargés	charger	ADJ	O	O	O
de	de	ADP	O	O	O
malles	malle	NOUN	O	O	O
,	,	PUNCT	O	O	O
puis	pouvoir	CCONJ	O	O	O
,	,	PUNCT	O	O	O
quelques	quelque	DET	O	O	O
minutes	minute	NOUN	O	O	O
après	après	ADV	O	O	O
,	,	PUNCT	O	O	O
Louis	louis	PROPN	O	O	O
Valenton	valenton	PROPN	O	O	O
en	en	ADP	O	O	O
personne	personne	NOUN	O	O	O
descendit	descendre	VERB	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
antique	antique	NOUN	O	O	O
cabriolet	cabriolet	ADJ	O	O	O
de	de	ADP	O	O	O
louage	louage	NOUN	O	O	O
.	.	PUNCT	O	O	O

Louis	louis	PROPN	O	O	O
Valenton	valenton	PROPN	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
seulement	seulement	ADV	O	O	O
un	un	DET	O	O	O
savant	savant	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
compétence	compétence	NOUN	O	O	O
indiscutée	indiscuté	ADJ	O	O	O
,	,	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
aussi	aussi	ADV	O	O	O
un	un	DET	O	O	O
homme	homme	NOUN	O	O	O
de	de	ADP	O	O	O
goût	goût	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
artiste	artiste	NOUN	O	O	O
sensible	sensible	ADJ	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
beauté	beauté	NOUN	O	O	O
des	de	ADP	O	O	O
paysages	paysage	NOUN	O	O	O
et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
trouve	trouver	VERB	O	O	O
pour	pour	ADP	O	O	O
les	le	DET	O	O	O
vanter	vanter	VERB	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
décrire	décrire	NOUN	O	O	O
des	de	ADP	O	O	O
mots	mot	NOUN	O	O	O
que	que	PRON	O	O	O
bien	bien	ADV	O	O	O
des	un	DET	O	O	O
poètes	poète	NOUN	O	O	O
lui	lui	ADJ	O	O	O
envieraient	envier	ADV	O	O	O
.	.	PUNCT	O	O	O

Aussi	aussi	ADV	O	O	O
,	,	PUNCT	O	O	O
dès	dès	ADP	O	O	O
le	le	DET	O	O	O
lendemain	lendemain	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
arrivée	arrivée	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
se	se	PRON	O	O	O
contenta	contenter	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
me	me	PRON	O	O	O
montrer	montrer	VERB	O	O	O
les	le	DET	O	O	O
échantillons	échantillon	NOUN	O	O	O
paléontologiques	paléontologique	ADJ	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
découverts	découvrir	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
me	me	PRON	O	O	O
raconta	raconter	VERB	O	O	O
ses	son	DET	O	O	O
voyages	voyage	NOUN	O	O	O
à	à	ADP	O	O	O
travers	travers	NOUN	O	O	O
les	le	DET	O	O	O
forêts	forêt	NOUN	O	O	O
de	de	ADP	O	O	O
pins	pin	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Sibérie	sibérie	PROPN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
me	me	PRON	O	O	O
dit	dire	VERB	O	O	O
les	le	DET	O	O	O
immenses	immense	NOUN	O	O	O
plaines	plaine	ADJ	O	O	O
enfouies	enfouir	VERB	O	O	O
presque	presque	ADV	O	O	O
toute	tout	ADJ	O	O	O
l'	le	DET	O	O	O
année	année	NOUN	O	O	O
sous	sou	ADP	O	O	O
un	un	DET	O	O	O
linceul	linceul	NOUN	O	O	O
de	de	ADP	O	O	O
neige	neige	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
paysages	paysage	NOUN	O	O	O
de	de	ADP	O	O	O
désolation	désolation	NOUN	O	O	O
où	où	PRON	O	O	O
avaient	avoir	AUX	O	O	O
peine	peine	NOUN	O	O	O
à	à	ADP	O	O	O
végéter	végéter	VERB	O	O	O
de	de	DET	O	O	O
maigres	maigre	NOUN	O	O	O
mousses	mousse	ADJ	O	O	O
et	et	CCONJ	O	O	O
où	où	PRON	O	O	O
la	le	DET	O	O	O
voix	voix	NOUN	O	O	O
éternelle	éternel	ADJ	O	O	O
du	de	ADP	O	O	O
vent	vent	NOUN	O	O	O
était	être	AUX	O	O	O
la	le	DET	O	O	O
seule	seul	ADJ	O	O	O
chose	chose	NOUN	O	O	O
vivante	vivant	ADJ	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
ravines	ravine	NOUN	O	O	O
aux	à	ADP	O	O	O
flancs	flanc	NOUN	O	O	O
desquelles	desquelle	ADJ	O	O	O
de	de	ADP	O	O	O
formidables	formidable	NOUN	O	O	O
éboulis	éboulis	VERB	O	O	O
de	de	ADP	O	O	O
rocs	roc	NOUN	O	O	O
bleuâtres	bleuâtre	ADJ	O	O	O
semblaient	sembler	VERB	O	O	O
suspendre	suspendre	VERB	O	O	O
sur	sur	ADP	O	O	O
ceux	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
aventuraient	aventurer	VERB	O	O	O
en	en	ADP	O	O	O
ces	ce	DET	O	O	O
parages	parage	NOUN	O	O	O
la	le	DET	O	O	O
menace	menace	NOUN	O	O	O
continuelle	continuel	ADJ	O	O	O
de	de	ADP	O	O	O
leurs	leur	DET	O	O	O
chutes	chute	NOUN	O	O	O
;	;	PUNCT	O	O	O
il	il	PRON	O	O	O
me	me	PRON	O	O	O
dit	dire	VERB	O	O	O
les	le	DET	O	O	O
avalanches	avalanche	NOUN	O	O	O
soudaines	soudain	ADJ	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
échos	écho	NOUN	O	O	O
des	de	ADP	O	O	O
vastes	vaste	NOUN	O	O	O
solitudes	solitude	NOUN	O	O	O
faisaient	faire	VERB	O	O	O
retentir	retentir	VERB	O	O	O
le	le	DET	O	O	O
fracas	fracas	NOUN	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
infini	infini	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
cavernes	caverne	NOUN	O	O	O
qui	qui	PRON	O	O	O
gardaient	garder	VERB	O	O	O
encloses	enclore	ADJ	O	O	O
dans	dans	ADP	O	O	O
leurs	leur	DET	O	O	O
profondeurs	profondeur	NOUN	O	O	O
des	de	ADP	O	O	O
ténèbres	ténèbre	NOUN	O	O	O
vieilles	vieux	ADJ	O	O	O
de	de	ADP	O	O	O
mille	mille	NUM	O	O	O
siècles	siècle	NOUN	O	O	O
et	et	CCONJ	O	O	O
où	où	PRON	O	O	O
,	,	PUNCT	O	O	O
avant	avant	ADP	O	O	O
de	de	ADP	O	O	O
déterrer	déterrer	VERB	O	O	O
les	le	DET	O	O	O
trésors	trésor	NOUN	O	O	O
scientifiques	scientifique	ADJ	O	O	O
des	de	ADP	O	O	O
vestiges	vestige	NOUN	O	O	O
fossiles	fossile	ADJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
été	être	AUX	O	O	O
obligé	obliger	VERB	O	O	O
,	,	PUNCT	O	O	O
parfois	parfois	ADV	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
soulever	soulever	VERB	O	O	O
un	un	DET	O	O	O
amoncellement	amoncellement	NOUN	O	O	O
de	de	ADP	O	O	O
carcasses	carcasse	NOUN	O	O	O
rongées	ronger	VERB	O	O	O
la	le	DET	O	O	O
veille	veille	NOUN	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
ours	ours	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
les	le	DET	O	O	O
loups	loup	NOUN	O	O	O
...	...	PUNCT	O	O	O
L'	le	DET	O	O	O
expédition	expédition	NOUN	O	O	O
avait	avoir	AUX	O	O	O
été	être	AUX	O	O	O
féconde	fécond	ADJ	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
squelettes	squelette	NOUN	O	O	O
bien	bien	ADV	O	O	O
conservés	conserver	VERB	O	O	O
d'	de	ADP	O	O	O
