Aujourd	aujourd	ADV	O	O	O
séculaire	séculaire	ADJ	O	O	O
et	et	CCONJ	O	O	O
d	d	DET	O	O	O
'	'	DET	O	O	O
autres	autre	ADJ	O	O	O
vieillesses	vieillesse	NOUN	O	O	O
moins	moins	ADV	O	O	O
caduques	caduc	ADJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
ai	avoir	AUX	O	O	O
point	point	ADV	O	O	O
connues	connaître	VERB	O	O	O
antérieurement	antérieurement	ADV	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
C	c	PRON	O	O	O
'	'	PRON	O	O	O
est	être	AUX	O	O	O
tout	tout	ADV	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
coup	coup	NOUN	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
suis	être	AUX	O	O	O
devenu	devenir	VERB	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
suis	être	AUX	O	O	O
...	...	PUNCT	O	O	O
J	j	PRON	O	O	O
'	'	PRON	O	O	O
ai	avoir	VERB	O	O	O
très	très	ADV	O	O	O
froid	froid	NOUN	O	O	O
,	,	PUNCT	O	O	O
surtout	surtout	ADV	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
intérieur	intérieur	NOUN	O	O	O
du	de	ADP	O	O	O
corps	corps	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
ma	mon	DET	O	O	O
chair	chair	NOUN	O	O	O
et	et	CCONJ	O	O	O
dans	dans	ADP	O	O	O
mon	mon	DET	O	O	O
sang	sang	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
moelle	moelle	NOUN	O	O	O
de	de	ADP	O	O	O
mes	mon	DET	O	O	O
os	os	NOUN	O	O	O
aussi	aussi	ADV	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
suis	être	AUX	O	O	O
fatigué	fatiguer	VERB	O	O	O
,	,	PUNCT	O	O	O
fatigué	fatiguer	VERB	O	O	O
horriblement	horriblement	ADV	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
fatigue	fatigue	NOUN	O	O	O
qu	que	PRON	O	O	O
'	'	PUNCT	O	O	O
aucun	aucun	DET	O	O	O
repos	repos	NOUN	O	O	O
,	,	PUNCT	O	O	O
jamais	jamais	ADV	O	O	O
ne	ne	ADV	O	O	O
soulage	soulager	VERB	O	O	O
.	.	PUNCT	O	O	O

Tous	tout	ADJ	O	O	O
mes	mon	DET	O	O	O
membres	membre	NOUN	O	O	O
sont	être	AUX	O	O	O
gourds	gourd	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
toutes	tout	ADJ	O	O	O
mes	mon	DET	O	O	O
articulations	articulation	NOUN	O	O	O
douloureuses	douloureux	ADJ	O	O	O
.	.	PUNCT	O	O	O

Mes	mon	DET	O	O	O
dents	dent	NOUN	O	O	O
claquent	claquer	VERB	O	O	O
sans	sans	ADP	O	O	O
cesse	cesse	NOUN	O	O	O
et	et	CCONJ	O	O	O
branlent	branler	VERB	O	O	O
au	au	ADP	O	O	O
point	point	NOUN	O	O	O
de	de	ADP	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
être	être	AUX	O	O	O
plus	plus	ADV	O	O	O
bonnes	bon	ADJ	O	O	O
pour	pour	ADP	O	O	O
mâcher	mâcher	VERB	O	O	O
.	.	PUNCT	O	O	O

Mon	mon	DET	O	O	O
corps	corps	NOUN	O	O	O
,	,	PUNCT	O	O	O
irrésistiblement	irrésistiblement	ADV	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
courbe	courbe	VERB	O	O	O
et	et	CCONJ	O	O	O
penche	pencher	VERB	O	O	O
vers	vers	ADP	O	O	O
la	le	DET	O	O	O
terre	terre	NOUN	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
vois	voir	VERB	O	O	O
trouble	trouble	NOUN	O	O	O
et	et	CCONJ	O	O	O
j	j	PRON	O	O	O
'	'	ADV	O	O	O
entends	entendre	VERB	O	O	O
confus	confus	ADJ	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
chacune	chacun	PRON	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
souffrances	souffrance	NOUN	O	O	O
m	m	PRON	O	O	O
'	'	PRON	O	O	O
est	être	AUX	O	O	O
aiguë	aigu	ADJ	O	O	O
,	,	PUNCT	O	O	O
parce	parce	SCONJ	O	O	O
que	que	SCONJ	O	O	O
neuve	neuf	ADJ	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
sorte	sorte	NOUN	O	O	O
qu	qu	SCONJ	O	O	O
'	'	PUNCT	O	O	O
aucun	aucun	DET	O	O	O
être	être	NOUN	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
est	être	AUX	O	O	O
probablement	probablement	ADV	O	O	O
aussi	aussi	ADV	O	O	O
misérable	misérable	ADJ	O	O	O
que	que	SCONJ	O	O	O
moi	moi	PRON	O	O	O
.	.	PUNCT	O	O	O

4	4	NUM	O	O	O
LA	le	DET	O	O	O
MAISOi\	maisoi\	NOUN	O	O	O
Mais	mais	CCONJ	O	O	O
ce	ce	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
est	être	AUX	O	O	O
plus	plus	ADV	O	O	O
que	que	ADV	O	O	O
pour	pour	ADP	O	O	O
deux	deux	NUM	O	O	O
jours	jour	NOUN	O	O	O
,	,	PUNCT	O	O	O
deux	deux	NUM	O	O	O
jours	jour	NOUN	O	O	O
à	à	ADP	O	O	O
peine	peine	NOUN	O	O	O
!	!	PUNCT	O	O	O

quarante	quarante	NUM	O	O	O
-	-	NUM	O	O	O
huit	huit	NUM	O	O	O
heures	heure	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
deux	deux	NUM	O	O	O
mille	mille	NUM	O	O	O
huit	huit	NUM	O	O	O
cent	cent	NUM	O	O	O
quatre	quatre	NUM	O	O	O
-	-	NUM	O	O	O
vingts	vingts	NUM	O	O	O
minutes	minute	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
rien	rien	PRON	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Je	je	PRON	O	O	O
viens	venir	VERB	O	O	O
de	de	ADP	O	O	O
calculer	calculer	VERB	O	O	O
cette	ce	DET	O	O	O
toute	toute	ADV	O	O	O
petite	petit	ADJ	O	O	O
durée	durée	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
mon	mon	DET	O	O	O
coeur	coeur	NOUN	O	O	O
bat	battre	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
espoir	espoir	NOUN	O	O	O
...	...	PUNCT	O	O	O
oui	oui	ADV	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
espoir	espoir	NOUN	O	O	O
,	,	PUNCT	O	O	O
quoique	quoique	SCONJ	O	O	O
la	le	DET	O	O	O
mort	mort	NOUN	O	O	O
soit	être	AUX	O	O	O
une	un	DET	O	O	O
terrible	terrible	ADJ	O	O	O
chose	chose	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
plus	plus	ADV	O	O	O
terrible	terrible	ADJ	O	O	O
certes	certes	ADV	O	O	O
que	que	SCONJ	O	O	O
les	le	DET	O	O	O
vivants	vivant	NOUN	O	O	O
ne	ne	ADV	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
imaginent	imaginer	VERB	O	O	O
!	!	PUNCT	O	O	O

Je	je	PRON	O	O	O
le	le	PRON	O	O	O
sais	savoir	VERB	O	O	O
,	,	PUNCT	O	O	O
moi	moi	PRON	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
moi	moi	PRON	O	O	O
seul	seul	ADJ	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Mais	mais	CCONJ	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
importe	importer	VERB	O	O	O
!	!	PUNCT	O	O	O

ma	mon	DET	O	O	O
vie	vie	NOUN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
vérité	vérité	NOUN	O	O	O
,	,	PUNCT	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
est	être	AUX	O	O	O
plus	plus	ADV	O	O	O
une	un	DET	O	O	O
vie	vie	NOUN	O	O	O
...	...	PUNCT	O	O	O
Non	non	ADV	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
suis	être	AUX	O	O	O
pas	pas	ADV	O	O	O
fou	fou	ADJ	O	O	O
.	.	PUNCT	O	O	O

J	j	PRON	O	O	O
'	'	ADV	O	O	O
ai	avoir	VERB	O	O	O
toute	tout	ADJ	O	O	O
ma	mon	DET	O	O	O
libre	libre	ADJ	O	O	O
raison	raison	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
plus	plus	ADV	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vais	aller	VERB	O	O	O
mourir	mourir	VERB	O	O	O
.	.	PUNCT	O	O	O

Deux	deux	NUM	O	O	O
motifs	motif	NOUN	O	O	O
pour	pour	ADP	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
mente	mentir	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
deux	deux	NUM	O	O	O
motifs	motif	NOUN	O	O	O
pour	pour	ADP	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
on	on	PRON	O	O	O
ne	ne	ADV	O	O	O
doute	doute	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
ma	mon	DET	O	O	O
véracité	véracité	NOUN	O	O	O
.	.	PUNCT	O	O	O

Oh	oh	INTJ	O	O	O
!	!	PUNCT	O	O	O

pour	pour	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
amour	amour	NOUN	O	O	O
de	de	ADP	O	O	O
votre	votre	DET	O	O	O
Dieu	dieu	NOUN	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
vous	vous	PRON	O	O	O
en	en	PRON	O	O	O
avez	avoir	VERB	O	O	O
un	un	PRON	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
doutez	douter	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
ma	mon	DET	O	O	O
véracité	véracité	NOUN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
qui	qui	PRON	O	O	O
trouverez	trouver	VERB	O	O	O
ce	ce	DET	O	O	O
cahier	cahier	NOUN	O	O	O
où	où	PRON	O	O	O
j	j	PRON	O	O	O
'	'	PRON	O	O	O
écris	écrire	VERB	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
qui	qui	PRON	O	O	O
lirez	lire	VERB	O	O	O
le	le	DET	O	O	O
récit	récit	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
Aventure	aventure	NOUN	O	O	O
!	!	PUNCT	O	O	O

Il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
agit	agir	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
contes	conte	NOUN	O	O	O
bleus	bleu	ADJ	O	O	O
ni	ni	CCONJ	O	O	O
de	de	ADP	O	O	O
fariboles	faribole	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
agit	agir	VERB	O	O	O
du	de	ADP	O	O	O
plus	plus	ADV	O	O	O
terrible	terrible	ADJ	O	O	O
danger	danger	NOUN	O	O	O
qui	qui	PRON	O	O	O
jamais	jamais	ADV	O	O	O
ait	avoir	AUX	O	O	O
été	être	AUX	O	O	O
suspendu	suspendre	VERB	O	O	O
sur	sur	ADP	O	O	O
vous	vous	PRON	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
votre	votre	DET	O	O	O
fils	fils	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
sur	sur	ADP	O	O	O
votre	votre	DET	O	O	O
fille	fille	NOUN	O	O	O
.	.	PUNCT	O	O	O

sur	sur	ADP	O	O	O
votre	votre	DET	O	O	O
femme	femme	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
sur	sur	ADP	O	O	O
votre	votre	DET	O	O	O
maîtresse	maîtresse	NOUN	O	O	O
!	!	PUNCT	O	O	O

Ne	ne	ADV	O	O	O
le	le	PRON	O	O	O
dédaignez	dédaigner	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
haussez	hausser	VERB	O	O	O
pas	pas	ADV	O	O	O
les	le	DET	O	O	O
épaules	épaule	NOUN	O	O	O
!	!	PUNCT	O	O	O

Je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
suis	être	AUX	O	O	O
pas	pas	ADV	O	O	O
fou	fou	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
mort	mort	NOUN	O	O	O
est	être	AUX	O	O	O
sur	sur	ADP	O	O	O
\otre	\otre	DET	O	O	O
tête	tête	NOUN	O	O	O
,	,	PUNCT	O	O	O
Ne	ne	ADV	O	O	O
riez	rire	VERB	O	O	O
pas	pas	ADV	O	O	O
.	.	PUNCT	O	O	O

Lisez	lire	VERB	O	O	O
,	,	PUNCT	O	O	O
comprenez	comprendre	VERB	O	O	O
,	,	PUNCT	O	O	O
croyez	croire	VERB	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
et	et	CCONJ	O	O	O
faites	faire	VERB	O	O	O
ensuite	ensuite	ADV	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
vous	vous	PRON	O	O	O
jugerez	juger	VERB	O	O	O
qu	que	PRON	O	O	O
'	'	SCONJ	O	O	O
il	il	PRON	O	O	O
faut	falloir	VERB	O	O	O
faire	faire	VERB	O	O	O
.	.	PUNCT	O	O	O

Pardonnez	pardonner	VERB	O	O	O
à	à	ADP	O	O	O
ma	mon	DET	O	O	O
vieille	vieux	ADJ	O	O	O
main	main	NOUN	O	O	O
qui	qui	PRON	O	O	O
tremble	tremble	VERB	O	O	O
.	.	PUNCT	O	O	O

Ne	ne	ADV	O	O	O
vous	vous	PRON	O	O	O
rebutez	rebuter	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
écriture	écriture	NOUN	O	O	O
presque	presque	ADV	O	O	O
illisible	illisible	ADJ	O	O	O
.	.	PUNCT	O	O	O

J	j	PRON	O	O	O
'	'	PRON	O	O	O
ai	avoir	AUX	O	O	O
trouvé	trouver	VERB	O	O	O
ce	ce	DET	O	O	O
crayon	crayon	NOUN	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
poussière	poussière	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
route	route	NOUN	O	O	O
;	;	PUNCT	O	O	O
il	il	PRON	O	O	O
est	être	AUX	O	O	O
usé	user	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
trop	trop	ADV	O	O	O
court	court	ADJ	O	O	O
pour	pour	ADP	O	O	O
que	que	SCONJ	O	O	O
mes	mon	DET	O	O	O
