MINE	mine	NOUN	O	O	O
ses	son	DET	O	O	O
collaborateurs	collaborateur	NOUN	O	O	O
qui	qui	PRON	O	O	O
était	être	AUX	O	O	O
appelé	appeler	VERB	O	O	O
à	à	ADP	O	O	O
le	le	PRON	O	O	O
remplacer	remplacer	VERB	O	O	O
les	le	DET	O	O	O
instructions	instruction	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
indications	indication	NOUN	O	O	O
nécessaires	nécessaire	ADJ	O	O	O
.	.	PUNCT	O	O	O

Son	son	DET	O	O	O
successeur	successeur	NOUN	O	O	O
intérimaire	intérimaire	ADJ	O	O	O
devait	devoir	VERB	O	O	O
être	être	AUX	O	O	O
,	,	PUNCT	O	O	O
hiérarchiquement	hiérarchiquement	ADV	O	O	O
,	,	PUNCT	O	O	O
M.	m.	NOUN	O	O	O
Jacques	jacques	PROPN	O	O	O
Raduel	raduel	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
doyen	doyen	NOUN	O	O	O
des	de	ADP	O	O	O
employés	employé	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
grade	grade	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
avait	avoir	VERB	O	O	O
dans	dans	ADP	O	O	O
ses	son	DET	O	O	O
attributions	attribution	NOUN	O	O	O
les	le	DET	O	O	O
affaires	affaire	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Afrique	afrique	PROPN	O	O	O
du	de	ADP	O	O	O
Nord	nord	PROPN	O	O	O
.	.	PUNCT	O	O	O

M.	m.	NOUN	O	O	O
Jacques	jacques	PROPN	O	O	O
Raduel	raduel	PROPN	O	O	O
,	,	PUNCT	O	O	O
âgé	âgé	ADJ	O	O	O
de	de	ADP	O	O	O
cinquante	cinquante	NUM	O	O	O
-	-	NUM	O	O	O
cinq	cinq	NUM	O	O	O
ans	an	NOUN	O	O	O
et	et	CCONJ	O	O	O
asthmatique	asthmatique	ADJ	O	O	O
,	,	PUNCT	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
pas	pas	ADV	O	O	O
mobilisable	mobilisable	ADJ	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
brave	brave	ADJ	O	O	O
et	et	CCONJ	O	O	O
digne	digne	ADJ	O	O	O
homme	homme	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
était	être	AUX	O	O	O
entré	entrer	VERB	O	O	O
à	à	ADP	O	O	O
dix	dix	NUM	O	O	O
-	-	NUM	O	O	O
neuf	neuf	NUM	O	O	O
ans	an	NOUN	O	O	O
comme	comme	ADP	O	O	O
expéditionnaire	expéditionnaire	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
direction	direction	NOUN	O	O	O
des	de	ADP	O	O	O
Missions	mission	NOUN	O	O	O
du	de	ADP	O	O	O
ministère	ministère	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Expansion	expansion	NOUN	O	O	O
coloniale	colonial	ADJ	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
ce	ce	DET	O	O	O
même	même	ADJ	O	O	O
bureau	bureau	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Afrique	afrique	PROPN	O	O	O
du	de	ADP	O	O	O
Nord	nord	PROPN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
dirigeait	diriger	VERB	O	O	O
aujourd'hui	aujourd'hui	ADV	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
comptait	compter	VERB	O	O	O
donc	donc	ADV	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
1914	1914	NUM	O	O	O
,	,	PUNCT	O	O	O
trente	trente	NUM	O	O	O
-	-	NUM	O	O	O
six	six	NUM	O	O	O
ans	an	NOUN	O	O	O
de	de	ADP	O	O	O
ministère	ministère	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
pris	prendre	VERB	O	O	O
place	place	NOUN	O	O	O
devant	devant	ADP	O	O	O
son	son	DET	O	O	O
pupitre	pupitre	NOUN	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
époque	époque	NOUN	O	O	O
où	où	PRON	O	O	O
le	le	DET	O	O	O
bureau	bureau	NOUN	O	O	O
ne	ne	ADV	O	O	O
comptait	compter	VERB	O	O	O
que	que	ADV	O	O	O
dix	dix	NUM	O	O	O
employés	employé	NOUN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
Afrique	afrique	PROPN	O	O	O
du	de	ADP	O	O	O
Nord	nord	PROPN	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
point	point	NOUN	O	O	O
de	de	ADP	O	O	O
vue	vue	NOUN	O	O	O
français	français	ADJ	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
comprenant	comprendre	VERB	O	O	O
que	que	ADV	O	O	O
l'	le	DET	O	O	O
Algérie	algérie	PROPN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
vu	voir	VERB	O	O	O
l'	le	DET	O	O	O
admirables	admirable	ADJ	O	O	O
développement	développement	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
influence	influence	NOUN	O	O	O
française	français	ADJ	O	O	O
dans	dans	ADP	O	O	O
cette	ce	DET	O	O	O
région	région	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
sa	son	DET	O	O	O
situation	situation	NOUN	O	O	O
s'	se	PRON	O	O	O
était	être	AUX	O	O	O
parallèlement	parallèlement	ADV	O	O	O
développée	développer	VERB	O	O	O
.	.	PUNCT	O	O	O

L'	le	DET	O	O	O
expéditionnaire	expéditionnaire	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
était	être	AUX	O	O	O
rédacteur	rédacteur	NOUN	O	O	O
au	au	ADP	O	O	O
moment	moment	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
fameuse	fameux	ADJ	O	O	O
expédition	expédition	NOUN	O	O	O
contre	contre	ADP	O	O	O
les	le	DET	O	O	O
Kroumirs	kroumirs	PROPN	O	O	O
,	,	PUNCT	O	O	O
rédacteur	rédacteur	NOUN	O	O	O
principal	principal	ADJ	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
époque	époque	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
établissement	établissement	NOUN	O	O	O
du	de	ADP	O	O	O
protectorat	protectorat	NOUN	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
Tunisie	tunisie	PROPN	O	O	O
,	,	PUNCT	O	O	O
sous	sou	NOUN	O	O	O
-	-	NOUN	O	O	O
chef	chef	NOUN	O	O	O
de	de	ADP	O	O	O
bureau	bureau	NOUN	O	O	O
quand	quand	SCONJ	O	O	O
eut	avoir	VERB	O	O	O
lieu	lieu	NOUN	O	O	O
la	le	DET	O	O	O
conférence	conférence	NOUN	O	O	O
d'	de	ADP	O	O	O
Algésiras	algésiras	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
enfin	enfin	ADV	O	O	O
chef	chef	NOUN	O	O	O
de	de	ADP	O	O	O
bureau	bureau	NOUN	O	O	O
quand	quand	SCONJ	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
établit	établir	VERB	O	O	O
définitivement	définitivement	ADV	O	O	O
son	son	DET	O	O	O
autorité	autorité	NOUN	O	O	O
sur	sur	ADP	O	O	O
une	un	DET	O	O	O
grande	grand	ADJ	O	O	O
partie	partie	NOUN	O	O	O
du	de	ADP	O	O	O
Maroc	maroc	PROPN	O	O	O
.	.	PUNCT	O	O	O

Aussi	aussi	ADV	O	O	O
connaissait	connaître	VERB	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
à	à	ADP	O	O	O
fond	fond	NOUN	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
concernait	concerner	VERB	O	O	O
son	son	DET	O	O	O
service	service	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
était	être	AUX	O	O	O
capable	capable	ADJ	O	O	O
d'	de	ADP	O	O	O
é	er	VERB	O	O	O
-	-	VERB	O	O	O
mérer	mérer	VERB	O	O	O
,	,	PUNCT	O	O	O
sans	sans	ADP	O	O	O
se	se	PRON	O	O	O
tromper	tromper	VERB	O	O	O
,	,	PUNCT	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
fonctionnaires	fonctionnaire	NOUN	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
étaient	être	AUX	O	O	O
succédé	succéder	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
pays	pays	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
ressort	ressort	NOUN	O	O	O
;	;	PUNCT	O	O	O

de	de	ADP	O	O	O
citer	citer	VERB	O	O	O
sans	sans	ADP	O	O	O
erreur	erreur	NOUN	O	O	O
et	et	CCONJ	O	O	O
sans	sans	ADP	O	O	O
omission	omission	NOUN	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
accidents	accident	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
côte	côte	NOUN	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
le	le	DET	O	O	O
golfe	golfe	NOUN	O	O	O
de	de	ADP	O	O	O
Gabès	gabès	PROPN	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
Méditerranée	méditerranée	PROPN	O	O	O
,	,	PUNCT	O	O	O
jusqu'	jusque	ADP	O	O	O
au	au	ADP	O	O	O
cap	cap	NOUN	O	O	O
Juby	juby	PROPN	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
l'	le	DET	O	O	O
Océan	océan	PROPN	O	O	O
Atlantique	atlantique	ADJ	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
pouvait	pouvoir	VERB	O	O	O
lui	luire	PRON	O	O	O
demander	demander	VERB	O	O	O
de	de	ADP	O	O	O
tracer	tracer	VERB	O	O	O
un	un	DET	O	O	O
croquis	croquis	NOUN	O	O	O
de	de	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
routes	route	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
chemins	chemin	NOUN	O	O	O
de	de	ADP	O	O	O
fer	fer	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
orographie	orographie	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
hydrographie	hydrographie	NOUN	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
mêmes	même	ADJ	O	O	O
territoires	territoire	NOUN	O	O	O
:	:	PUNCT	O	O	O
il	il	PRON	O	O	O
l'	le	PRON	O	O	O
aurait	avoir	AUX	O	O	O
fait	faire	VERB	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
les	le	DET	O	O	O
statistiques	statistique	NOUN	O	O	O
!	!	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
là	là	ADV	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
triomphait	triompher	VERB	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
le	le	DET	O	O	O
nombre	nombre	NOUN	O	O	O
des	de	ADP	O	O	O
habitants	habitant	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
leurs	leur	DET	O	O	O
nationalités	nationalité	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
leurs	leur	DET	O	O	O
races	race	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
quantité	quantité	NOUN	O	O	O
des	de	ADP	O	O	O
animaux	animal	NOUN	O	O	O
:	:	PUNCT	O	O	O
boeufs	boeuf	NOUN	O	O	O
,	,	PUNCT	O	O	O
moutons	mouton	NOUN	O	O	O
,	,	PUNCT	O	O	O
chameaux	chameau	NOUN	O	O	O
;	;	PUNCT	O	O	O

et	et	CCONJ	O	O	O
les	le	DET	O	O	O
produits	produit	NOUN	O	O	O
agricoles	agricole	ADJ	O	O	O
:	:	PUNCT	O	O	O
le	le	DET	O	O	O
blé	blé	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
vigne	vigne	NOUN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
olivier	olivier	NOUN	O	O	O
,	,	PUNCT	O	O	O
jusqu'	jusque	ADP	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
alfa	alfa	PROPN	O	O	O
,	,	PUNCT	O	O	O
oui	oui	ADV	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
alfa	alfa	PROPN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
fourrages	fourrage	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
figues	figue	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
dattes	datte	NOUN	O	O	O
.	.	PUNCT	O	O	O

Combien	combien	ADV	O	O	O
la	le	DET	O	O	O
terre	terre	NOUN	O	O	O
en	en	PRON	O	O	O
donnait	donner	VERB	O	O	O
,	,	PUNCT	O	O	O
où	où	ADV	O	O	O
elle	lui	PRON	O	O	O
les	le	PRON	O	O	O
donnait	donner	VERB	O	O	O
,	,	PUNCT	O	O	O
comment	comment	ADV	O	O	O
elle	lui	PRON	O	O	O
les	le	PRON	O	O	O
donnait	donner	VERB	O	O	O
,	,	PUNCT	O	O	O
ce	ce	PRON	O	O	O
qu'	que	PRON	O	O	O
on	on	PRON	O	O	O
en	en	PRON	O	O	O
exportait	exporter	VERB	O	O	O
.	.	PUNCT	O	O	O

Oh	oh	INTJ	O	O	O
!	!	PUNCT	O	O	O
l'	le	DET	O	O	O
exportation	exportation	NOUN	O	O	O
!	!	PUNCT	O	O	O

les	le	DET	O	O	O
beaux	beal	ADJ	O	O	O
tableaux	tableau	NOUN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
en	en	PRON	O	O	O
traçait	tracer	VERB	O	O	O
!	!	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
importation	importation	NOUN	O	O	O
!	!	PUNCT	O	O	O

les	le	DET	O	O	O
beaux	beal	ADJ	O	O	O
graphiques	graphique	NOUN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
en	en	PRON	O	O	O
dessinait	dessiner	VERB	O	O	O
!	!	PUNCT	O	O	O

Car	car	CCONJ	O	O	O
le	le	DET	O	O	O
commerce	commerce	NOUN	O	O	O
nord	nord	ADJ	O	O	O
-	-	ADJ	O	O	O
africain	africain	ADJ	O	O	O
n'	ne	ADV	O	O	O
avait	avoir	VERB	O	O	O
pour	pour	ADP	O	O	O
lui	luire	PRON	O	O	O
aucun	aucun	DET	O	O	O
secret	secret	NOUN	O	O	O
.	.	PUNCT	O	O	O

Oui	oui	ADV	O	O	O
,	,	PUNCT	O	O	O
tout	tout	ADJ	O	O	O
cela	celer	PRON	O	O	O
,	,	PUNCT	O	O	O
M.	m.	NOUN	O	O	O
Raduel	raduel	PROPN	O	O	O
le	le	PRON	O	O	O
savait	savoir	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
bout	bout	NOUN	O	O	O
des	de	ADP	O	O	O
doigts	doigt	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
exemple	exemple	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
savait	savoir	VERB	O	O	O
rien	rien	PRON	O	O	O
de	de	ADP	O	O	O
plus	plus	ADV	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
avait	avoir	VERB	O	O	O
aucune	aucun	DET	O	O	O
envie	envie	NOUN	O	O	O
de	de	ADP	O	O	O
savoir	savoir	VERB	O	O	O
autre	autre	ADJ	O	O	O
chose	chose	NOUN	O	O	O
.	.	PUNCT	O	O	O

Pour	pour	ADP	O	O	O
lui	luire	PRON	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
reste	reste	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Afrique	afrique	PROPN	O	O	O
existait	exister	VERB	O	O	O
à	à	ADP	O	O	O
peine	peine	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
reste	reste	NOUN	O	O	O
du	de	ADP	O	O	O
monde	monde	NOUN	O	O	O
pas	pas	ADV	O	O	O
du	de	ADP	O	O	O
tout	tout	ADV	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
s'	se	PRON	O	O	O
était	être	AUX	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
trente	trente	NUM	O	O	O
-	-	NUM	O	O	O
six	six	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
confit	confire	VERB	O	O	O
dans	dans	ADP	O	O	O
sa	son	DET	O	O	O
spécialité	spécialité	NOUN	O	O	O
,	,	PUNCT	O	O	O
que	que	PRON	O	O	O
dis	dire	VERB	O	O	O
-	-	PRON	O	O	O
je	je	PRON	O	O	O
,	,	PUNCT	O	O	O
confit	confire	VERB	O	O	O
?	?	PUNCT	O	O	O

figé	figer	VERB	O	O	O
,	,	PUNCT	O	O	O
cristallisé	cristalliser	VERB	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
eût	avoir	AUX	O	O	O
certainement	certainement	ADV	O	O	O
considéré	considérer	VERB	O	O	O
comme	comme	ADP	O	O	O
