seoir	seoir	PROPN	O	O	O
Évrard	évrard	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
souvient	souvenir	VERB	O	O	O
en	en	ADP	O	O	O
ces	ce	DET	O	O	O
occurrences	occurrence	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
a	avoir	AUX	O	O	O
été	être	AUX	O	O	O
un	un	DET	O	O	O
médecin	médecin	NOUN	O	O	O
célèbre	célèbre	ADJ	O	O	O
et	et	CCONJ	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
est	être	AUX	O	O	O
riche	riche	ADJ	O	O	O
.	.	PUNCT	O	O	O

M.	m.	NOUN	O	O	O
Évrard	évrard	PROPN	O	O	O
fait	faire	AUX	O	O	O
déposer	déposer	VERB	O	O	O
à	à	ADP	O	O	O
ses	son	DET	O	O	O
pieds	pied	NOUN	O	O	O
les	le	DET	O	O	O
éventaires	éventaire	NOUN	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
femmes	femme	NOUN	O	O	O
et	et	CCONJ	O	O	O
appelle	appeler	VERB	O	O	O
ensuite	ensuite	ADV	O	O	O
un	un	PRON	O	O	O
à	à	ADP	O	O	O
un	un	PRON	O	O	O
les	le	DET	O	O	O
enfants	enfant	NOUN	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
le	le	PRON	O	O	O
comprenez	comprendre	VERB	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
tardent	tarder	VERB	O	O	O
point	point	ADV	O	O	O
à	à	ADP	O	O	O
faire	faire	VERB	O	O	O
cercle	cercle	NOUN	O	O	O
autour	autour	ADV	O	O	O
de	de	ADP	O	O	O
lui	luire	PRON	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
les	le	PRON	O	O	O
connaît	connaître	VERB	O	O	O
chacun	chacun	PRON	O	O	O
par	par	ADP	O	O	O
leur	son	DET	O	O	O
nom	nom	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
sait	savoir	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
bout	bout	NOUN	O	O	O
des	de	ADP	O	O	O
doigts	doigt	NOUN	O	O	O
leurs	leur	DET	O	O	O
habitudes	habitude	NOUN	O	O	O
et	et	CCONJ	O	O	O
leur	son	DET	O	O	O
goût	goût	NOUN	O	O	O
;	;	PUNCT	O	O	O

aussi	aussi	ADV	O	O	O
chacun	chacun	PRON	O	O	O
se	se	PRON	O	O	O
retire	retirer	VERB	O	O	O
-	-	PRON	O	O	O
t	t	PRON	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
la	le	DET	O	O	O
joie	joie	NOUN	O	O	O
peinte	peindre	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
visage	visage	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
emportant	emporter	VERB	O	O	O
le	le	DET	O	O	O
jouet	jouet	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
le	le	DET	O	O	O
gâteau	gâteau	NOUN	O	O	O
qui	qui	PRON	O	O	O
peut	pouvoir	VERB	O	O	O
lui	luire	PRON	O	O	O
causer	causer	VERB	O	O	O
le	le	DET	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
plaisir	plaisir	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
pauvres	pauvre	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
honteux	honteux	ADJ	O	O	O
ne	ne	ADV	O	O	O
reçoivent	recevoir	VERB	O	O	O
pas	pas	ADV	O	O	O
les	le	DET	O	O	O
moins	moins	ADV	O	O	O
belles	bel	ADJ	O	O	O
parts	part	NOUN	O	O	O
.	.	PUNCT	O	O	O

Souvent	souvent	ADV	O	O	O
même	même	ADV	O	O	O
la	le	DET	O	O	O
mère	mère	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
regarde	regarder	VERB	O	O	O
avec	avec	ADP	O	O	O
des	un	DET	O	O	O
yeux	oeil	NOUN	O	O	O
humides	humide	ADJ	O	O	O
sa	son	DET	O	O	O
petite	petit	ADJ	O	O	O
fille	fille	NOUN	O	O	O
pressant	presser	VERB	O	O	O
dans	dans	ADP	O	O	O
ses	son	DET	O	O	O
bras	bras	NOUN	O	O	O
une	un	DET	O	O	O
poupée	poupée	NOUN	O	O	O
,	,	PUNCT	O	O	O
ou	ou	CCONJ	O	O	O
son	son	DET	O	O	O
petit	petit	ADJ	O	O	O
garçon	garçon	NOUN	O	O	O
mordant	mordre	VERB	O	O	O
à	à	ADP	O	O	O
belles	bel	ADJ	O	O	O
dents	dent	NOUN	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
large	large	ADJ	O	O	O
tartelette	tartelette	NOUN	O	O	O
,	,	PUNCT	O	O	O
sent	sentir	VERB	O	O	O
une	un	DET	O	O	O
main	main	NOUN	O	O	O
qui	qui	PRON	O	O	O
lui	luire	PRON	O	O	O
glisse	glisse	VERB	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
cachette	cachette	NOUN	O	O	O
,	,	PUNCT	O	O	O
sous	sou	ADP	O	O	O
son	son	DET	O	O	O
châle	châle	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
pièce	pièce	NOUN	O	O	O
de	de	ADP	O	O	O
monnaie	monnaie	NOUN	O	O	O
.	.	PUNCT	O	O	O

De	de	ADP	O	O	O
cette	ce	DET	O	O	O
façon	façon	NOUN	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
aura	avoir	VERB	O	O	O
le	le	DET	O	O	O
soir	soir	NOUN	O	O	O
un	un	DET	O	O	O
bon	bon	ADJ	O	O	O
pot	pot	NOUN	O	O	O
-	-	NOUN	O	O	O
au	au	NOUN	O	O	O
-	-	NOUN	O	O	O
feu	feu	NOUN	O	O	O
qui	qui	PRON	O	O	O
attendra	attendre	VERB	O	O	O
le	le	DET	O	O	O
mari	mari	NOUN	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
retour	retour	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
atelier	atelier	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
promenades	promenade	NOUN	O	O	O
de	de	ADP	O	O	O
M.	m.	NOUN	O	O	O
Évrard	évrard	PROPN	O	O	O
,	,	PUNCT	O	O	O
place	place	NOUN	O	O	O
Royale	royal	ADJ	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
durent	devoir	VERB	O	O	O
guère	guère	ADV	O	O	O
plus	plus	ADV	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
heure	heure	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
remonte	remonter	VERB	O	O	O
ensuite	ensuite	ADV	O	O	O
dans	dans	ADP	O	O	O
son	son	DET	O	O	O
appartement	appartement	NOUN	O	O	O
par	par	ADP	O	O	O
un	un	PRON	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
vastes	vaste	ADJ	O	O	O
et	et	CCONJ	O	O	O
commodes	commode	ADJ	O	O	O
escaliers	escalier	NOUN	O	O	O
de	de	ADP	O	O	O
pierre	pierre	NOUN	O	O	O
qu'	que	PRON	O	O	O
on	on	PRON	O	O	O
ne	ne	ADV	O	O	O
trouve	trouver	VERB	O	O	O
plus	plus	ADV	O	O	O
que	que	ADV	O	O	O
dans	dans	ADP	O	O	O
certains	certain	DET	O	O	O
hôtels	hôtel	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
place	place	NOUN	O	O	O
Royale	royal	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
île	île	NOUN	O	O	O
Saint	saint	PROPN	O	O	O
-	-	PROPN	O	O	O
Louis	louis	PROPN	O	O	O
.	.	PUNCT	O	O	O

Cet	ce	DET	O	O	O
appartement	appartement	NOUN	O	O	O
se	se	PRON	O	O	O
compose	composer	VERB	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
série	série	NOUN	O	O	O
de	de	ADP	O	O	O
grandes	grand	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
hautes	haut	ADJ	O	O	O
pièces	pièce	NOUN	O	O	O
,	,	PUNCT	O	O	O
communiquant	communiquer	VERB	O	O	O
les	le	DET	O	O	O
unes	une	NOUN	O	O	O
aux	à	ADP	O	O	O
autres	autre	PRON	O	O	O
par	par	ADP	O	O	O
de	de	DET	O	O	O
larges	large	ADJ	O	O	O
portes	porte	NOUN	O	O	O
et	et	CCONJ	O	O	O
que	que	PRON	O	O	O
tapissent	tapir	VERB	O	O	O
de	de	DET	O	O	O
véritables	véritable	ADJ	O	O	O
murailles	muraille	NOUN	O	O	O
de	de	ADP	O	O	O
livres	livre	NOUN	O	O	O
;	;	PUNCT	O	O	O

je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
vois	voir	VERB	O	O	O
pas	pas	ADV	O	O	O
d'	de	DET	O	O	O
autre	autre	ADJ	O	O	O
nom	nom	NOUN	O	O	O
à	à	ADP	O	O	O
donner	donner	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
belle	bel	ADJ	O	O	O
bibliothèque	bibliothèque	NOUN	O	O	O
privée	priver	ADJ	O	O	O
qui	qui	PRON	O	O	O
soit	être	VERB	O	O	O
à	à	ADP	O	O	O
Paris	paris	PROPN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
peut	pouvoir	VERB	O	O	O
évaluer	évaluer	VERB	O	O	O
à	à	ADP	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
quatre	quatre	NUM	O	O	O
-	-	NUM	O	O	O
vingt	vingt	NUM	O	O	O
mille	mille	PRON	O	O	O
les	le	DET	O	O	O
volumes	volume	NOUN	O	O	O
qui	qui	PRON	O	O	O
la	le	PRON	O	O	O
composent	composer	VERB	O	O	O
;	;	PUNCT	O	O	O

volumes	volume	NOUN	O	O	O
de	de	ADP	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
formats	format	NOUN	O	O	O
,	,	PUNCT	O	O	O
volumes	volume	NOUN	O	O	O
de	de	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
époques	époque	NOUN	O	O	O
,	,	PUNCT	O	O	O
volumes	volume	NOUN	O	O	O
imprimés	imprimer	VERB	O	O	O
en	en	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
langues	langue	NOUN	O	O	O
.	.	PUNCT	O	O	O

Au	au	ADP	O	O	O
fond	fond	NOUN	O	O	O
des	de	ADP	O	O	O
huit	huit	NUM	O	O	O
salles	salle	NOUN	O	O	O
qui	qui	PRON	O	O	O
renferment	renfermer	VERB	O	O	O
ces	ce	DET	O	O	O
trésors	trésor	NOUN	O	O	O
bibliographiques	bibliographique	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	DET	O	O	O
riches	riche	ADJ	O	O	O
collections	collection	NOUN	O	O	O
d'	de	ADP	O	O	O
archéologie	archéologie	NOUN	O	O	O
et	et	CCONJ	O	O	O
d'	de	ADP	O	O	O
histoire	histoire	NOUN	O	O	O
naturelle	naturel	ADJ	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
trouve	trouver	VERB	O	O	O
un	un	DET	O	O	O
vaste	vaste	ADJ	O	O	O
cabinet	cabinet	NOUN	O	O	O
de	de	ADP	O	O	O
travail	travail	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
fenêtres	fenêtre	NOUN	O	O	O
s'	se	PRON	O	O	O
en	en	PRON	O	O	O
ouvrent	ouvrir	VERB	O	O	O
sur	sur	ADP	O	O	O
un	un	DET	O	O	O
jardin	jardin	NOUN	O	O	O
planté	planter	VERB	O	O	O
de	de	ADP	O	O	O
grands	grand	ADJ	O	O	O
arbres	arbre	NOUN	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
jeunes	jeune	ADJ	O	O	O
comptent	compter	VERB	O	O	O
cent	cent	NUM	O	O	O
ans	an	NOUN	O	O	O
pour	pour	ADP	O	O	O
le	le	DET	O	O	O
moins	moins	ADV	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
rameaux	rameau	NOUN	O	O	O
desquels	desquels	PRON	O	O	O
nichent	nicher	VERB	O	O	O
et	et	CCONJ	O	O	O
chantent	chanter	VERB	O	O	O
des	un	DET	O	O	O
milliers	millier	NOUN	O	O	O
d'	de	ADP	O	O	O
oiseaux	oiseau	NOUN	O	O	O
.	.	PUNCT	O	O	O

Chaque	chaque	DET	O	O	O
matin	matin	NOUN	O	O	O
M.	m.	NOUN	O	O	O
Évrard	évrard	PROPN	O	O	O
distribue	distribuer	VERB	O	O	O
à	à	ADP	O	O	O
ces	ce	DET	O	O	O
derniers	dernier	ADJ	O	O	O
une	un	DET	O	O	O
abondante	abondant	ADJ	O	O	O
provende	provende	NOUN	O	O	O
de	de	ADP	O	O	O
pain	pain	NOUN	O	O	O
émietté	émietter	VERB	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
graines	graine	NOUN	O	O	O
;	;	PUNCT	O	O	O

aussi	aussi	ADV	O	O	O
,	,	PUNCT	O	O	O
dès	dès	ADP	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
paraît	paraître	VERB	O	O	O
à	à	ADP	O	O	O
sa	son	DET	O	O	O
fenêtre	fenêtre	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
oiseaux	oiseau	NOUN	O	O	O
accourent	accourir	VERB	O	O	O
de	de	ADP	O	O	O
tous	tout	DET	O	O	O
côtés	côté	NOUN	O	O	O
et	et	CCONJ	O	O	O
se	se	PRON	O	O	O
perchent	percher	VERB	O	O	O
devant	devant	ADP	O	O	O
lui	luire	PRON	O	O	O
,	,	PUNCT	O	O	O
afin	afin	ADV	O	O	O
de	de	ADP	O	O	O
recevoir	recevoir	VERB	O	O	O
les	le	DET	O	O	O
meilleures	meilleur	ADJ	O	O	O
parts	part	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ceux	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
ne	ne	ADV	O	O	O
peuvent	pouvoir	VERB	O	O	O
trouver	trouver	VERB	O	O	O
place	place	NOUN	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
balcon	balcon	NOUN	O	O	O
volent	voler	VERB	O	O	O
et	et	CCONJ	O	O	O
tournoient	tournoyer	VERB	O	O	O
au	au	ADP	O	O	O
-	-	NOUN	O	O	O
dessus	dessus	ADV	O	O	O
en	en	ADP	O	O	O
jetant	jeter	VERB	O	O	O
de	de	DET	O	O	O
petits	petit	ADJ	O	O	O
cris	cri	NOUN	O	O	O
de	de	ADP	O	O	O
joie	joie	NOUN	O	O	O
et	et	CCONJ	O	O	O
d'	de	ADP	O	O	O
impatience	impatience	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
faut	falloir	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
du	de	ADP	O	O	O
reste	reste	NOUN	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
matin	matin	NOUN	O	O	O
M.	m.	NOUN	O	O	O
Évrard	évrard	PROPN	O	O	O
tarde	tarder	VERB	O	O	O
trop	trop	ADV	O	O	O
à	à	ADP	O	O	O
se	se	PRON	O	O	O
montrer	montrer	VERB	O	O	O
pour	pour	ADP	O	O	O
s'	se	PRON	O	O	O
acquitter	acquitter	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
redevance	redevance	NOUN	O	O	O
à	à	ADP	O	O	O
laquelle	lequel	PRON	O	O	O
il	il	PRON	O	O	O
a	avoir	AUX	O	O	O
habitué	habituer	VERB	O	O	O
ses	son	DET	O	O	O
voisins	voisin	NOUN	O	O	O
ailés	ailé	ADJ	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
jolis	joli	ADJ	O	O	O
affamés	affamé	NOUN	O	O	O
ne	ne	ADV	O	O	O
lui	luire	PRON	O	O	O
accordent	accorder	VERB	O	O	O
qu'	que	ADV	O	O	O
un	un	DET	O	O	O
crédit	crédit	NOUN	O	O	O
fort	fort	ADV	O	O	O
restreint	restreindre	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
Louis	louis	PROPN	O	O	O
XIV	xiv	ADJ	O	O	O
,	,	PUNCT	O	O	O
diraient	dire	VERB	O	O	O
volontiers	volontiers	ADV	O	O	O
:	:	PUNCT	O	O	O
«	«	PUNCT	O	O	O
Nous	nous	PRON	O	O	O
avons	avoir	AUX	O	O	O
failli	faillir	VERB	O	O	O
attendre	attendre	VERB	O	O	O
!	!	PUNCT	O	O	O
»	»	PUNCT	O	O	O

Enfin	enfin	ADV	O	O	O
,	,	PUNCT	O	O	O
ils	il	PRON	O	O	O
ne	ne	ADV	O	O	O
se	se	PRON	O	O	O
font	faire	VERB	O	O	O
point	point	ADV	O	O	O
faute	faute	NOUN	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
besoin	besoin	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
frapper	frapper	VERB	O	O	O
à	à	ADP	O	O	O
grands	grand	ADJ	O	O	O
coups	coup	NOUN	O	O	O
de	de	ADP	O	O	O
bec	bec	NOUN	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
vitres	vitre	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
rappeler	rappeler	VERB	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
ce	ce	DET	O	O	O
moyen	moyen	NOUN	O	O	O
énergique	énergique	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
leur	son	DET	O	O	O
ami	ami	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
ont	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
déjeuné	déjeuner	VERB	O	O	O
et	et	CCONJ	O	O	O
qu'	que	SCONJ	O	O	O
ils	il	PRON	O	O	O
réclament	réclamer	VERB	O	O	O
leur	son	DET	O	O	O
pâture	pâture	NOUN	O	O	O
quotidienne	quotidien	ADJ	O	O	O
.	.	PUNCT	O	O	O

Souvent	souvent	ADV	O	O	O
l'	le	DET	O	O	O
excellent	excellent	ADJ	O	O	O
homme	homme	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
matin	matin	NOUN	O	O	O
,	,	PUNCT	O	O	O
aime	aimer	VERB	O	O	O
bien	bien	ADV	O	O	O
cependant	cependant	ADV	O	O	O
à	à	ADP	O	O	O
lire	lire	VERB	O	O	O
dans	dans	ADP	O	O	O
son	son	DET	O	O	O
lit	lit	NOUN	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
satisfaire	satisfaire	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
impatience	impatience	NOUN	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
exigeants	exigeant	ADJ	O	O	O
se	se	PRON	O	O	O
lève	lever	VERB	O	O	O
avec	avec	ADP	O	O	O
un	un	DET	O	O	O
soupir	soupir	NOUN	O	O	O
,	,	PUNCT	O	O	O
endosse	endosser	VERB	O	O	O
sa	son	DET	O	O	O
robe	robe	NOUN	O	O	O
de	de	ADP	O	O	O
chambre	chambre	NOUN	O	O	O
,	,	PUNCT	O	O	O
passe	passer	VERB	O	O	O
ses	son	DET	O	O	O
pantoufles	pantoufle	NOUN	O	O	O
,	,	PUNCT	O	O	O
ouvre	ouvrir	VERB	O	O	O
la	le	DET	O	O	O
fenêtre	fenêtre	NOUN	O	O	O
en	en	ADP	O	O	O
dépit	dépit	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
vivacité	vivacité	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
air	air	NOUN	O	O	O
,	,	PUNCT	O	O	O
satisfait	satisfaire	VERB	O	O	O
à	à	ADP	O	O	O
leur	son	DET	O	O	O
exigence	exigence	NOUN	O	O	O
et	et	CCONJ	O	O	O
revient	revenir	VERB	O	O	O
,	,	PUNCT	O	O	O
frissonnant	frissonner	VERB	O	O	O
de	de	ADP	O	O	O
froid	froid	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
plaisir	plaisir	NOUN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
replonger	replonger	VERB	O	O	O
sous	sou	ADP	O	O	O
ses	son	DET	O	O	O
chaudes	chaud	ADJ	O	O	O
couvertures	couverture	NOUN	O	O	O
et	et	CCONJ	O	O	O
sous	sou	ADP	O	O	O
son	son	DET	O	O	O
moelleux	moelleux	ADJ	O	O	O
édredon	édredon	NOUN	O	O	O
.	.	PUNCT	O	O	O

Vous	vous	PRON	O	O	O
le	le	PRON	O	O	O
voyez	voir	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
montre	montre	VERB	O	O	O
aussi	aussi	ADV	O	O	O
bon	bon	ADJ	O	O	O
le	le	DET	O	O	O
matin	matin	NOUN	O	O	O
pour	pour	ADP	O	O	O
les	le	DET	O	O	O
oiseaux	oiseau	NOUN	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
l'	le	DET	O	O	O
après	aprè	NOUN	O	O	O
-	-	NOUN	O	O	O
midi	midi	NOUN	O	O	O
pour	pour	ADP	O	O	O
les	le	DET	O	O	O
enfants	enfant	NOUN	O	O	O
.	.	PUNCT	O	O	O

