I.	i.	PUNCT	O	O	O
considérable	considérable	ADJ	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
partie	partie	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Amérique	amérique	PROPN	O	O	O
du	de	ADP	O	O	O
Nord	nord	PROPN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
dresse	dresse	VERB	O	O	O
sur	sur	ADP	O	O	O
une	un	DET	O	O	O
longueur	longueur	NOUN	O	O	O
d'	de	ADP	O	O	O
environ	environ	ADV	O	O	O
neuf	neuf	NUM	O	O	O
cents	cent	DET	O	O	O
milles	mille	NOUN	O	O	O
,	,	PUNCT	O	O	O
soit	soit	ADV	O	O	O
seize	seize	NUM	O	O	O
cents	cent	DET	O	O	O
kilomètres	kilomètre	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
dépasse	dépasser	VERB	O	O	O
pas	pas	ADV	O	O	O
six	six	DET	O	O	O
mille	mille	NUM	O	O	O
pieds	pied	NOUN	O	O	O
en	en	ADP	O	O	O
moyenne	moyen	ADJ	O	O	O
altitude	altitude	NOUN	O	O	O
et	et	CCONJ	O	O	O
son	son	DET	O	O	O
point	point	NOUN	O	O	O
culminant	culminant	ADJ	O	O	O
est	être	AUX	O	O	O
marqué	marquer	VERB	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
mont	mont	NOUN	O	O	O
Washington1	washington1	NUM	O	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
sorte	sorte	NOUN	O	O	O
d'	de	ADP	O	O	O
échine	échine	NOUN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
deux	deux	NUM	O	O	O
extrémités	extrémité	NOUN	O	O	O
trempent	tremper	VERB	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
une	un	PRON	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
eaux	eau	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Alabama	alabama	PROPN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
autre	autre	PRON	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
eaux	eau	NOUN	O	O	O
du	de	ADP	O	O	O
Saint	saint	PROPN	O	O	O
-	-	PROPN	O	O	O
Laurent	laurent	PROPN	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
sollicite	solliciter	VERB	O	O	O
que	que	ADV	O	O	O
médiocrement	médiocrement	ADV	O	O	O
la	le	DET	O	O	O
visite	visite	NOUN	O	O	O
des	de	ADP	O	O	O
alpinistes	alpiniste	NOUN	O	O	O
.	.	PUNCT	O	O	O

Son	son	DET	O	O	O
arête	arête	NOUN	O	O	O
supérieure	supérieur	ADJ	O	O	O
ne	ne	ADV	O	O	O
se	se	PRON	O	O	O
profilant	profiler	VERB	O	O	O
pas	pas	ADV	O	O	O
à	à	ADP	O	O	O
travers	travers	NOUN	O	O	O
les	le	DET	O	O	O
hautes	haut	ADJ	O	O	O
zones	zone	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
atmosphère	atmosphère	NOUN	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
ne	ne	ADV	O	O	O
saurait	savoir	VERB	O	O	O
attirer	attirer	VERB	O	O	O
comme	comme	ADP	O	O	O
les	le	DET	O	O	O
superbes	superbe	ADJ	O	O	O
sommités	sommité	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
ancien	ancien	ADJ	O	O	O
et	et	CCONJ	O	O	O
du	de	ADP	O	O	O
nouveau	nouveau	ADJ	O	O	O
monde	monde	NOUN	O	O	O
.	.	PUNCT	O	O	O

Cependant	cependant	ADV	O	O	O
il	il	PRON	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
point	point	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
chaîne	chaîne	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
Great	great	PROPN	O	O	O
-	-	PROPN	O	O	O
Eyry	eyry	PROPN	O	O	O
,	,	PUNCT	O	O	O
que	que	PRON	O	O	O
les	le	DET	O	O	O
touristes	touriste	NOUN	O	O	O
n'	ne	ADV	O	O	O
auraient	avoir	AUX	O	O	O
pu	pouvoir	VERB	O	O	O
atteindre	atteindre	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
semblait	sembler	VERB	O	O	O
bien	bien	ADV	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
fût	être	AUX	O	O	O
pour	pour	ADP	O	O	O
ainsi	ainsi	ADV	O	O	O
dire	dire	ADV	O	O	O
inaccessible	inaccessible	ADJ	O	O	O
.	.	PUNCT	O	O	O

D'	de	ADP	O	O	O
ailleurs	ailleurs	ADV	O	O	O
,	,	PUNCT	O	O	O
bien	bien	ADV	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
eût	avoir	AUX	O	O	O
été	être	AUX	O	O	O
négligé	négliger	VERB	O	O	O
jusqu'	jusque	ADP	O	O	O
alors	alors	ADV	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
ascensionnistes	ascensionniste	NOUN	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
Great	great	PROPN	O	O	O
-	-	PROPN	O	O	O
Eyry	eyry	PROPN	O	O	O
n'	ne	ADV	O	O	O
allait	aller	VERB	O	O	O
pas	pas	ADV	O	O	O
tarder	tarder	VERB	O	O	O
à	à	ADP	O	O	O
provoquer	provoquer	VERB	O	O	O
l'	le	DET	O	O	O
attention	attention	NOUN	O	O	O
et	et	CCONJ	O	O	O
même	même	ADV	O	O	O
l'	le	DET	O	O	O
inquiétude	inquiétude	NOUN	O	O	O
publique	public	ADJ	O	O	O
pour	pour	ADP	O	O	O
des	un	DET	O	O	O
raisons	raison	NOUN	O	O	O
très	très	ADV	O	O	O
particulières	particulier	ADJ	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
dois	devoir	VERB	O	O	O
rapporter	rapporter	VERB	O	O	O
au	au	ADP	O	O	O
début	début	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
histoire	histoire	NOUN	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
je	je	PRON	O	O	O
mets	mettre	VERB	O	O	O
en	en	ADP	O	O	O
scène	scène	NOUN	O	O	O
ma	mon	DET	O	O	O
propre	propre	ADJ	O	O	O
personne	personne	NOUN	O	O	O
,	,	PUNCT	O	O	O
cela	celer	PRON	O	O	O
tient	tenir	VERB	O	O	O
à	à	ADP	O	O	O
ce	ce	PRON	O	O	O
qu'	que	SCONJ	O	O	O
elle	lui	PRON	O	O	O
a	avoir	AUX	O	O	O
été	être	AUX	O	O	O
très	très	ADV	O	O	O
intimement	intimement	ADV	O	O	O
mêlée	mêler	VERB	O	O	O
–	–	PUNCT	O	O	O
cela	celer	PRON	O	O	O
se	se	PRON	O	O	O
verra	voir	VERB	O	O	O
–	–	PUNCT	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
un	un	PRON	O	O	O
des	de	ADP	O	O	O
événements	événement	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
extraordinaires	extraordinaire	ADJ	O	O	O
dont	dont	PRON	O	O	O
ce	ce	DET	O	O	O
vingtième	vingtième	ADJ	O	O	O
siècle	siècle	NOUN	O	O	O
11918	11918	NUM	O	O	O
mètres	mètre	NOUN	O	O	O
d'	de	ADP	O	O	O
altitude	altitude	NOUN	O	O	O
.	.	PUNCT	O	O	O

doive	devoir	VERB	O	O	O
sans	sans	ADP	O	O	O
doute	doute	NOUN	O	O	O
être	être	AUX	O	O	O
le	le	DET	O	O	O
témoin	témoin	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
j'	je	PRON	O	O	O
en	en	PRON	O	O	O
suis	suivre	VERB	O	O	O
même	même	ADV	O	O	O
à	à	ADP	O	O	O
me	me	PRON	O	O	O
demander	demander	VERB	O	O	O
parfois	parfois	ADV	O	O	O
s'	se	SCONJ	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
est	être	AUX	O	O	O
accompli	accomplir	VERB	O	O	O
,	,	PUNCT	O	O	O
s'	se	SCONJ	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
est	être	AUX	O	O	O
passé	passer	VERB	O	O	O
tel	tel	ADJ	O	O	O
que	que	SCONJ	O	O	O
me	me	PRON	O	O	O
le	le	PRON	O	O	O
rappelle	rappeler	VERB	O	O	O
ma	mon	DET	O	O	O
mémoire	mémoire	NOUN	O	O	O
,	,	PUNCT	O	O	O
–	–	PUNCT	O	O	O
peut	pouvoir	ADV	O	O	O
-	-	ADV	O	O	O
être	être	ADV	O	O	O
serait	être	AUX	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
plus	plus	ADV	O	O	O
juste	juste	ADJ	O	O	O
de	de	ADP	O	O	O
dire	dire	VERB	O	O	O
mon	mon	DET	O	O	O
imagination	imagination	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
ma	mon	DET	O	O	O
qualité	qualité	NOUN	O	O	O
d'	de	ADP	O	O	O
inspecteur	inspecteur	NOUN	O	O	O
principal	principal	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
police	police	NOUN	O	O	O
de	de	ADP	O	O	O
Washington	washington	PROPN	O	O	O
,	,	PUNCT	O	O	O
poussé	pousser	VERB	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
ailleurs	ailleurs	ADV	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
l'	le	DET	O	O	O
instinct	instinct	NOUN	O	O	O
de	de	ADP	O	O	O
curiosité	curiosité	NOUN	O	O	O
qui	qui	PRON	O	O	O
est	être	AUX	O	O	O
développé	développer	VERB	O	O	O
en	en	ADP	O	O	O
moi	moi	PRON	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
degré	degré	NOUN	O	O	O
extrême	extrême	ADJ	O	O	O
,	,	PUNCT	O	O	O
ayant	avoir	AUX	O	O	O
depuis	depuis	ADP	O	O	O
quinze	quinze	NUM	O	O	O
ans	an	NOUN	O	O	O
pris	prendre	VERB	O	O	O
part	part	NOUN	O	O	O
à	à	ADP	O	O	O
tant	tant	ADV	O	O	O
d'	de	ADP	O	O	O
affaires	affaire	NOUN	O	O	O
diverses	divers	ADJ	O	O	O
,	,	PUNCT	O	O	O
souvent	souvent	ADV	O	O	O
chargé	charger	VERB	O	O	O
de	de	ADP	O	O	O
missions	mission	NOUN	O	O	O
secrètes	secret	ADJ	O	O	O
pour	pour	ADP	O	O	O
lesquelles	lequel	PRON	O	O	O
j'	je	PRON	O	O	O
avais	avoir	VERB	O	O	O
un	un	DET	O	O	O
goût	goût	NOUN	O	O	O
prononcé	prononcer	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
étonnant	étonnant	ADJ	O	O	O
que	que	SCONJ	O	O	O
mes	mon	DET	O	O	O
chefs	chef	NOUN	O	O	O
m'	me	PRON	O	O	O
aient	avoir	AUX	O	O	O
lancé	lancer	VERB	O	O	O
dans	dans	ADP	O	O	O
cette	ce	DET	O	O	O
invraisemblable	invraisemblable	ADJ	O	O	O
aventure	aventure	NOUN	O	O	O
où	où	PRON	O	O	O
je	je	PRON	O	O	O
devais	devoir	VERB	O	O	O
me	me	PRON	O	O	O
trouver	trouver	VERB	O	O	O
aux	à	ADP	O	O	O
prises	prise	NOUN	O	O	O
avec	avec	ADP	O	O	O
d'	de	DET	O	O	O
impénétrables	impénétrable	ADJ	O	O	O
mystères	mystère	NOUN	O	O	O
.	.	PUNCT	O	O	O

Seulement	seulement	ADV	O	O	O
,	,	PUNCT	O	O	O
dès	dès	ADP	O	O	O
le	le	DET	O	O	O
début	début	NOUN	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
récit	récit	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
est	être	AUX	O	O	O
indispensable	indispensable	ADJ	O	O	O
que	que	SCONJ	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
me	me	PRON	O	O	O
croie	croire	VERB	O	O	O
sur	sur	ADP	O	O	O
parole	parole	NOUN	O	O	O
.	.	PUNCT	O	O	O

À	à	ADP	O	O	O
propos	propos	NOUN	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
faits	fait	NOUN	O	O	O
prodigieux	prodigieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
puis	pouvoir	VERB	O	O	O
apporter	apporter	VERB	O	O	O
d'	de	DET	O	O	O
autre	autre	ADJ	O	O	O
témoignage	témoignage	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
mien	mien	PRON	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
ne	ne	ADV	O	O	O
veut	vouloir	VERB	O	O	O
pas	pas	ADV	O	O	O
me	me	PRON	O	O	O
croire	croire	VERB	O	O	O
,	,	PUNCT	O	O	O
soit	être	X	O	O	O
!	!	PUNCT	O	O	O

on	on	PRON	O	O	O
ne	ne	ADV	O	O	O
me	me	PRON	O	O	O
croira	croire	VERB	O	O	O
pas	pas	ADV	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
Great	great	PROPN	O	O	O
-	-	PROPN	O	O	O
Eyry	eyry	PROPN	O	O	O
est	être	AUX	O	O	O
précisément	précisément	ADV	O	O	O
situé	situer	VERB	O	O	O
en	en	ADP	O	O	O
un	un	DET	O	O	O
point	point	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
chaîne	chaîne	NOUN	O	O	O
pittoresque	pittoresque	ADJ	O	O	O
des	de	ADP	O	O	O
Montagnes	montagne	NOUN	O	O	O
Bleues	bleu	ADJ	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
profile	profiler	VERB	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
partie	partie	NOUN	O	O	O
occidentale	occidental	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Caroline	caroline	PROPN	O	O	O
du	de	ADP	O	O	O
Nord	nord	PROPN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
aperçoit	apercevoir	VERB	O	O	O
assez	assez	ADV	O	O	O
distincte	distinct	ADJ	O	O	O
sa	son	DET	O	O	O
forme	forme	NOUN	O	O	O
arrondie	arrondi	ADJ	O	O	O
en	en	ADP	O	O	O
sortant	sortir	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
bourgade	bourgade	NOUN	O	O	O
de	de	ADP	O	O	O
Morganton	morganton	PROPN	O	O	O
,	,	PUNCT	O	O	O
bâtie	bâtir	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
bord	bord	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Sarawba	sarawba	PROPN	O	O	O
-	-	PROPN	O	O	O
river	river	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
mieux	mieux	ADV	O	O	O
encore	encore	ADV	O	O	O
du	de	ADP	O	O	O
village	village	NOUN	O	O	O
de	de	ADP	O	O	O
Pleasant	pleasant	PROPN	O	O	O
-	-	PROPN	O	O	O
Garden	garden	PROPN	O	O	O
,	,	PUNCT	O	O	O
plus	plus	ADV	O	O	O
rapproché	rapprocher	ADJ	O	O	O
de	de	ADP	O	O	O
quelques	quelque	DET	O	O	O
milles	mille	NOUN	O	O	O
.	.	PUNCT	O	O	O

Qu'	que	PRON	O	O	O
est	être	AUX	O	O	O
-	-	PRON	O	O	O
ce	ce	PRON	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
somme	somme	NOUN	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
Great	great	PROPN	O	O	O
-	-	PROPN	O	O	O
Eyry	eyry	PROPN	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Justifie	justifier	VERB	O	O	O
-	-	PRON	O	O	O
t	t	PRON	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
cette	ce	DET	O	O	O
appellation	appellation	NOUN	O	O	O
que	que	PRON	O	O	O
lui	luire	PRON	O	O	O
ont	avoir	AUX	O	O	O
donnée	donner	VERB	O	O	O
les	le	DET	O	O	O
habitants	habitant	NOUN	O	O	O
des	de	ADP	O	O	O
districts	district	NOUN	O	O	O
voisins	voisin	ADJ	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
région	région	NOUN	O	O	O
des	de	ADP	O	O	O
Montagnes	montagne	NOUN	O	O	O
Bleues	bleu	ADJ	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Que	que	SCONJ	O	O	O
celles	celui	PRON	O	O	O
-	-	PRON	O	O	O
ci	ci	PRON	O	O	O
aient	avoir	AUX	O	O	O
été	être	AUX	O	O	O
ainsi	ainsi	ADV	O	O	O
dénommées	dénommer	VERB	O	O	O
en	en	ADP	O	O	O
raison	raison	NOUN	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
silhouette	silhouette	NOUN	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
teinte	teindre	VERB	O	O	O
d'	de	ADP	O	O	O
azur	azur	NOUN	O	O	O
dans	dans	ADP	O	O	O
certaines	certain	DET	O	O	O
conditions	condition	NOUN	O	O	O
atmosphériques	atmosphérique	ADJ	O	O	O
,	,	PUNCT	O	O	O
rien	rien	PRON	O	O	O
de	de	ADP	O	O	O
plus	plus	ADV	O	O	O
naturel	naturel	ADJ	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
si	si	SCONJ	O	O	O
du	de	ADP	O	O	O
Great	great	PROPN	O	O	O
-	-	PROPN	O	O	O
Eyry	eyry	PROPN	O	O	O
on	on	PRON	O	O	O
a	avoir	AUX	O	O	O
fait	faire	VERB	O	O	O
une	un	DET	O	O	O
aire	aire	NOUN	O	O	O
,	,	PUNCT	O	O	O
est	être	AUX	O	O	O
-	-	PRON	O	O	O
ce	ce	PRON	O	O	O
donc	donc	ADV	O	O	O
que	que	SCONJ	O	O	O
les	le	DET	O	O	O
oiseaux	oiseau	NOUN	O	O	O
de	de	ADP	O	O	O
proie	proie	NOUN	O	O	O
s'	se	PRON	O	O	O
y	y	PRON	O	O	O
réfugient	réfugier	VERB	O	O	O
,	,	PUNCT	O	O	O
aigles	aigle	NOUN	O	O	O
,	,	PUNCT	O	O	O
vautours	vautour	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
condors	condor	NOUN	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Estce	estce	PRON	O	O	O
là	là	ADV	O	O	O
un	un	DET	O	O	O
habitat	habitat	NOUN	O	O	O
particulièrement	particulièrement	ADV	O	O	O
choisi	choisir	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
grands	grand	ADJ	O	O	O
volateurs	volateur	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
contrée	contrée	NOUN	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Les	le	PRON	O	O	O
voit	voir	VERB	O	O	O
-	-	PRON	O	O	O
on	on	PRON	O	O	O
planer	planer	VERB	O	O	O
en	en	ADP	O	O	O
troupes	troupe	NOUN	O	O	O
criardes	criard	ADJ	O	O	O
au	au	ADP	O	O	O
-	-	ADV	O	O	O
dessus	dessus	ADV	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
repaire	repaire	NOUN	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
accessible	accessible	ADJ	O	O	O
que	que	ADV	O	O	O
pour	pour	ADP	O	O	O
eux	lui	PRON	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Non	non	ADV	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
vérité	vérité	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
ils	il	PRON	O	O	O
n'	ne	ADV	O	O	O
y	y	PRON	O	O	O
sont	être	AUX	O	O	O
pas	pas	ADV	O	O	O
plus	plus	ADV	O	O	O
nombreux	nombreux	ADJ	O	O	O
que	que	SCONJ	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
autres	autre	ADJ	O	O	O
sommets	sommet	NOUN	O	O	O
des	de	ADP	O	O	O
Alleghanys	alleghany	NOUN	O	O	O

.	.	PUNCT	O	O	O

Au	au	ADP	O	O	O
contraire	contraire	NOUN	O	O	O
même	même	ADV	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
cette	ce	DET	O	O	O
remarque	remarque	NOUN	O	O	O
a	avoir	AUX	O	O	O
été	être	AUX	O	O	O
faite	faire	VERB	O	O	O
qu'	que	SCONJ	O	O	O
à	à	ADP	O	O	O
de	de	DET	O	O	O
certains	certain	DET	O	O	O
jours	jour	NOUN	O	O	O
,	,	PUNCT	O	O	O
lorsqu'	lorsque	SCONJ	O	O	O
ils	il	PRON	O	O	O
s'	se	PRON	O	O	O
approchent	approcher	VERB	O	O	O
du	de	ADP	O	O	O
Great	great	PROPN	O	O	O
-	-	PROPN	O	O	O
Eyry	eyry	PROPN	O	O	O
,	,	PUNCT	O	O	O
ces	ce	DET	O	O	O
oiseaux	oiseau	NOUN	O	O	O
se	se	PRON	O	O	O
montrent	montrer	VERB	O	O	O
plutôt	plutôt	ADV	O	O	O
empressés	empressé	ADJ	O	O	O
à	à	ADP	O	O	O
s'	se	PRON	O	O	O
enfuir	enfuir	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
après	après	ADP	O	O	O
avoir	avoir	AUX	O	O	O
décrit	décrire	VERB	O	O	O
dans	dans	ADP	O	O	O
leur	son	DET	O	O	O
vol	vol	NOUN	O	O	O
des	un	DET	O	O	O
cercles	cercle	NOUN	O	O	O
multiples	multiple	ADJ	O	O	O
,	,	PUNCT	O	O	O
ils	il	PRON	O	O	O
s'	se	PRON	O	O	O
éloignent	éloigner	VERB	O	O	O
en	en	ADP	O	O	O
toutes	tout	DET	O	O	O
directions	direction	NOUN	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
sans	sans	ADP	O	O	O
troubler	troubler	VERB	O	O	O
l'	le	DET	O	O	O
espace	espace	NOUN	O	O	O
de	de	ADP	O	O	O
leurs	leur	DET	O	O	O
assourdissantes	assourdissant	ADJ	O	O	O
clameurs	clameur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Alors	alors	ADV	O	O	O
,	,	PUNCT	O	O	O
pourquoi	pourquoi	ADV	O	O	O
ce	ce	DET	O	O	O
nom	nom	NOUN	O	O	O
de	de	ADP	O	O	O
Great	great	PROPN	O	O	O
-	-	PROPN	O	O	O
Eyry	eyry	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
n'	ne	ADV	O	O	O
eût	avoir	AUX	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
pas	pas	ADV	O	O	O
mieux	mieux	ADV	O	O	O
valu	valoir	VERB	O	O	O
l'	le	PRON	O	O	O
appeler	appeler	VERB	O	O	O
«	«	PUNCT	O	O	O
cirque	cirque	NOUN	O	O	O
»	»	PUNCT	O	O	O
tel	tel	ADJ	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
en	en	PRON	O	O	O
rencontre	rencontre	VERB	O	O	O
en	en	ADP	O	O	O
tous	tout	DET	O	O	O
pays	pays	NOUN	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
régions	région	NOUN	O	O	O
montagneuses	montagneux	ADJ	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
effet	effet	NOUN	O	O	O
,	,	PUNCT	O	O	O
entre	entrer	ADP	O	O	O
les	le	DET	O	O	O
