LIVRE	livre	PROPN	O	O	O
bois	bois	NOUN	O	O	O
,	,	PUNCT	O	O	O
peureuse	peureux	NOUN	O	O	O
-	-	PRON	O	O	O
ment	mentir	ADV	O	O	O
rasées	raser	VERB	O	O	O
contre	contre	ADP	O	O	O
le	le	DET	O	O	O
parapet	parapet	NOUN	O	O	O
,	,	PUNCT	O	O	O
deux	deux	NUM	O	O	O
figures	figure	NOUN	O	O	O
noires	noir	ADJ	O	O	O
et	et	CCONJ	O	O	O
chétives	chétif	ADJ	O	O	O
.	.	PUNCT	O	O	O

Son	son	DET	O	O	O
cœur	cœur	PROPN	O	O	O
se	se	PRON	O	O	O
serra	serrer	VERB	O	O	O
.	.	PUNCT	O	O	O

C	c	NOUN	O	O	O
'	'	PUNCT	O	O	O
était	être	AUX	O	O	O
une	un	DET	O	O	O
femme	femme	NOUN	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
air	air	NOUN	O	O	O
très	très	ADV	O	O	O
jeune	jeune	ADJ	O	O	O
,	,	PUNCT	O	O	O
pauvrement	pauvrement	ADV	O	O	O
vêtue	vêtir	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
à	à	ADP	O	O	O
demi	demi	NOUN	O	O	O
cachée	cacher	VERB	O	O	O
sous	sou	ADP	O	O	O
un	un	DET	O	O	O
lainage	lainage	NOUN	O	O	O
en	en	ADP	O	O	O
loques	loque	DET	O	O	O
;	;	PUNCT	O	O	O
et	et	CCONJ	O	O	O
c	c	NOUN	O	O	O
'	'	PUNCT	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
enfant	enfant	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
six	six	NUM	O	O	O
ans	an	NOUN	O	O	O
environ	environ	ADV	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
peine	peine	NOUN	O	O	O
couvert	couvert	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
face	face	NOUN	O	O	O
pâle	pâle	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
tenait	tenir	VERB	O	O	O
dans	dans	ADP	O	O	O
ses	son	DET	O	O	O
jupes	jupe	NOUN	O	O	O
.	.	PUNCT	O	O	O

Tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
deux	deux	PRON	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
yeux	oeil	NOUN	O	O	O
fixés	fixé	ADJ	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
porte	porte	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
usine	usine	NOUN	O	O	O
,	,	PUNCT	O	O	O
attendaient	attendaient	NOUN	O	O	O
,	,	PUNCT	O	O	O
immobiles	immobile	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
la	le	DET	O	O	O
patience	patience	NOUN	O	O	O
morne	morne	ADJ	O	O	O
des	de	ADP	O	O	O
désespérés	désespéré	NOUN	O	O	O
.	.	PUNCT	O	O	O

Luc	luc	PROPN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
était	être	AUX	O	O	O
arrêté	arrêter	VERB	O	O	O
,	,	PUNCT	O	O	O
regardant	regarder	VERB	O	O	O
lui	luire	PRON	O	O	O
aussi	aussi	ADV	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
allait	aller	VERB	O	O	O
être	être	AUX	O	O	O
six	six	NUM	O	O	O
heures	heure	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
jour	jour	NOUN	O	O	O
baissait	baisser	VERB	O	O	O
déjà	déjà	ADV	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
cette	ce	DET	O	O	O
humide	humide	NOUN	O	O	O
et	et	CCONJ	O	O	O
lamentable	lamentable	ADJ	O	O	O
soirée	soirée	NOUN	O	O	O
du	de	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
de	de	ADP	O	O	O
septembre	septembre	NOUN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
était	être	AUX	O	O	O
au	au	ADP	O	O	O
samedi	samedi	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
depuis	depuis	ADP	O	O	O
le	le	DET	O	O	O
jeudi	jeudi	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
pluie	pluie	NOUN	O	O	O
n	n	ADJ	O	O	O
'	'	PRON	O	O	O
avait	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
cessé	cesser	VERB	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
ne	ne	ADV	O	O	O
tombait	tomber	VERB	O	O	O
plus	plus	ADV	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
un	un	DET	O	O	O
vent	vent	NOUN	O	O	O
impétueux	impétueux	ADJ	O	O	O
continuait	continuer	VERB	O	O	O
à	à	ADP	O	O	O
chasser	chasser	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
ciel	ciel	NOUN	O	O	O
des	de	ADP	O	O	O
nuages	nuage	NOUN	O	O	O
de	de	ADP	O	O	O
suie	suie	VERB	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
haillons	haillon	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
où	où	PRON	O	O	O
filtrait	filtrer	VERB	O	O	O
un	un	DET	O	O	O
crépuscule	crépuscule	NOUN	O	O	O
sale	sale	ADJ	O	O	O
et	et	CCONJ	O	O	O
jaune	jaune	ADJ	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
tristesse	tristesse	NOUN	O	O	O
de	de	ADP	O	O	O
mort	mort	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
route	route	NOUN	O	O	O
,	,	PUNCT	O	O	O
sillonnée	sillonner	VERB	O	O	O
de	de	ADP	O	O	O
rails	rail	NOUN	O	O	O
,	,	PUNCT	O	O	O
aux	à	ADP	O	O	O
gros	gros	ADJ	O	O	O
pavés	paver	VERB	O	O	O
disjoints	disjoint	NOUN	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
continuels	continuel	NOUN	O	O	O
charrois	charroi	ADJ	O	O	O
,	,	PUNCT	O	O	O
roulait	rouler	VERB	O	O	O
un	un	DET	O	O	O
fleuve	fleuve	NOUN	O	O	O
de	de	ADP	O	O	O
boue	boue	NOUN	O	O	O
noire	noir	ADJ	O	O	O
,	,	PUNCT	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
poussières	poussière	NOUN	O	O	O
délayées	délayer	VERB	O	O	O
des	de	ADP	O	O	O
houillères	houillère	NOUN	O	O	O
prochaines	prochain	ADJ	O	O	O
de	de	ADP	O	O	O
Brias	brias	PROPN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
tombereaux	tombereau	NOUN	O	O	O
défilaient	défiler	VERB	O	O	O
sans	sans	ADP	O	O	O
cesse	cesse	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
ces	ce	DET	O	O	O
poussières	poussière	NOUN	O	O	O
de	de	ADP	O	O	O
charbon	charbon	ADJ	O	O	O
,	,	PUNCT	O	O	O
elles	lui	PRON	O	O	O
avaient	avoir	AUX	O	O	O
noirci	noircir	VERB	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
deuil	deuil	NOUN	O	O	O
la	le	DET	O	O	O
gorge	gorge	NOUN	O	O	O
entière	entier	ADJ	O	O	O
,	,	PUNCT	O	O	O
elles	lui	PRON	O	O	O
ruisselaient	ruisseler	VERB	O	O	O
en	en	ADP	O	O	O
flaques	flaque	NOUN	O	O	O
sur	sur	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
amas	amas	NOUN	O	O	O
lépreux	lépreux	ADJ	O	O	O
des	de	ADP	O	O	O
bâtiments	bâtiment	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
usine	usine	NOUN	O	O	O
,	,	PUNCT	O	O	O
elles	lui	PRON	O	O	O
semblaient	sembler	VERB	O	O	O
salir	salir	VERB	O	O	O
jusqu	jusqu	PROPN	O	O	O
'	'	PUNCT	O	O	O
à	à	ADP	O	O	O
ces	ce	DET	O	O	O
nuages	nuage	NOUN	O	O	O
sombres	sombre	NOUN	O	O	O
qui	qui	PRON	O	O	O
passaient	passer	VERB	O	O	O
sans	sans	ADP	O	O	O
fin	fin	NOUN	O	O	O
,	,	PUNCT	O	O	O
ainsi	ainsi	ADV	O	O	O
que	que	SCONJ	O	O	O
des	un	DET	O	O	O
fumées	fumée	NOUN	O	O	O
.	.	PUNCT	O	O	O

Une	un	DET	O	O	O
mélancolie	mélancolie	NOUN	O	O	O
de	de	ADP	O	O	O
désastre	désastre	NOUN	O	O	O
soufflait	souffler	VERB	O	O	O
avec	avec	ADP	O	O	O
le	le	DET	O	O	O
vent	vent	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
eût	avoir	PRON	O	O	O
dit	dire	VERB	O	O	O
que	que	SCONJ	O	O	O
ce	ce	DET	O	O	O
crépuscule	crépuscule	NOUN	O	O	O
frissonnant	frissonner	VERB	O	O	O
et	et	CCONJ	O	O	O
louche	louche	NOUN	O	O	O
apportait	apporter	VERB	O	O	O
la	le	DET	O	O	O
fin	fin	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
monde	monde	NOUN	O	O	O
.	.	PUNCT	O	O	O

Comme	comme	ADP	O	O	O
Luc	luc	PROPN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
était	être	AUX	O	O	O
arrêté	arrêter	VERB	O	O	O
à	à	ADP	O	O	O
quelques	quelque	DET	O	O	O
pas	pas	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
jeune	jeune	ADJ	O	O	O
femme	femme	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
enfant	enfant	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
entendit	entendre	VERB	O	O	O
ce	ce	DET	O	O	O
dernier	dernier	ADJ	O	O	O
qui	qui	PRON	O	O	O
disait	dire	VERB	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
air	air	NOUN	O	O	O
avisé	aviser	VERB	O	O	O
et	et	CCONJ	O	O	O
décidé	décider	VERB	O	O	O
déjà	déjà	ADV	O	O	O
de	de	ADP	O	O	O
petit	petit	ADJ	O	O	O
homme	homme	NOUN	O	O	O
:	:	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Ecoute	ecoute	PROPN	O	O	O
donc	donc	ADV	O	O	O
,	,	PUNCT	O	O	O
ma	mon	DET	O	O	O
grande	grand	ADJ	O	O	O
,	,	PUNCT	O	O	O
veux	veux	ADJ	O	O	O
-	-	PRON	O	O	O
tu	taire	ADJ	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
lui	luire	PRON	O	O	O
parle	parl	ADJ	O	O	O
,	,	PUNCT	O	O	O
moi	moi	PRON	O	O	O
?	?	PUNCT	O	O	O

Peut	pouvoir	ADV	O	O	O
-	-	ADV	O	O	O
être	être	ADV	O	O	O
que	que	SCONJ	O	O	O
ça	cela	PRON	O	O	O
le	le	PRON	O	O	O
mettrait	mettre	VERB	O	O	O
moins	moins	ADV	O	O	O
en	en	ADP	O	O	O
colère	colère	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
la	le	DET	O	O	O
femme	femme	NOUN	O	O	O
répondit	répondre	VERB	O	O	O
:	:	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Non	non	ADV	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
,	,	PUNCT	O	O	O
frérot	frérot	ADJ	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
n	n	ADJ	O	O	O
'	'	PUNCT	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
des	un	DET	O	O	O
affaires	affaire	NOUN	O	O	O
pour	pour	ADP	O	O	O
les	le	DET	O	O	O
gamins	gamin	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
ils	il	PRON	O	O	O
se	se	PRON	O	O	O
remirent	remettre	VERB	O	O	O
à	à	ADP	O	O	O
attendre	attendre	VERB	O	O	O
,	,	PUNCT	O	O	O
silencieux	silencieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
air	air	NOUN	O	O	O
de	de	ADP	O	O	O
résignation	résignation	NOUN	O	O	O
inquiète	inquiet	ADJ	O	O	O
.	.	PUNCT	O	O	O

Luc	luc	PROPN	O	O	O
regardait	regarder	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
Abîme	abîme	PROPN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
l	l	PRON	O	O	O
'	'	PUNCT	O	O	O
avait	avoir	AUX	O	O	O
visité	visité	NOUN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
une	un	DET	O	O	O
curiosité	curiosité	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
homme	homme	NOUN	O	O	O
du	de	ADP	O	O	O
métier	métier	NOUN	O	O	O
,	,	PUNCT	O	O	O
lorsqu	lorsqu	PROPN	O	O	O
'	'	PUNCT	O	O	O
il	il	PRON	O	O	O
avait	avoir	VERB	O	O	O
une	un	DET	O	O	O
première	premier	ADJ	O	O	O
fois	fois	NOUN	O	O	O
traversé	traverser	VERB	O	O	O
Beauclair	beauclair	PROPN	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
dernier	dernier	ADJ	O	O	O
printemps	printemps	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
depuis	depuis	ADP	O	O	O
les	le	DET	O	O	O
quelques	quelque	DET	O	O	O
heures	heure	NOUN	O	O	O
qu	qu	DET	O	O	O
'	'	PUNCT	O	O	O
un	un	DET	O	O	O
brusque	brusque	NOUN	O	O	O
appel	appel	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
ami	ami	NOUN	O	O	O
Jordan	jordan	PROPN	O	O	O
l	l	PRON	O	O	O
'	'	DET	O	O	O
y	y	PRON	O	O	O
ramenait	ramener	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
eu	avoir	VERB	O	O	O
des	un	DET	O	O	O
détails	détail	NOUN	O	O	O
sur	sur	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
affreuse	affreux	ADJ	O	O	O
crise	crise	NOUN	O	O	O
que	que	SCONJ	O	O	O
venait	venir	VERB	O	O	O
de	de	ADP	O	O	O
traverser	traverser	VERB	O	O	O
le	le	DET	O	O	O
pays	pays	NOUN	O	O	O
:	:	PUNCT	O	O	O
une	un	DET	O	O	O
terrible	terrible	ADJ	O	O	O
grève	grève	NOUN	O	O	O
de	de	ADP	O	O	O
deux	deux	NUM	O	O	O
mois	mois	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
ruines	ruine	NOUN	O	O	O
accumulées	accumuler	VERB	O	O	O
de	de	ADP	O	O	O
part	part	NOUN	O	O	O
et	et	CCONJ	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
autre	autre	ADJ	O	O	O
,	,	PUNCT	O	O	O

L	l	DET	O	O	O
'	'	DET	O	O	O
usine	usine	NOUN	O	O	O
ayant	avoir	AUX	O	O	O
beaucoup	beaucoup	ADV	O	O	O
souffert	souffrir	ADJ	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
arrêt	arrêt	NOUN	O	O	O
du	de	ADP	O	O	O
travail	travail	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
ouvriers	ouvrier	NOUN	O	O	O
étant	être	AUX	O	O	O
à	à	ADP	O	O	O
demi	demi	NOUN	O	O	O
morts	mort	NOUN	O	O	O
de	de	ADP	O	O	O
faim	faim	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
rage	rage	NOUN	O	O	O
accrue	accroître	VERB	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
impuissance	impuissance	NOUN	O	O	O
.	.	PUNCT	O	O	O

C	c	NOUN	O	O	O
'	'	PUNCT	O	O	O
était	être	AUX	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
avant-veille	avant-veill	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
jeudi	jeudi	NOUN	O	O	O
seulement	seulement	ADV	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
travail	travail	NOUN	O	O	O
avait	avoir	AUX	O	O	O
fini	finir	VERB	O	O	O
par	par	ADP	O	O	O
reprendre	reprendre	VERB	O	O	O
,	,	PUNCT	O	O	O
après	après	ADP	O	O	O
des	un	DET	O	O	O
concessions	concession	NOUN	O	O	O
réciproques	réciproque	NOUN	O	O	O
,	,	PUNCT	O	O	O
furieusement	furieusement	ADV	O	O	O
débattues	débattre	ADJ	O	O	O
,	,	PUNCT	O	O	O
arrachées	arracher	VERB	O	O	O
à	à	ADP	O	O	O
grand	grand	ADJ	O	O	O
'	'	PUNCT	O	O	O
peine	peine	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
les	le	DET	O	O	O
ouvriers	ouvrier	NOUN	O	O	O
étaient	être	AUX	O	O	O
rentrés	rentrer	VERB	O	O	O
sans	sans	ADP	O	O	O
joie	joie	NOUN	O	O	O
,	,	PUNCT	O	O	O
inapaisés	inapaisé	ADJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
des	un	DET	O	O	O
vaincus	vaincre	VERB	O	O	O
qu	que	PRON	O	O	O
'	'	PUNCT	O	O	O
enrage	enrage	NOUN	O	O	O
leur	son	DET	O	O	O
défaite	défaite	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
ne	ne	ADV	O	O	O
gardent	garder	ADV	O	O	O
au	au	ADP	O	O	O
cœur	cœur	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
souvenir	souvenir	NOUN	O	O	O
de	de	ADP	O	O	O
leurs	leur	DET	O	O	O
souffrances	souffrance	NOUN	O	O	O
et	et	CCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
âpre	âpre	ADJ	O	O	O
désir	désir	NOUN	O	O	O
de	de	ADP	O	O	O
les	le	DET	O	O	O
venger	venger	NOUN	O	O	O
.	.	PUNCT	O	O	O

Sous	sou	ADP	O	O	O
la	le	DET	O	O	O
fuite	fuite	NOUN	O	O	O
éperdue	éperdu	ADJ	O	O	O
des	de	ADP	O	O	O
nuages	nuage	NOUN	O	O	O
de	de	ADP	O	O	O
deuil	deuil	NOUN	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
Abîme	abîme	NOUN	O	O	O
étendait	étendre	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
amas	amas	NOUN	O	O	O
sombre	sombre	ADJ	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
bâtiments	bâtiment	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
garçons	garçon	NOUN	O	O	O
.	.	PUNCT	O	O	O

C	c	NOUN	O	O	O
'	'	PUNCT	O	O	O
était	être	AUX	O	O	O
le	le	DET	O	O	O
monstre	monstre	NOUN	O	O	O
,	,	PUNCT	O	O	O
poussé	pousser	VERB	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
avait	avoir	AUX	O	O	O
peu	peu	ADV	O	O	O
à	à	ADP	O	O	O
peu	peu	ADV	O	O	O
élargi	élargir	VERB	O	O	O
le	le	DET	O	O	O
toits	toit	NOUN	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
petite	petit	ADJ	O	O	O
ville	ville	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
la	le	DET	O	O	O
couleur	couleur	NOUN	O	O	O
des	de	ADP	O	O	O
toitures	toiture	NOUN	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
nappes	nappe	NOUN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
étalaient	étalaient	NOUN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
prolongeaient	prolonger	VERB	O	O	O
dans	dans	ADP	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
sens	sens	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
devinait	deviner	VERB	O	O	O
les	le	DET	O	O	O
âges	âge	NOUN	O	O	O
successifs	successif	ADJ	O	O	O
des	de	ADP	O	O	O
constructions	construction	NOUN	O	O	O
.	.	PUNCT	O	O	O

Maintenant	maintenant	ADV	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
tenait	tenir	VERB	O	O	O
plusieurs	plusieurs	DET	O	O	O
hectares	hectare	NOUN	O	O	O
;	;	PUNCT	O	O	O
il	il	PRON	O	O	O
occupait	occuper	VERB	O	O	O
un	un	DET	O	O	O
millier	millier	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
ouvriers	ouvrier	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
hautes	haute	NOUN	O	O	O
ardoises	ardoise	ADJ	O	O	O
bleuâtres	bleuâtre	ADJ	O	O	O
des	de	ADP	O	O	O
grandes	grand	ADJ	O	O	O
halles	halle	NOUN	O	O	O
,	,	PUNCT	O	O	O
aux	à	ADP	O	O	O
vitrages	vitrage	NOUN	O	O	O
accouplés	accoupler	VERB	O	O	O
,	,	PUNCT	O	O	O
dominaient	dominer	VERB	O	O	O
les	le	DET	O	O	O
vieilles	vieux	ADJ	O	O	O
tuiles	tuile	ADJ	O	O	O
noircies	noircir	VERB	O	O	O
des	de	ADP	O	O	O
installations	installation	NOUN	O	O	O
premières	premier	ADJ	O	O	O
,	,	PUNCT	O	O	O
beaucoup	beaucoup	ADV	O	O	O
plus	plus	ADV	O	O	O
humbles	humble	NOUN	O	O	O
.	.	PUNCT	O	O	O

Par	par	ADP	O	O	O
-	-	NOUN	O	O	O
dessus	dessus	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
apercevait	apercevoir	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
route	route	NOUN	O	O	O
,	,	PUNCT	O	O	O
rangées	ranger	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
file	file	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
ruches	ruche	NOUN	O	O	O
geantes	geante	ADJ	O	O	O
des	de	ADP	O	O	O
fours	four	NOUN	O	O	O
à	à	ADP	O	O	O
cémenter	cémenter	VERB	O	O	O
,	,	PUNCT	O	O	O
ainsi	ainsi	ADV	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
tour	tour	NOUN	O	O	O
à	à	ADP	O	O	O
tremper	tremper	VERB	O	O	O
,	,	PUNCT	O	O	O
haute	haute	NOUN	O	O	O
de	de	ADP	O	O	O
vingt-quatre	vingt-quatre	NOUN	O	O	O
mètres	mètre	NOUN	O	O	O
,	,	PUNCT	O	O	O
ou	ou	CCONJ	O	O	O
les	le	DET	O	O	O
grands	grand	ADJ	O	O	O
canons	canon	NOUN	O	O	O
,	,	PUNCT	O	O	O
debout	debout	PRON	O	O	O
et	et	CCONJ	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
jet	jet	NOUN	O	O	O
,	,	PUNCT	O	O	O
étaient	être	AUX	O	O	O
plongés	plonger	VERB	O	O	O
dans	dans	ADP	O	O	O
un	un	DET	O	O	O
bain	bain	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
huile	huile	NOUN	O	O	O
de	de	ADP	O	O	O
pétrole	pétrole	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
plus	plus	ADV	O	O	O
haut	haut	ADJ	O	O	O
encore	encore	ADV	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
cheminées	cheminée	NOUN	O	O	O
fumaient	fumer	ADV	O	O	O
