(	(	PUNCT	O	O	O
aigu	aigu	ADJ	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
solution	solution	NOUN	O	O	O
qui	qui	PRON	O	O	O
jusque	jusque	ADV	O	O	O
-	-	PRON	O	O	O
là	là	ADV	O	O	O
était	être	AUX	O	O	O
restée	rester	VERB	O	O	O
voilée	voiler	VERB	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
peine	peine	NOUN	O	O	O
entrevue	entrevoir	VERB	O	O	O
par	par	ADP	O	O	O
quelques	quelque	DET	O	O	O
esprits	esprit	NOUN	O	O	O
clairvoyants	clairvoyant	ADJ	O	O	O
,	,	PUNCT	O	O	O
apparut	apparaître	VERB	O	O	O
à	à	ADP	O	O	O
tous	tout	PRON	O	O	O
dans	dans	ADP	O	O	O
sa	son	DET	O	O	O
clarté	clarté	NOUN	O	O	O
et	et	CCONJ	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
imposa	imposer	VERB	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
dissidents	dissident	NOUN	O	O	O
devaient	devoir	VERB	O	O	O
émigrer	émigrer	VERB	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Le	le	DET	O	O	O
gouvernement	gouvernement	NOUN	O	O	O
devait	devoir	VERB	O	O	O
faciliter	faciliter	VERB	O	O	O
leur	son	DET	O	O	O
émigration	émigration	NOUN	O	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
double	double	ADJ	O	O	O
idée	idée	NOUN	O	O	O
se	se	PRON	O	O	O
fit	faire	VERB	O	O	O
jour	jour	NOUN	O	O	O
tout	tout	ADV	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
abord	abord	ADV	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
presse	presse	NOUN	O	O	O
républicaine	républicain	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
fut	être	AUX	O	O	O
bientôt	bientôt	ADV	O	O	O
acceptée	accepter	VERB	O	O	O
par	par	ADP	O	O	O
la	le	DET	O	O	O
presse	presse	NOUN	O	O	O
conservatrice	conservateur	ADJ	O	O	O
tout	tout	ADV	O	O	O
entière	entier	ADJ	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
se	se	PRON	O	O	O
rappela	rappeler	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
parti	parti	NOUN	O	O	O
religieux	religieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
un	un	DET	O	O	O
exemple	exemple	NOUN	O	O	O
digne	digne	ADJ	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
être	être	AUX	O	O	O
suivi	suivre	VERB	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
résolution	résolution	NOUN	O	O	O
héroïque	héroïque	ADJ	O	O	O
des	de	ADP	O	O	O
puritains	puritain	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
Ecosse	ecosse	PROPN	O	O	O
,	,	PUNCT	O	O	O
fuyant	fuir	VERB	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
suite	suite	NOUN	O	O	O
de	de	ADP	O	O	O
Guillaume	guillaume	PROPN	O	O	O
Penn	penn	PROPN	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
intolérance	intolérance	NOUN	O	O	O
de	de	ADP	O	O	O
leurs	leur	DET	O	O	O
compatriotes	compatriote	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
allant	aller	VERB	O	O	O
fonder	fonder	VERB	O	O	O
en	en	ADP	O	O	O
Amérique	amérique	PROPN	O	O	O
une	un	DET	O	O	O
nouvelle	nouveau	ADJ	O	O	O
patrie	patrie	NOUN	O	O	O
.	.	PUNCT	O	O	O

Pendant	pendant	ADP	O	O	O
plusieurs	plusieurs	DET	O	O	O
mois	mois	NOUN	O	O	O
ce	ce	DET	O	O	O
projet	projet	NOUN	O	O	O
agita	agiter	VERB	O	O	O
le	le	DET	O	O	O
pays	pays	NOUN	O	O	O
.	.	PUNCT	O	O	O

Précisément	précisément	ADV	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
cette	ce	DET	O	O	O
époque	époque	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
Parlement	parlement	NOUN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
occupait	occuper	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
étendre	étendre	VERB	O	O	O
sur	sur	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
île	île	NOUN	O	O	O
de	de	ADP	O	O	O
Madagascar	madagascar	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
système	système	NOUN	O	O	O
des	de	ADP	O	O	O
protectorats	protectorat	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
fait	faire	VERB	O	O	O
appel	appel	NOUN	O	O	O
aux	à	ADP	O	O	O
habitants	habitant	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	PUNCT	O	O	O
île	île	NOUN	O	O	O
voisine	voisin	ADJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
île	île	NOUN	O	O	O
de	de	ADP	O	O	O
Réunion	réunion	PROPN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
pour	pour	ADP	O	O	O
aller	aller	VERB	O	O	O
coloniser	coloniser	VERB	O	O	O
cet	ce	DET	O	O	O
immense	immense	ADJ	O	O	O
territoire	territoire	NOUN	O	O	O
;	;	PUNCT	O	O	O
et	et	CCONJ	O	O	O
ceux	celui	PRON	O	O	O
-	-	PRON	O	O	O
ci	ci	PRON	O	O	O
,	,	PUNCT	O	O	O
entraînés	entraîner	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
avantages	avantage	NOUN	O	O	O
considérables	considérable	ADJ	O	O	O
qui	qui	PRON	O	O	O
leur	son	PRON	O	O	O
étaient	être	AUX	O	O	O
concédés	concéder	VERB	O	O	O
,	,	PUNCT	O	O	O
avaient	avoir	AUX	O	O	O
déserté	déserter	VERB	O	O	O
en	en	ADP	O	O	O
masse	masse	NOUN	O	O	O
leur	son	DET	O	O	O
domicile	domicile	NOUN	O	O	O
,	,	PUNCT	O	O	O
si	si	ADV	O	O	O
bien	bien	ADV	O	O	O
que	que	SCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
ancienne	ancien	ADJ	O	O	O
île	île	NOUN	O	O	O
Bourbon	bourbon	PROPN	O	O	O
était	être	AUX	O	O	O
pour	pour	ADP	O	O	O
ainsi	ainsi	ADV	O	O	O
dire	dire	VERB	O	O	O
abandonnée	abandonner	VERB	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
gouvernement	gouvernement	NOUN	O	O	O
fit	faire	AUX	O	O	O
savoir	savoir	VERB	O	O	O
par	par	ADP	O	O	O
une	un	DET	O	O	O
agence	agence	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
informations	information	NOUN	O	O	O
officieuses	officieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
serait	être	AUX	O	O	O
pas	pas	ADV	O	O	O
éloigné	éloigné	ADJ	O	O	O
de	de	ADP	O	O	O
mettre	mettre	VERB	O	O	O
cette	ce	DET	O	O	O
vieille	vieux	ADJ	O	O	O
possession	possession	NOUN	O	O	O
française	français	ADJ	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
disposition	disposition	NOUN	O	O	O
exclusive	exclusif	ADJ	O	O	O
des	de	ADP	O	O	O
dissidents	dissident	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
chargerait	charger	VERB	O	O	O
même	même	ADV	O	O	O
de	de	ADP	O	O	O
les	le	PRON	O	O	O
y	y	PRON	O	O	O
transporter	transporter	VERB	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
vaisseaux	vaisseau	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
Etat	etat	NOUN	O	O	O
.	.	PUNCT	O	O	O

Aussitôt	aussitôt	ADV	O	O	O
des	un	DET	O	O	O
listes	liste	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
inscriptions	inscription	NOUN	O	O	O
furent	être	AUX	O	O	O
mises	mettre	VERB	O	O	O
en	en	ADP	O	O	O
circulation	circulation	NOUN	O	O	O
dans	dans	ADP	O	O	O
toute	tout	ADJ	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
soins	soin	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
comité	comité	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
action	action	NOUN	O	O	O
,	,	PUNCT	O	O	O
composé	composer	VERB	O	O	O
de	de	ADP	O	O	O
prélats	prélat	NOUN	O	O	O
en	en	ADP	O	O	O
renom	renom	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
quelques	quelque	DET	O	O	O
députés	député	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
extrême	extrême	ADJ	O	O	O
droite	droite	NOUN	O	O	O
et	et	CCONJ	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
certain	certain	ADJ	O	O	O
nombre	nombre	NOUN	O	O	O
de	de	ADP	O	O	O
journalistes	journaliste	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
avisa	aviser	VERB	O	O	O
aux	à	ADP	O	O	O
moyens	moyen	NOUN	O	O	O
de	de	ADP	O	O	O
réaliser	réaliser	VERB	O	O	O
