PREMIER	premier	ADJ	O	O	O
aujourd'hui	aujourd'hui	ADV	O	O	O
.	.	PUNCT	O	O	O

LUMEN	lumen	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Oui	oui	ADV	O	O	O
,	,	PUNCT	O	O	O
mon	mon	DET	O	O	O
vieil	vieux	ADJ	O	O	O
ami	ami	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vais	aller	VERB	O	O	O
tenir	tenir	VERB	O	O	O
ma	mon	DET	O	O	O
promesse	promesse	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
grâce	grâce	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
longue	long	ADJ	O	O	O
correspondance	correspondance	NOUN	O	O	O
de	de	ADP	O	O	O
nos	notre	DET	O	O	O
âmes	âme	NOUN	O	O	O
,	,	PUNCT	O	O	O
j'	je	PRON	O	O	O
espère	espérer	VERB	O	O	O
que	que	SCONJ	O	O	O
vous	vous	PRON	O	O	O
comprendrez	comprendre	VERB	O	O	O
ce	ce	DET	O	O	O
phénomène	phénomène	NOUN	O	O	O
«	«	PUNCT	O	O	O
étrange	étrange	ADJ	O	O	O
»	»	PUNCT	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
vous	vous	PRON	O	O	O
le	le	PRON	O	O	O
qualifiez	qualifier	VERB	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
1	1	NUM	O	O	O
.	.	PUNCT	O	O	O

Écrit	écrire	VERB	O	O	O
en	en	ADP	O	O	O
1865	1865	NUM	O	O	O
.	.	PUNCT	O	O	O

est	être	AUX	O	O	O
des	un	DET	O	O	O
contemplations	contemplation	NOUN	O	O	O
dont	dont	PRON	O	O	O
l'	le	DET	O	O	O
oeil	oeil	NOUN	O	O	O
mortel	mortel	ADJ	O	O	O
ne	ne	ADV	O	O	O
peut	pouvoir	VERB	O	O	O
que	que	ADV	O	O	O
difficilement	difficilement	ADV	O	O	O
soutenir	soutenir	VERB	O	O	O
la	le	DET	O	O	O
puissance	puissance	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
mort	mort	NOUN	O	O	O
qui	qui	PRON	O	O	O
m'	me	PRON	O	O	O
a	avoir	AUX	O	O	O
délivré	délivrer	VERB	O	O	O
des	de	ADP	O	O	O
sens	sens	NOUN	O	O	O
faibles	faible	ADJ	O	O	O
et	et	CCONJ	O	O	O
fatigables	fatigable	ADJ	O	O	O
du	de	ADP	O	O	O
corps	corps	NOUN	O	O	O
ne	ne	ADV	O	O	O
vous	vous	PRON	O	O	O
a	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
encore	encore	ADV	O	O	O
touché	toucher	VERB	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
main	main	NOUN	O	O	O
libératrice	libérateur	ADJ	O	O	O
.	.	PUNCT	O	O	O

Vous	vous	PRON	O	O	O
appartenez	appartenir	VERB	O	O	O
au	au	ADP	O	O	O
monde	monde	NOUN	O	O	O
des	de	ADP	O	O	O
vivants	vivant	NOUN	O	O	O
.	.	PUNCT	O	O	O

Malgré	malgré	ADP	O	O	O
l'	le	DET	O	O	O
isolement	isolement	NOUN	O	O	O
de	de	ADP	O	O	O
votre	votre	DET	O	O	O
retraite	retraite	NOUN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
ces	ce	DET	O	O	O
royales	royal	ADJ	O	O	O
tours	tour	NOUN	O	O	O
du	de	ADP	O	O	O
faubourg	faubourg	NOUN	O	O	O
Saint	saint	PROPN	O	O	O
-	-	PROPN	O	O	O
Jacques	jacques	PROPN	O	O	O
,	,	PUNCT	O	O	O
où	où	PRON	O	O	O
le	le	DET	O	O	O
profane	profane	PRON	O	O	O
ne	ne	ADV	O	O	O
vient	venir	VERB	O	O	O
point	point	ADV	O	O	O
distraire	distraire	VERB	O	O	O
vos	votre	DET	O	O	O
méditations	méditation	NOUN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
faites	faire	VERB	O	O	O
néanmoins	néanmoins	ADV	O	O	O
partie	partie	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
existence	existence	NOUN	O	O	O
terrestre	terrestre	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
préoccupations	préoccupation	NOUN	O	O	O
superficielles	superficiel	ADJ	O	O	O
.	.	PUNCT	O	O	O

Ne	ne	ADV	O	O	O
vous	vous	PRON	O	O	O
étonnez	étonner	VERB	O	O	O
donc	donc	ADV	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
au	au	ADP	O	O	O
moment	moment	NOUN	O	O	O
de	de	ADP	O	O	O
vous	vous	PRON	O	O	O
associer	associer	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
connaissance	connaissance	NOUN	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
mystère	mystère	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vous	vous	PRON	O	O	O
invite	invite	VERB	O	O	O
à	à	ADP	O	O	O
vous	vous	PRON	O	O	O
isoler	isoler	VERB	O	O	O
davantage	davantage	ADV	O	O	O
encore	encore	ADV	O	O	O
des	de	ADP	O	O	O
bruits	bruit	NOUN	O	O	O
extérieurs	extérieur	ADJ	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
m'	me	PRON	O	O	O
accorder	accorder	VERB	O	O	O
toute	tout	ADJ	O	O	O
l'	le	DET	O	O	O
intensité	intensité	NOUN	O	O	O
d'	de	ADP	O	O	O
attention	attention	NOUN	O	O	O
que	que	PRON	O	O	O
votre	votre	DET	O	O	O
esprit	esprit	NOUN	O	O	O
est	être	AUX	O	O	O
capable	capable	ADJ	O	O	O
de	de	ADP	O	O	O
concentrer	concentrer	VERB	O	O	O
en	en	ADP	O	O	O
luimême	luimême	PRON	O	O	O
.	.	PUNCT	O	O	O

QUÆRENS	quærens	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Je	je	PRON	O	O	O
n'	ne	ADV	O	O	O
ai	avoir	VERB	O	O	O
d'	de	DET	O	O	O
oreilles	oreille	NOUN	O	O	O
que	que	ADV	O	O	O
pour	pour	ADP	O	O	O
vous	vous	PRON	O	O	O
entendre	entendre	VERB	O	O	O
,	,	PUNCT	O	O	O
ô	ô	INTJ	O	O	O
Lumen	lumen	PROPN	O	O	O
!	!	PUNCT	O	O	O

et	et	CCONJ	O	O	O
je	je	PRON	O	O	O
n'	ne	ADV	O	O	O
ai	avoir	VERB	O	O	O
d'	de	DET	O	O	O
esprit	esprit	NOUN	O	O	O
que	que	ADV	O	O	O
pour	pour	ADP	O	O	O
m'	me	PRON	O	O	O
appliquer	appliquer	VERB	O	O	O
à	à	ADP	O	O	O
vous	vous	PRON	O	O	O
comprendre	comprendre	VERB	O	O	O
.	.	PUNCT	O	O	O

Parlez	parler	VERB	O	O	O
donc	donc	ADV	O	O	O
sans	sans	ADP	O	O	O
crainte	crainte	NOUN	O	O	O
et	et	CCONJ	O	O	O
sans	sans	ADP	O	O	O
détours	détour	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
daignez	daigner	VERB	O	O	O
me	me	PRON	O	O	O
faire	faire	AUX	O	O	O
connaître	connaître	VERB	O	O	O
ces	ce	DET	O	O	O
impressions	impression	NOUN	O	O	O
inconnues	inconnu	ADJ	O	O	O
pour	pour	ADP	O	O	O
moi	moi	PRON	O	O	O
qui	qui	PRON	O	O	O
succèdent	succéder	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
cessation	cessation	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
vie	vie	NOUN	O	O	O
.	.	PUNCT	O	O	O

LUMEN	lumen	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
A	à	ADP	O	O	O
quel	quel	DET	O	O	O
point	point	NOUN	O	O	O
désirez	désirer	VERB	O	O	O
-	-	PRON	O	O	O
vous	vous	PRON	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
commence	commencer	VERB	O	O	O
mon	mon	DET	O	O	O
récit	récit	NOUN	O	O	O
?	?	PUNCT	O	O	O

QUÆRENS	quærens	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Si	si	SCONJ	O	O	O
vous	vous	PRON	O	O	O
vous	vous	PRON	O	O	O
souvenez	souvenir	VERB	O	O	O
à	à	ADP	O	O	O
partir	partir	VERB	O	O	O
du	de	ADP	O	O	O
moment	moment	NOUN	O	O	O
où	où	PRON	O	O	O
ma	mon	DET	O	O	O
main	main	NOUN	O	O	O
tremblante	tremblant	ADJ	O	O	O
vous	vous	PRON	O	O	O
ferma	fermer	VERB	O	O	O
les	le	DET	O	O	O
yeux	oeil	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vous	vous	PRON	O	O	O
serais	être	AUX	O	O	O
reconnaissant	reconnaissant	ADJ	O	O	O
de	de	ADP	O	O	O
prendre	prendre	VERB	O	O	O
là	là	ADV	O	O	O
votre	votre	DET	O	O	O
origine	origine	NOUN	O	O	O
.	.	PUNCT	O	O	O

LUMEN	lumen	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Oh	oh	INTJ	O	O	O
!	!	PUNCT	O	O	O

la	le	DET	O	O	O
séparation	séparation	NOUN	O	O	O
du	de	ADP	O	O	O
principe	principe	NOUN	O	O	O
pensant	pensant	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
organisme	organisme	NOUN	O	O	O
nerveux	nerveux	ADJ	O	O	O
ne	ne	ADV	O	O	O
laisse	laisse	VERB	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
aucune	aucun	DET	O	O	O
sorte	sorte	NOUN	O	O	O
de	de	ADP	O	O	O
souvenir	souvenir	NOUN	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
comme	comme	ADP	O	O	O
si	si	SCONJ	O	O	O
les	le	DET	O	O	O
impressions	impression	NOUN	O	O	O
du	de	ADP	O	O	O
cerveau	cerveau	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
constituent	constituer	VERB	O	O	O
l'	le	DET	O	O	O
harmonie	harmonie	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
mémoire	mémoire	NOUN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
effaçaient	effacer	VERB	O	O	O
entièrement	entièrement	ADV	O	O	O
pour	pour	ADP	O	O	O
se	se	PRON	O	O	O
renouveler	renouveler	VERB	O	O	O
bientôt	bientôt	ADV	O	O	O
sous	sou	ADP	O	O	O
un	un	DET	O	O	O
autre	autre	ADJ	O	O	O
mode	mode	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
première	premier	ADJ	O	O	O
sensation	sensation	NOUN	O	O	O
d'	de	ADP	O	O	O
identité	identité	NOUN	O	O	O
que	que	PRON	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
éprouve	éprouver	VERB	O	O	O
après	après	ADP	O	O	O
la	le	DET	O	O	O
mort	mort	NOUN	O	O	O
ressemble	ressembler	VERB	O	O	O
à	à	ADP	O	O	O
celle	celui	PRON	O	O	O
que	que	PRON	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
ressent	ressentir	VERB	O	O	O
au	au	ADP	O	O	O
réveil	réveil	NOUN	O	O	O
pendant	pendant	ADP	O	O	O
la	le	DET	O	O	O
vie	vie	NOUN	O	O	O
,	,	PUNCT	O	O	O
lorsque	lorsque	SCONJ	O	O	O
,	,	PUNCT	O	O	O
revenant	revenir	VERB	O	O	O
peu	peu	ADV	O	O	O
à	à	ADP	O	O	O
peu	peu	ADP	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
conscience	conscience	NOUN	O	O	O
du	de	ADP	O	O	O
matin	matin	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
est	être	AUX	O	O	O
encore	encore	ADV	O	O	O
traversé	traverser	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
visions	vision	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
nuit	nuit	NOUN	O	O	O
.	.	PUNCT	O	O	O

Sollicité	solliciter	VERB	O	O	O
par	par	ADP	O	O	O
l'	le	DET	O	O	O
avenir	avenir	NOUN	O	O	O
et	et	CCONJ	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
passé	passé	NOUN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
esprit	esprit	NOUN	O	O	O
cherche	cherche	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
fois	fois	NOUN	O	O	O
à	à	ADP	O	O	O
reprendre	reprendre	VERB	O	O	O
pleine	plein	ADJ	O	O	O
possession	possession	NOUN	O	O	O
de	de	ADP	O	O	O
lui	luire	PRON	O	O	O
-	-	PRON	O	O	O
même	même	PRON	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
saisir	saisir	VERB	O	O	O
les	le	DET	O	O	O
impressions	impression	NOUN	O	O	O
fugitives	fugitif	ADJ	O	O	O
du	de	ADP	O	O	O
rêve	rêve	NOUN	O	O	O
évanoui	évanouir	VERB	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
passent	passer	VERB	O	O	O
encore	encore	ADV	O	O	O
en	en	ADP	O	O	O
lui	luire	PRON	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
leur	son	DET	O	O	O
cortège	cortège	NOUN	O	O	O
de	de	ADP	O	O	O
tableaux	tableau	NOUN	O	O	O
et	et	CCONJ	O	O	O
d'	de	ADP	O	O	O
événements	événement	NOUN	O	O	O
.	.	PUNCT	O	O	O

Parfois	parfois	ADV	O	O	O
,	,	PUNCT	O	O	O
absorbé	absorber	VERB	O	O	O
dans	dans	ADP	O	O	O
cette	ce	DET	O	O	O
rétrospection	rétrospection	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
songe	songe	NOUN	O	O	O
captivant	captivant	ADJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
sent	sentir	VERB	O	O	O
sous	sou	ADP	O	O	O
la	le	DET	O	O	O
paupière	paupière	NOUN	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
referme	refermer	VERB	O	O	O
les	le	DET	O	O	O
chaînes	chaîne	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
vision	vision	NOUN	O	O	O
se	se	PRON	O	O	O
renouer	renouer	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
spectacle	spectacle	NOUN	O	O	O
se	se	PRON	O	O	O
continuer	continuer	VERB	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
retombe	retomber	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
fois	fois	NOUN	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
rêve	rêve	NOUN	O	O	O
et	et	CCONJ	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
sorte	sorte	NOUN	O	O	O
de	de	ADP	O	O	O
demi	demi	NOUN	O	O	O
-	-	NOUN	O	O	O
sommeil	sommeil	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ainsi	ainsi	ADV	O	O	O
se	se	PRON	O	O	O
balance	balancer	VERB	O	O	O
notre	notre	DET	O	O	O
faculté	faculté	NOUN	O	O	O
pensante	pensant	ADJ	O	O	O
au	au	ADP	O	O	O
sortir	sortir	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
vie	vie	NOUN	O	O	O
,	,	PUNCT	O	O	O
entre	entrer	ADP	O	O	O
une	un	DET	O	O	O
réalité	réalité	NOUN	O	O	O
qu'	que	PRON	O	O	O
elle	lui	PRON	O	O	O
ne	ne	ADV	O	O	O
comprend	comprendre	VERB	O	O	O
pas	pas	ADV	O	O	O
encore	encore	ADV	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
un	un	DET	O	O	O
rêve	rêve	NOUN	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
complétement	complétement	ADV	O	O	O
disparu	disparaître	VERB	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
impressions	impression	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
diverses	divers	ADJ	O	O	O
se	se	PRON	O	O	O
mélangent	mélanger	VERB	O	O	O
et	et	CCONJ	O	O	O
se	se	PRON	O	O	O
confondent	confondre	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
si	si	SCONJ	O	O	O
,	,	PUNCT	O	O	O
sous	sou	ADP	O	O	O
le	le	DET	O	O	O
poids	poids	NOUN	O	O	O
des	de	ADP	O	O	O
sentiments	sentiment	NOUN	O	O	O
périssables	périssable	ADJ	O	O	O
,	,	PUNCT	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
regrette	regretter	VERB	O	O	O
la	le	DET	O	O	O
terre	terre	NOUN	O	O	O
d'	de	ADP	O	O	O
où	où	PRON	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
vient	venir	VERB	O	O	O
d'	de	ADP	O	O	O
être	être	AUX	O	O	O
exilé	exiler	VERB	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
est	être	AUX	O	O	O
alors	alors	ADV	O	O	O
accablé	accabler	VERB	O	O	O
par	par	ADP	O	O	O
un	un	DET	O	O	O
sentiment	sentiment	NOUN	O	O	O
de	de	ADP	O	O	O
tristesse	tristesse	NOUN	O	O	O
indéfinissable	indéfinissable	ADJ	O	O	O
qui	qui	PRON	O	O	O
pèse	peser	VERB	O	O	O
sur	sur	ADP	O	O	O
nos	notre	DET	O	O	O
pensées	pensée	NOUN	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
enveloppe	envelopper	VERB	O	O	O
de	de	ADP	O	O	O
ténèbres	ténèbre	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
retarde	retarder	VERB	O	O	O
la	le	DET	O	O	O
clairvoyance	clairvoyance	NOUN	O	O	O
.	.	PUNCT	O	O	O

QuÆRENS	quærens	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Est	être	AUX	O	O	O
-	-	PRON	O	O	O
ce	ce	PRON	O	O	O
que	que	SCONJ	O	O	O
vous	vous	PRON	O	O	O
avez	avoir	AUX	O	O	O
éprouvé	éprouver	VERB	O	O	O
ces	ce	DET	O	O	O
sensations	sensation	NOUN	O	O	O
immédiatement	immédiatement	ADV	O	O	O
après	après	ADP	O	O	O
la	le	DET	O	O	O
mort	mort	NOUN	O	O	O
?	?	PUNCT	O	O	O

LUMEN	lumen	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Après	après	ADP	O	O	O
la	le	DET	O	O	O
mort	mort	NOUN	O	O	O
?	?	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
la	le	DET	O	O	O
mort	mort	NOUN	O	O	O
n'	ne	ADV	O	O	O
est	être	VERB	O	O	O
pas	pas	ADV	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
fait	fait	NOUN	O	O	O
que	que	PRON	O	O	O
vous	vous	PRON	O	O	O
désignez	désigner	VERB	O	O	O
sous	sou	ADP	O	O	O
ce	ce	DET	O	O	O
nom	nom	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
séparation	séparation	NOUN	O	O	O
du	de	ADP	O	O	O
corps	corps	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
s'	se	PRON	O	O	O
effectue	effectuer	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
vrai	vrai	ADJ	O	O	O
dire	dire	NOUN	O	O	O
,	,	PUNCT	O	O	O
sous	sou	ADP	O	O	O
une	un	DET	O	O	O
forme	forme	NOUN	O	O	O
matérielle	matériel	ADJ	O	O	O
,	,	PUNCT	O	O	O
comparable	comparable	ADJ	O	O	O
aux	à	ADP	O	O	O
séparations	séparation	NOUN	O	O	O
chimiques	chimique	ADJ	O	O	O
des	de	ADP	O	O	O
éléments	élément	NOUN	O	O	O
dissociés	dissocier	VERB	O	O	O
que	que	PRON	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
observe	observer	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
physique	physique	ADJ	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
ne	ne	ADV	O	O	O
s'	se	PRON	O	O	O
aperçoit	apercevoir	VERB	O	O	O
guère	guère	ADV	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
séparation	séparation	NOUN	O	O	O
défl	défl	ADJ	O	O	O
-	-	ADJ	O	O	O
nitive	nitiv	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
vous	vous	PRON	O	O	O
semble	sembler	VERB	O	O	O
si	si	ADV	O	O	O
cruelle	cruel	ADJ	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
l'	le	DET	O	O	O
enfant	enfant	NOUN	O	O	O
nouveau	nouveau	ADJ	O	O	O
-	-	ADJ	O	O	O
né	naître	VERB	O	O	O
ne	ne	ADV	O	O	O
s'	se	PRON	O	O	O
aperçoit	apercevoir	VERB	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
naissance	naissance	NOUN	O	O	O
.	.	PUNCT	O	O	O

Nous	nous	PRON	O	O	O
sommes	être	AUX	O	O	O
enfantés	enfanter	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
vie	vie	NOUN	O	O	O
céleste	céleste	ADJ	O	O	O
comme	comme	SCONJ	O	O	O
nous	nous	PRON	O	O	O
le	le	PRON	O	O	O
fûmes	être	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
vie	vie	NOUN	O	O	O
terrestre	terrestre	ADJ	O	O	O
.	.	PUNCT	O	O	O

Seulement	seulement	ADV	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
n'	ne	ADV	O	O	O
étant	être	AUX	O	O	O
plus	plus	ADV	O	O	O
enveloppée	envelopper	VERB	O	O	O
des	de	ADP	O	O	O
langes	lange	NOUN	O	O	O
corporels	corporel	ADJ	O	O	O
qui	qui	PRON	O	O	O
la	le	PRON	O	O	O
revêtent	revêtir	VERB	O	O	O
ici	ici	ADV	O	O	O
-	-	NOUN	O	O	O
bas	bas	NOUN	O	O	O
acquiert	acquérir	VERB	O	O	O
plus	plus	ADV	O	O	O
promptement	promptement	ADV	O	O	O
la	le	DET	O	O	O
notion	notion	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
état	état	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
personnalité	personnalité	NOUN	O	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
faculté	faculté	NOUN	O	O	O
de	de	ADP	O	O	O
perception	perception	NOUN	O	O	O
varie	varier	VERB	O	O	O
toutefois	toutefois	ADV	O	O	O
essentiellement	essentiellement	ADV	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
âme	âme	NOUN	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
autre	autre	PRON	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
en	en	PRON	O	O	O
est	être	VERB	O	O	O
qui	qui	PRON	O	O	O
pendant	pendant	ADP	O	O	O
la	le	DET	O	O	O
vie	vie	NOUN	O	O	O
du	de	ADP	O	O	O
corps	corps	NOUN	O	O	O
ne	ne	ADV	O	O	O
s'	se	PRON	O	O	O
élevèrent	élever	VERB	O	O	O
jamais	jamais	ADV	O	O	O
vers	vers	ADP	O	O	O
le	le	DET	O	O	O
ciel	ciel	NOUN	O	O	O
et	et	CCONJ	O	O	O
ne	ne	ADV	O	O	O
se	se	PRON	O	O	O
sentirent	sentir	VERB	O	O	O
jamais	jamais	ADV	O	O	O
anxieuses	anxieux	ADJ	O	O	O
de	de	ADP	O	O	O
pénétrer	pénétrer	VERB	O	O	O
les	le	DET	O	O	O
lois	loi	NOUN	O	O	O
