I.	i.	NOUN	O	O	O
d'	de	ADP	O	O	O
ateliers	atelier	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
scènes	scène	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
de	de	DET	O	O	O
simples	simple	ADJ	O	O	O
mannequins	mannequin	NOUN	O	O	O
habillés	habiller	VERB	O	O	O
pour	pour	ADP	O	O	O
personnages	personnage	NOUN	O	O	O
…	…	PUNCT	O	O	O
Qu'	que	PRON	O	O	O
était	être	AUX	O	O	O
-	-	PUNCT	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
cela	celer	PRON	O	O	O
?	?	PUNCT	O	O	O

Cet	ce	DET	O	O	O
étonnant	étonnant	ADJ	O	O	O
Marjolet	marjolet	NOUN	O	O	O
prétendait	prétendre	VERB	O	O	O
,	,	PUNCT	O	O	O
lui	luire	PRON	O	O	O
,	,	PUNCT	O	O	O
exposer	exposer	VERB	O	O	O
des	un	DET	O	O	O
gens	gens	NOUN	O	O	O
des	de	ADP	O	O	O
siècles	siècle	NOUN	O	O	O
passés	passer	VERB	O	O	O
bien	bien	ADV	O	O	O
vivants	vivant	NOUN	O	O	O
,	,	PUNCT	O	O	O
ressuscités	ressusciter	VERB	O	O	O
pour	pour	ADP	O	O	O
la	le	DET	O	O	O
circonstance	circonstance	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	de	ADP	O	O	O
Gaulois	gaulois	NOUN	O	O	O
du	de	ADP	O	O	O
temps	temps	NOUN	O	O	O
de	de	ADP	O	O	O
Vercingétorix	vercingétorix	PROPN	O	O	O
,	,	PUNCT	O	O	O
des	de	ADP	O	O	O
Francs	franc	NOUN	O	O	O
en	en	ADP	O	O	O
costume	costume	NOUN	O	O	O
de	de	ADP	O	O	O
guerre	guerre	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	DET	O	O	O
véritables	véritable	ADJ	O	O	O
chevaliers	chevalier	NOUN	O	O	O
et	et	CCONJ	O	O	O
des	de	ADP	O	O	O
bourgeois	bourgeois	NOUN	O	O	O
du	de	ADP	O	O	O
moyen	moyen	NOUN	O	O	O
âge	âg	ADJ	O	O	O
très	très	ADV	O	O	O
réels	réel	ADJ	O	O	O
,	,	PUNCT	O	O	O
entourés	entouré	NOUN	O	O	O
des	de	ADP	O	O	O
objets	objet	NOUN	O	O	O
et	et	CCONJ	O	O	O
du	de	ADP	O	O	O
mobilier	mobilier	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
époque	époque	NOUN	O	O	O
,	,	PUNCT	O	O	O
quelques	quelque	DET	O	O	O
gens	gens	NOUN	O	O	O
de	de	ADP	O	O	O
métier	métier	VERB	O	O	O
agissant	agir	VERB	O	O	O
et	et	CCONJ	O	O	O
travaillant	travailler	VERB	O	O	O
suivant	suivre	VERB	O	O	O
les	le	DET	O	O	O
modes	mode	NOUN	O	O	O
de	de	ADP	O	O	O
jadis	jadis	PROPN	O	O	O
,	,	PUNCT	O	O	O
sous	sou	ADP	O	O	O
les	le	DET	O	O	O
yeux	oeil	NOUN	O	O	O
du	de	ADP	O	O	O
public	public	NOUN	O	O	O
moderne	moderne	ADJ	O	O	O
;	;	PUNCT	O	O	O
de	de	ADP	O	O	O
plus	plus	ADV	O	O	O
quelques	quelque	DET	O	O	O
personnages	personnage	NOUN	O	O	O
historiques	historique	ADJ	O	O	O
connus	connu	ADJ	O	O	O
de	de	ADP	O	O	O
tous	tout	ADJ	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
eût	avoir	PRON	O	O	O
été	être	AUX	O	O	O
bien	bien	ADV	O	O	O
intéressant	intéressant	ADJ	O	O	O
et	et	CCONJ	O	O	O
instructif	instructif	ADJ	O	O	O
de	de	ADP	O	O	O
connaître	connaître	VERB	O	O	O
sous	sou	ADP	O	O	O
leur	son	DET	O	O	O
véritable	véritable	ADJ	O	O	O
aspect	aspect	NOUN	O	O	O
.	.	PUNCT	O	O	O

Contempler	contempler	NOUN	O	O	O
en	en	ADP	O	O	O
chair	chair	NOUN	O	O	O
et	et	CCONJ	O	O	O
en	en	ADP	O	O	O
os	os	NOUN	O	O	O
Bayard	bayard	PROPN	O	O	O
et	et	CCONJ	O	O	O
Duguesclin	duguesclin	PROPN	O	O	O
,	,	PUNCT	O	O	O
faire	faire	VERB	O	O	O
réellement	réellement	ADV	O	O	O
connaissance	connaissance	NOUN	O	O	O
avec	avec	ADP	O	O	O
le	le	DET	O	O	O
roi	roi	NOUN	O	O	O
Dagobert	dagobert	PROPN	O	O	O
et	et	CCONJ	O	O	O
bien	bien	ADV	O	O	O
d'	de	DET	O	O	O
autres	autre	ADJ	O	O	O
…	…	NOUN	O	O	O
Quels	quel	ADJ	O	O	O
sujets	sujet	NOUN	O	O	O
d'	de	ADP	O	O	O
étonnement	étonnement	ADV	O	O	O
pour	pour	ADP	O	O	O
les	le	DET	O	O	O
visiteurs	visiteur	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Exposition	exposition	NOUN	O	O	O
!	!	PUNCT	O	O	O

…	…	NOUN	O	O	O
Mais	mais	CCONJ	O	O	O
le	le	DET	O	O	O
pavillon	pavillon	NOUN	O	O	O
demandé	demander	VERB	O	O	O
ne	ne	ADV	O	O	O
lui	luire	PRON	O	O	O
fut	être	AUX	O	O	O
pas	pas	ADV	O	O	O
accordé	accorder	VERB	O	O	O
.	.	PUNCT	O	O	O

Marjolet	marjolet	NOUN	O	O	O
et	et	CCONJ	O	O	O
ses	son	DET	O	O	O
prétendues	prétendre	ADJ	O	O	O
découvertes	découverte	NOUN	O	O	O
étaient	être	AUX	O	O	O
dédaignés	dédaigner	VERB	O	O	O
,	,	PUNCT	O	O	O
insuccès	insuccès	NOUN	O	O	O
complet	complet	ADJ	O	O	O
;	;	PUNCT	O	O	O
Marjolet	marjolet	NOUN	O	O	O
ne	ne	ADV	O	O	O
participerait	participer	VERB	O	O	O
pas	pas	ADV	O	O	O
au	au	ADP	O	O	O
grand	grand	ADJ	O	O	O
mouvement	mouvement	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Exposition	exposition	NOUN	O	O	O
!	!	PUNCT	O	O	O

Il	il	PRON	O	O	O
devint	devenir	VERB	O	O	O
furieux	furieux	ADJ	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
sa	son	DET	O	O	O
colère	colère	NOUN	O	O	O
contre	contre	ADP	O	O	O
le	le	DET	O	O	O
temps	temps	NOUN	O	O	O
présent	présent	ADJ	O	O	O
,	,	PUNCT	O	O	O
Marjolet	marjolet	NOUN	O	O	O
jura	jurer	VERB	O	O	O
de	de	ADP	O	O	O
lui	luire	PRON	O	O	O
faire	faire	VERB	O	O	O
la	le	DET	O	O	O
bonne	bon	ADJ	O	O	O
farce	farce	NOUN	O	O	O
de	de	ADP	O	O	O
le	le	PRON	O	O	O
supprimer	supprimer	NOUN	O	O	O
!	!	PUNCT	O	O	O

Un	un	DET	O	O	O
beau	beau	NOUN	O	O	O
soir	soir	NOUN	O	O	O
,	,	PUNCT	O	O	O
Célestin	célestin	NOUN	O	O	O
nous	nous	PRON	O	O	O
exposa	exposer	VERB	O	O	O
ses	son	DET	O	O	O
idées	idée	NOUN	O	O	O
de	de	ADP	O	O	O
recommencement	recommencement	NOUN	O	O	O
et	et	CCONJ	O	O	O
comme	comme	SCONJ	O	O	O
nous	nous	PRON	O	O	O
osions	oser	VERB	O	O	O
lui	luire	PRON	O	O	O
faire	faire	VERB	O	O	O
des	un	DET	O	O	O
objections	objection	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
emporta	emporter	X	O	O	O
violemment	violemmer	VERB	O	O	O
:	:	PUNCT	O	O	O
—	—	PUNCT	O	O	O
Vous	vous	PRON	O	O	O
allez	aller	VERB	O	O	O
me	me	PRON	O	O	O
répondre	répondre	VERB	O	O	O
que	que	SCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
impossible	impossible	ADJ	O	O	O
,	,	PUNCT	O	O	O
parce	parce	SCONJ	O	O	O
que	que	SCONJ	O	O	O
vous	vous	PRON	O	O	O
êtes	être	AUX	O	O	O
des	un	DET	O	O	O
ânes	âne	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
esprits	esprit	NOUN	O	O	O
fermés	fermer	VERB	O	O	O
au	au	ADP	O	O	O
progrès	progrès	NOUN	O	O	O
!	!	PUNCT	O	O	O

s'	se	PRON	O	O	O
écria	écrier	VERB	O	O	O
-	-	PUNCT	O	O	O
t	t	NOUN	O	O	O
-	-	PUNCT	O	O	O
il	il	PRON	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
très	très	ADV	O	O	O
possible	possible	ADJ	O	O	O
et	et	CCONJ	O	O	O
vous	vous	PRON	O	O	O
le	le	DET	O	O	O
verrez	verrez	NOUN	O	O	O
.	.	PUNCT	O	O	O

Attendez	attendre	VERB	O	O	O
seulement	seulement	ADV	O	O	O
quelques	quelque	DET	O	O	O
jours	jour	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
est	être	AUX	O	O	O
inutile	inutile	ADJ	O	O	O
de	de	ADP	O	O	O
dire	dire	VERB	O	O	O
qu'	que	SCONJ	O	O	O
un	un	DET	O	O	O
formidable	formidable	NOUN	O	O	O
éclat	éclat	ADJ	O	O	O
rire	rir	ADJ	O	O	O
accueillit	accueillir	VERB	O	O	O
cette	ce	DET	O	O	O
déclaration	déclaration	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Rends	rends	PROPN	O	O	O
-	-	PUNCT	O	O	O
moi	moi	PRON	O	O	O
mes	mon	DET	O	O	O
dents	dent	NOUN	O	O	O
parties	party	NOUN	O	O	O
et	et	CCONJ	O	O	O
mes	mon	DET	O	O	O
cheveux	cheveux	ADJ	O	O	O
envolés	envolé	NOUN	O	O	O
,	,	PUNCT	O	O	O
dit	dire	VERB	O	O	O
un	un	DET	O	O	O
oncle	oncle	NOUN	O	O	O
de	de	ADP	O	O	O
Célestin	célestin	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
je	je	PRON	O	O	O
te	te	PRON	O	O	O
tiens	tenir	VERB	O	O	O
quitte	quitte	SCONJ	O	O	O
du	de	ADP	O	O	O
reste	reste	NOUN	O	O	O
!	!	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
Célestin	célestin	PROPN	O	O	O
Marjolet	marjolet	PROPN	O	O	O
avait	avoir	AUX	O	O	O
repris	reprendre	VERB	O	O	O
son	son	DET	O	O	O
calme	calme	NOUN	O	O	O
de	de	ADP	O	O	O
savant	saver	VERB	O	O	O
;	;	PUNCT	O	O	O
il	il	PRON	O	O	O
ajouta	ajouter	VERB	O	O	O
simplement	simplement	ADV	O	O	O
:	:	PUNCT	O	O	O
—	—	PUNCT	O	O	O
Attendez	attendre	VERB	O	O	O
quelques	quelque	DET	O	O	O
jours	jour	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
vous	vous	PRON	O	O	O
serez	être	VERB	O	O	O
convaincus	convaincre	VERB	O	O	O
…	…	PUNCT	O	O	O
Je	je	PRON	O	O	O
me	me	PRON	O	O	O
contenterai	contenter	VERB	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
me	me	PRON	O	O	O
mettre	mettre	VERB	O	O	O
en	en	ADP	O	O	O
train	train	NOUN	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
petit	petit	ADJ	O	O	O
essai	essai	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
siècle	siècle	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
deux	deux	NUM	O	O	O
en	en	ADP	O	O	O
arrière	arrière	NOUN	O	O	O
et	et	CCONJ	O	O	O
ensuite	ensuite	ADV	O	O	O
je	je	PRON	O	O	O
chercherai	chercher	VERB	O	O	O
le	le	DET	O	O	O
grand	grand	ADJ	O	O	O
recommencement	recommencement	NOUN	O	O	O
!	!	PUNCT	O	O	O

II	ii	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Où	où	PRON	O	O	O
Célestin	célestin	NOUN	O	O	O
Marjolet	marjolet	PROPN	O	O	O
commence	commencer	VERB	O	O	O
à	à	ADP	O	O	O
tenir	tenir	VERB	O	O	O
sa	son	DET	O	O	O
promesse	promesse	NOUN	O	O	O
.	.	PUNCT	O	O	O

Un	un	DET	O	O	O
jour	jour	NOUN	O	O	O
de	de	ADP	O	O	O
juin	juin	NOUN	O	O	O
dernier	dernier	ADJ	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
tous	tout	ADJ	O	O	O
qui	qui	PRON	O	O	O
avions	avoir	AUX	O	O	O
dîné	dîner	VERB	O	O	O
avec	avec	ADP	O	O	O
Célestin	célestin	PROPN	O	O	O
Marjolet	marjolet	PROPN	O	O	O
le	le	DET	O	O	O
jour	jour	NOUN	O	O	O
où	où	PRON	O	O	O
il	il	PRON	O	O	O
nous	nous	PRON	O	O	O
fit	faire	VERB	O	O	O
sa	son	DET	O	O	O
déclaration	déclaration	NOUN	O	O	O
.	.	PUNCT	O	O	O

nous	nous	PRON	O	O	O
reçûmes	recevoir	VERB	O	O	O
le	le	DET	O	O	O
petit	petit	ADJ	O	O	O
billet	billet	NOUN	O	O	O
suivant	suivant	ADJ	O	O	O
:	:	PUNCT	O	O	O
Mon	mon	DET	O	O	O
cher	cher	ADJ	O	O	O
incrédule	incrédule	ADJ	O	O	O
,	,	PUNCT	O	O	O
«	«	PROPN	O	O	O
Trouvez	trouver	ADJ	O	O	O
-	-	PUNCT	O	O	O
vous	vous	PRON	O	O	O
demain	demain	ADV	O	O	O
matin	matin	NOUN	O	O	O
au	au	ADP	O	O	O
palais	palais	NOUN	O	O	O
de	de	ADP	O	O	O
Versailles	versailles	PROPN	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
antichambre	antichambre	NOUN	O	O	O
du	de	ADP	O	O	O
grand	grand	ADJ	O	O	O
roi	roi	NOUN	O	O	O
et	et	CCONJ	O	O	O
atttendez	atttendez	NOUN	O	O	O
!	!	PUNCT	O	O	O

!	!	PUNCT	O	O	O

!	!	PUNCT	O	O	O

!	!	PUNCT	O	O	O

Célestin	célestin	NOUN	O	O	O
Marjolet	marjolet	PROPN	O	O	O
.	.	PUNCT	O	O	O

»	»	NOUN	O	O	O
Cet	ce	DET	O	O	O
homme	homme	NOUN	O	O	O
froid	froid	ADJ	O	O	O
et	et	CCONJ	O	O	O
réservé	réserver	VERB	O	O	O
avait	avoir	AUX	O	O	O
mis	mettre	VERB	O	O	O
trois	trois	NUM	O	O	O
T	t	NOUN	O	O	O
à	à	ADP	O	O	O
attendez	attendez	NOUN	O	O	O
et	et	CCONJ	O	O	O
quatre	quatre	NUM	O	O	O
points	point	NOUN	O	O	O
d'	de	ADP	O	O	O
exclamation	exclamation	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
fin	fin	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
billet	billet	NOUN	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
était	être	AUX	O	O	O
l'	le	DET	O	O	O
indice	indice	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
grande	grand	ADJ	O	O	O
émotion	émotion	NOUN	O	O	O
!	!	PUNCT	O	O	O

Nous	nous	PRON	O	O	O
fûmes	fûme	ADJ	O	O	O
intrigués	intriguer	VERB	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
bien	bien	ADV	O	O	O
avant	avant	ADP	O	O	O
l'	le	DET	O	O	O
heure	heure	NOUN	O	O	O
dite	dire	VERB	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
étions	être	VERB	O	O	O
tous	tout	ADJ	O	O	O
au	au	ADP	O	O	O
