CHAPITRE	chapitrer	VERB	O	O	O
six	six	NUM	O	O	O
mille	mille	NOUN	O	O	O
quatre	quatre	NUM	O	O	O
cent	cent	DET	O	O	O
dix	dix	NUM	O	O	O
lieues	lieue	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
principaux	principal	ADJ	O	O	O
membres	membre	NOUN	O	O	O
du	de	ADP	O	O	O
Gun	gun	PROPN	O	O	O
-	-	PUNCT	O	O	O
Club	club	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
président	président	NOUN	O	O	O
Barbicane	barbicane	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
major	major	NOUN	O	O	O
Elphiston	elphiston	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
secrétaire	secrétaire	NOUN	O	O	O
J.	j.	PROPN	O	O	O
SPACE	O	O	O
-	-	PUNCT	O	O	O
T.	t.	PROPN	O	O	O
Maston	maston	PROPN	O	O	O
et	et	CCONJ	O	O	O
autres	autre	ADJ	O	O	O
savants	savant	NOUN	O	O	O
tinrent	tenir	VERB	O	O	O
plusieurs	plusieurs	DET	O	O	O
séances	séance	NOUN	O	O	O
dans	dans	ADP	O	O	O
lesquelles	lequel	PRON	O	O	O
furent	être	AUX	O	O	O
discutées	discuter	VERB	O	O	O
la	le	DET	O	O	O
forme	forme	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
composition	composition	NOUN	O	O	O
du	de	ADP	O	O	O
boulet	boulet	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
disposition	disposition	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
nature	nature	NOUN	O	O	O
du	de	ADP	O	O	O
canon	canon	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
qualité	qualité	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
quantité	quantité	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
poudre	poudre	NOUN	O	O	O
à	à	ADP	O	O	O
employer	employer	VERB	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
fut	être	AUX	O	O	O
décidé	décider	VERB	O	O	O
:	:	PUNCT	O	O	O
1	1	NUM	O	O	O
°	degré	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
projectile	projectile	NOUN	O	O	O
serait	être	AUX	O	O	O
un	un	DET	O	O	O
obus	obu	NOUN	O	O	O
en	en	ADP	O	O	O
aluminium	aluminium	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
diamètre	diamètre	NOUN	O	O	O
de	de	ADP	O	O	O
cent	cent	NUM	O	O	O
huit	huit	NUM	O	O	O
pouces	pouce	NOUN	O	O	O
et	et	CCONJ	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
épaisseur	épaisseur	NOUN	O	O	O
de	de	ADP	O	O	O
douze	douze	NOUN	O	O	O
pouces	pouce	ADJ	O	O	O
à	à	ADP	O	O	O
ses	son	DET	O	O	O
parois	paroi	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
pèserait	peser	VERB	O	O	O
dix	dix	PROPN	O	O	O
-	-	PUNCT	O	O	O
neuf	neuf	ADP	O	O	O
mille	mille	VERB	O	O	O
deux	deux	NUM	O	O	O
cent	cent	NUM	O	O	O
cinquante	cinquante	NUM	O	O	O
livres	livre	NOUN	O	O	O
;	;	PUNCT	O	O	O
2	2	NUM	O	O	O
°	degré	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
canon	canon	NOUN	O	O	O
serait	être	AUX	O	O	O
une	un	DET	O	O	O
Columbiad	columbiad	PRON	B-NOV	O	O
en	en	ADP	O	O	O
fonte	fonte	NOUN	O	O	O
de	de	ADP	O	O	O
fer	fer	NOUN	O	O	O
longue	long	ADJ	O	O	O
de	de	ADP	O	O	O
neuf	neuf	ADJ	O	O	O
cents	cent	NOUN	O	O	O
pieds	pied	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
serait	être	AUX	O	O	O
coulée	couler	VERB	O	O	O
directement	directement	ADV	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
sol	sol	NOUN	O	O	O
;	;	PUNCT	O	O	O
3	3	NUM	O	O	O
°	degré	NOUN	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
charge	charge	NOUN	O	O	O
emploierait	employer	VERB	O	O	O
quatre	quatre	NUM	O	O	O
cent	cent	ADJ	O	O	O
mille	mille	NUM	O	O	O
livres	livre	NOUN	O	O	O
de	de	ADP	O	O	O
fulmi	fulmi	NOUN	O	O	O
-	-	PUNCT	O	O	O
coton	coton	NOUN	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
développant	développer	VERB	O	O	O
six	six	NUM	O	O	O
milliards	milliard	NOUN	O	O	O
de	de	ADP	O	O	O
litres	litre	NOUN	O	O	O
de	de	ADP	O	O	O
gaz	gaz	NOUN	O	O	O
sous	sou	ADP	O	O	O
le	le	DET	O	O	O
projectile	projectile	NOUN	O	O	O
,	,	PUNCT	O	O	O
l'	le	PRON	O	O	O
emporteraient	emporter	VERB	O	O	O
facilement	facilement	ADV	O	O	O
vers	vers	ADP	O	O	O
l'	le	DET	O	O	O
astre	astre	VERB	O	O	O
des	de	ADP	O	O	O
nuits	nuit	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ces	ce	DET	O	O	O
questions	question	NOUN	O	O	O
résolues	résolu	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
président	président	NOUN	O	O	O
Barbicane	barbicane	PROPN	O	O	O
,	,	PUNCT	O	O	O
aidé	aider	VERB	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
ingénieur	ingénieur	NOUN	O	O	O
Murchison	murchison	PROPN	O	O	O
,	,	PUNCT	O	O	O
fit	faire	AUX	O	O	O
choix	choix	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
emplacement	emplacement	NOUN	O	O	O
situé	situer	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
Floride	floride	NOUN	O	O	O
par	par	ADP	O	O	O
27	27	NUM	O	O	O
°	degré	NOUN	O	O	O
7'de	7'de	NUM	O	O	O
latitude	latitude	NOUN	O	O	O
nord	nord	ADJ	O	O	O
et	et	CCONJ	O	O	O
5	5	NUM	O	O	O
°	degré	NOUN	O	O	O
7'de	7'de	PROPN	O	O	O
longitude	longitude	NOUN	O	O	O
ouest	ouest	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	PRON	O	O	O
fut	être	AUX	O	O	O
en	en	ADP	O	O	O
cet	ce	DET	O	O	O
endroit	endroit	NOUN	O	O	O
,	,	PUNCT	O	O	O
qu'	que	SCONJ	O	O	O
après	après	ADP	O	O	O
des	un	DET	O	O	O
travaux	travail	NOUN	O	O	O
merveilleux	merveilleux	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
Columbiad	columbiad	PROPN	B-NOV	O	O
fut	être	AUX	O	O	O
coulée	couler	VERB	O	O	O
avec	avec	ADP	O	O	O
un	un	DET	O	O	O
plein	plein	ADJ	O	O	O
succès	succès	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
choses	chose	NOUN	O	O	O
en	en	PRON	O	O	O
étaient	être	VERB	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
quand	quand	SCONJ	O	O	O
survint	survenir	VERB	O	O	O
un	un	DET	O	O	O
incident	incident	NOUN	O	O	O
qui	qui	PRON	O	O	O
centupla	centupler	VERB	O	O	O
l'	le	DET	O	O	O
intérêt	intérêt	NOUN	O	O	O
attaché	attacher	VERB	O	O	O
à	à	ADP	O	O	O
cette	ce	DET	O	O	O
grande	grand	ADJ	O	O	O
entreprise	entreprise	NOUN	O	O	O
.	.	PUNCT	O	O	O

Un	un	DET	O	O	O
Français	français	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
Parisien	parisien	NOUN	O	O	O
fantaisiste	fantaisiste	ADJ	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
artiste	artiste	VERB	O	O	O
aussi	aussi	ADV	O	O	O
spirituel	spirituel	ADJ	O	O	O
qu'	que	SCONJ	O	O	O
audacieux	audacieux	PROPN	O	O	O
,	,	PUNCT	O	O	O
demanda	demander	ADV	O	O	O
à	à	ADP	O	O	O
s'	se	PRON	O	O	O
enfermer	enfermer	VERB	O	O	O
dans	dans	ADP	O	O	O
un	un	DET	O	O	O
boulet	boulet	NOUN	O	O	O
afin	afin	ADV	O	O	O
d'	de	ADP	O	O	O
atteindre	atteindre	VERB	O	O	O
la	le	DET	O	O	O
Lune	lune	NOUN	O	O	O
et	et	CCONJ	O	O	O
d'	de	ADP	O	O	O
opérer	opérer	VERB	O	O	O
une	un	DET	O	O	O
reconnaissance	reconnaissance	NOUN	O	O	O
du	de	ADP	O	O	O
satellite	satellite	NOUN	O	O	O
terrestre	terrestre	VERB	O	O	O
.	.	PUNCT	O	O	O

Cet	ce	DET	O	O	O
intrépide	intrépide	NOUN	O	O	O
aventurier	aventurier	ADJ	O	O	O
se	se	PRON	O	O	O
nommait	nommer	VERB	O	O	O
Michel	michel	PROPN	O	O	O
Ardan	ardan	PROPN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
arriva	arriver	VERB	O	O	O
en	en	ADP	O	O	O
Amérique	amérique	PROPN	O	O	O
,	,	PUNCT	O	O	O
fut	être	AUX	O	O	O
reçu	recevoir	VERB	O	O	O
avec	avec	ADP	O	O	O
enthousiasme	enthousiasme	NOUN	O	O	O
,	,	PUNCT	O	O	O
tint	tenir	VERB	O	O	O
des	de	ADP	O	O	O
meetings	meeting	NOUN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
vit	voir	VERB	O	O	O
porter	porter	VERB	O	O	O
en	en	ADP	O	O	O
triomphe	triomphe	NOUN	O	O	O
,	,	PUNCT	O	O	O
réconcilia	réconcilier	PROPN	O	O	O
le	le	DET	O	O	O
président	président	NOUN	O	O	O
Barbicane	barbicane	PROPN	O	O	O
avec	avec	ADP	O	O	O
son	son	DET	O	O	O
mortel	mortel	NOUN	O	O	O
ennemi	ennemi	NOUN	O	O	O
le	le	DET	O	O	O
capitaine	capitaine	NOUN	O	O	O
Nicholl	nicholl	PROPN	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
gage	gage	NOUN	O	O	O
de	de	ADP	O	O	O
réconciliation	réconciliation	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
les	le	PRON	O	O	O
décida	décider	VERB	O	O	O
à	à	ADP	O	O	O
s'	se	PRON	O	O	O
embarquer	embarquer	VERB	O	O	O
avec	avec	ADP	O	O	O
lui	luire	PRON	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
projectile	projectile	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
proposition	proposition	NOUN	O	O	O
fut	être	AUX	O	O	O
acceptée	accepter	VERB	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
modifia	modifier	VERB	O	O	O
la	le	DET	O	O	O
forme	forme	NOUN	O	O	O
du	de	ADP	O	O	O
boulet	boulet	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
devint	devenir	VERB	O	O	O
cylindro	cylindro	ADJ	O	O	O
-	-	PUNCT	O	O	O
conique	conique	ADJ	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
garnit	garnir	VERB	O	O	O
cette	ce	DET	O	O	O
espèce	espèce	NOUN	O	O	O
de	de	ADP	O	O	O
wagon	wagon	NUM	O	O	O
jours	jour	NOUN	O	O	O
.	.	PUNCT	O	O	O

Un	un	DET	O	O	O
appareil	appareil	NOUN	O	O	O
automatique	automatique	ADJ	O	O	O
aérien	aérien	ADJ	O	O	O
de	de	ADP	O	O	O
ressorts	ressort	ADJ	O	O	O
puissants	puissant	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
cloisons	cloison	NOUN	O	O	O
brisantes	brisant	ADJ	O	O	O
qui	qui	PRON	O	O	O
devaient	devoir	VERB	O	O	O
amortir	amortir	VERB	O	O	O
le	le	DET	O	O	O
contrecoup	contrecoup	NOUN	O	O	O
du	de	ADP	O	O	O
départ	départ	NOUN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
le	le	PRON	O	O	O
pourvut	pourvoir	VERB	O	O	O
de	de	ADP	O	O	O
vivres	vivre	NOUN	O	O	O
pour	pour	ADP	O	O	O
un	un	DET	O	O	O
an	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
eau	eau	NOUN	O	O	O
pour	pour	ADP	O	O	O
quelques	quelque	DET	O	O	O
mois	mois	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
gaz	gaz	NOUN	O	O	O
pour	pour	ADP	O	O	O
quelques	quelque	DET	O	O	O
fabriquait	fabriquait	NOUN	O	O	O
et	et	CCONJ	O	O	O
fournissait	fournir	VERB	O	O	O
l'	le	DET	O	O	O
air	air	NOUN	O	O	O
nécessaire	nécessaire	ADJ	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
respiration	respiration	NOUN	O	O	O
des	de	ADP	O	O	O
trois	trois	NUM	O	O	O
voyageurs	voyageur	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
Gun	gun	PROPN	O	O	O
-	-	PUNCT	O	O	O
Club	club	NOUN	O	O	O
faisait	faire	VERB	O	O	O
construire	construire	VERB	O	O	O
sur	sur	ADP	O	O	O
l'	le	DET	O	O	O
un	un	PRON	O	O	O
des	de	ADP	O	O	O
plus	plus	ADV	O	O	O
hauts	haut	ADJ	O	O	O
sommets	sommet	NOUN	O	O	O
des	de	ADP	O	O	O
montagnes	montagne	NOUN	O	O	O
Rocheuses	rocheuse	NOUN	O	O	O
un	un	DET	O	O	O
gigantesque	gigantesque	ADJ	O	O	O
télescope	télescope	NOUN	O	O	O
qui	qui	PRON	O	O	O
permettrait	permettre	VERB	O	O	O
de	de	ADP	O	O	O
suivre	suivre	VERB	O	O	O
le	le	DET	O	O	O
projectile	projectile	NOUN	O	O	O
pendant	pendant	ADP	O	O	O
son	son	DET	O	O	O
trajet	trajet	NOUN	O	O	O
à	à	ADP	O	O	O
travers	travers	NOUN	O	O	O
l'	le	DET	O	O	O
espace	espace	NOUN	O	O	O
.	.	PUNCT	O	O	O

Tout	tout	ADJ	O	O	O
était	être	AUX	O	O	O
prêt	prêt	ADJ	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
30	30	NUM	O	O	O
novembre	novembre	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
heure	heure	NOUN	O	O	O
fixée	fixée	NOUN	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
concours	concours	NOUN	O	O	O
extraordinaire	extraordinaire	ADJ	O	O	O
de	de	ADP	O	O	O
spectateurs	spectateur	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
départ	départ	NOUN	O	O	O
eut	avoir	VERB	O	O	O
lieu	lieu	NOUN	O	O	O
et	et	CCONJ	O	O	O
pour	pour	ADP	O	O	O
la	le	DET	O	O	O
première	premier	ADJ	O	O	O
fois	fois	NOUN	O	O	O
,	,	PUNCT	O	O	O
trois	trois	NUM	O	O	O
êtres	être	NOUN	O	O	O
humains	humain	ADV	O	O	O
,	,	PUNCT	O	O	O
quittant	quitter	VERB	O	O	O
le	le	DET	O	O	O
globe	globe	NOUN	O	O	O
terrestre	terrestre	NOUN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
élancèrent	élancer	VERB	O	O	O
vers	vers	ADP	O	O	O
les	le	DET	O	O	O
espaces	espace	NOUN	O	O	O
interplanétaires	interplanétaire	ADJ	O	O	O
avec	avec	ADP	O	O	O
la	le	DET	O	O	O
presque	presque	NOUN	O	O	O
certitude	certitud	ADJ	O	O	O
d'	de	ADP	O	O	O
arriver	arriver	VERB	O	O	O
à	à	ADP	O	O	O
leur	son	DET	O	O	O
but	but	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ces	ce	DET	O	O	O
audacieux	audacieux	NOUN	O	O	O
voyageurs	voyageur	ADJ	O	O	O
,	,	PUNCT	O	O	O
Michel	michel	PROPN	O	O	O
Ardan	ardan	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
président	président	NOUN	O	O	O
Barbicane	barbicane	PROPN	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
capitaine	capitaine	NOUN	O	O	O
Nicholl	nicholl	PROPN	O	O	O
,	,	PUNCT	O	O	O
devaient	devoir	VERB	O	O	O
effectuer	effectuer	VERB	O	O	O
leur	son	DET	O	O	O
trajet	trajet	NOUN	O	O	O
en	en	ADP	O	O	O
quatre	quatre	NUM	O	O	O
-	-	PUNCT	O	O	O
vingt	vingt	NUM	O	O	O
dix	dix	NOUN	O	O	O
-	-	PUNCT	O	O	O
sept	sept	NUM	O	O	O
heures	heure	NOUN	O	O	O
treize	treize	NUM	O	O	O
minutes	minute	NOUN	O	O	O
et	et	CCONJ	O	O	O
vingt	vingt	NUM	O	O	O
secondes	seconde	NOUN	O	O	O
.	.	PUNCT	O	O	O

Conséquemment	conséquemment	ADV	O	O	O
,	,	PUNCT	O	O	O
leur	son	DET	O	O	O
arrivée	arrivée	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
surface	surface	NOUN	O	O	O
du	de	ADP	O	O	O
disque	disque	NOUN	O	O	O
lunaire	lunaire	ADJ	O	O	O
ne	ne	ADV	O	O	O
pouvait	pouvoir	VERB	O	O	O
