IGNIS	ignis	PROPN	O	O	O
;	;	PUNCT	O	O	O
et	et	CCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
assemblée	assemblée	NOUN	O	O	O
des	de	ADP	O	O	O
actionnaires	actionnaire	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Compagnie	compagnie	NOUN	O	O	O
du	de	ADP	O	O	O
Fer	fer	NOUN	O	O	O
central	central	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
va	aller	VERB	O	O	O
se	se	PRON	O	O	O
réunir	réunir	VERB	O	O	O
dans	dans	ADP	O	O	O
un	un	DET	O	O	O
moment	moment	NOUN	O	O	O
,	,	PUNCT	O	O	O
m	m	PRON	O	O	O
'	'	PRON	O	O	O
a	avoir	AUX	O	O	O
semblé	sembler	VERB	O	O	O
une	un	DET	O	O	O
occasion	occasion	NOUN	O	O	O
précieuse	précieux	ADJ	O	O	O
de	de	ADP	O	O	O
vous	vous	PRON	O	O	O
présenter	présenter	VERB	O	O	O
à	à	ADP	O	O	O
ses	son	DET	O	O	O
fondateurs	fondateur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
souhaiterais	souhaiter	VERB	O	O	O
que	que	SCONJ	O	O	O
de	de	ADP	O	O	O
part	part	NOUN	O	O	O
et	et	CCONJ	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
autre	autre	PRON	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
impression	impression	NOUN	O	O	O
fût	être	AUX	O	O	O
bonne	bon	ADJ	O	O	O
,	,	PUNCT	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
elle	lui	PRON	O	O	O
jetât	jeter	VERB	O	O	O
les	le	DET	O	O	O
bases	base	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
estime	estime	NOUN	O	O	O
mutuelle	mutuel	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
relations	relation	NOUN	O	O	O
cordiales	cordial	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
que	que	SCONJ	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
élite	élite	NOUN	O	O	O
où	où	PRON	O	O	O
je	je	PRON	O	O	O
vais	aller	VERB	O	O	O
les	le	PRON	O	O	O
conduire	conduire	VERB	O	O	O
,	,	PUNCT	O	O	O
mes	mon	DET	O	O	O
lecteurs	lecteur	NOUN	O	O	O
fussent	être	AUX	O	O	O
reconnus	reconnaître	VERB	O	O	O
tout	tout	ADV	O	O	O
de	de	ADP	O	O	O
suite	suite	NOUN	O	O	O
pour	pour	ADP	O	O	O
des	un	DET	O	O	O
lecteurs	lecteur	NOUN	O	O	O
distingués	distingué	ADJ	O	O	O
.	.	PUNCT	O	O	O

Veuillez	vouloir	VERB	O	O	O
donc	donc	ADV	O	O	O
,	,	PUNCT	O	O	O
Monsieur	monsieur	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
vous	vous	PRON	O	O	O
,	,	PUNCT	O	O	O
Madame	monsieur	NOUN	O	O	O
,	,	PUNCT	O	O	O
faire	faire	VERB	O	O	O
un	un	DET	O	O	O
peu	peu	NOUN	O	O	O
de	de	ADP	O	O	O
toilette	toilette	NOUN	O	O	O
avant	avant	ADP	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
entrer	entrer	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
chapitre	chapitre	NOUN	O	O	O
suivant	suivant	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
garder	garder	VERB	O	O	O
,	,	PUNCT	O	O	O
cela	celer	PRON	O	O	O
va	aller	VERB	O	O	O
sans	sans	ADP	O	O	O
dire	dire	VERB	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
bonne	bon	ADJ	O	O	O
tenue	tenue	NOUN	O	O	O
pendant	pendant	ADP	O	O	O
sa	son	DET	O	O	O
durée	durée	NOUN	O	O	O
.	.	PUNCT	O	O	O

D	d	ADP	O	O	O
'	'	ADP	O	O	O
ailleurs	ailleurs	ADV	O	O	O
,	,	PUNCT	O	O	O
pas	pas	ADV	O	O	O
d	d	ADP	O	O	O
'	'	PUNCT	O	O	O
excès	excès	NOUN	O	O	O
,	,	PUNCT	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
cravate	cravate	NOUN	O	O	O
blanche	blanc	ADJ	O	O	O
ni	ni	CCONJ	O	O	O
de	de	ADP	O	O	O
gants	gant	NOUN	O	O	O
paille	paille	NOUN	O	O	O
en	en	ADP	O	O	O
plein	plein	ADJ	O	O	O
jour	jour	NOUN	O	O	O
,	,	PUNCT	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
lunettes	lunette	NOUN	O	O	O
en	en	ADP	O	O	O
écaille	écaille	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
donnent	donner	VERB	O	O	O
aux	à	ADP	O	O	O
yeux	oeil	NOUN	O	O	O
un	un	DET	O	O	O
faux	faux	ADJ	O	O	O
air	air	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
huitres	huitre	NOUN	O	O	O
.	.	PUNCT	O	O	O

L	l	DET	O	O	O
'	'	DET	O	O	O
élégance	élégance	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
mise	mise	NOUN	O	O	O
consiste	consister	VERB	O	O	O
,	,	PUNCT	O	O	O
avant	avant	ADP	O	O	O
tout	tout	ADV	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
son	son	DET	O	O	O
appropriation	appropriation	NOUN	O	O	O
aux	à	ADP	O	O	O
circonstances	circonstance	NOUN	O	O	O
et	et	CCONJ	O	O	O
aux	à	ADP	O	O	O
milieux	milieu	NOUN	O	O	O
.	.	PUNCT	O	O	O

Tout	tout	ADJ	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
sait	savoir	VERB	O	O	O
que	que	SCONJ	O	O	O
M.	m.	NOUN	O	O	O
de	de	ADP	O	O	O
Buffon	buffon	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
mettait	mettre	VERB	O	O	O
son	son	DET	O	O	O
habit	habit	NOUN	O	O	O
pour	pour	ADP	O	O	O
décrire	décrire	VERB	O	O	O
le	le	DET	O	O	O
cheval	cheval	NOUN	O	O	O
,	,	PUNCT	O	O	O
restait	rester	VERB	O	O	O
en	en	ADP	O	O	O
vareuse	vareuse	NOUN	O	O	O
pour	pour	ADP	O	O	O
parler	parler	VERB	O	O	O
du	de	ADP	O	O	O
cochon	cochon	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ces	ce	DET	O	O	O
explications	explication	NOUN	O	O	O
suffiront	suffire	VERB	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
espère	espérer	VERB	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
que	que	SCONJ	O	O	O
vous	vous	PRON	O	O	O
ne	ne	ADV	O	O	O
me	me	PRON	O	O	O
gardiez	garder	VERB	O	O	O
pas	pas	ADV	O	O	O
rancune	rancune	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
exigence	exigence	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
même	même	ADV	O	O	O
pour	pour	ADP	O	O	O
que	que	SCONJ	O	O	O
vous	vous	PRON	O	O	O
me	me	PRON	O	O	O
sachiez	savoir	VERB	O	O	O
gré	gré	NOUN	O	O	O
de	de	ADP	O	O	O
vous	vous	PRON	O	O	O
avoir	avoir	AUX	O	O	O
prévenus	prévenir	VERB	O	O	O
.	.	PUNCT	O	O	O

Mon	mon	DET	O	O	O
Dieu	dieu	NOUN	O	O	O
!	!	PUNCT	O	O	O

je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
trahirai	trahir	VERB	O	O	O
personne	personne	PRON	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
je	je	PRON	O	O	O
nommerais	nommer	VERB	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
je	je	PRON	O	O	O
le	le	PRON	O	O	O
voulais	vouloir	VERB	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
lecteurs	lecteur	NOUN	O	O	O
,	,	PUNCT	O	O	O
même	même	ADV	O	O	O
recommandables	recommandable	ADJ	O	O	O
,	,	PUNCT	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
surprendrait	surprendre	VERB	O	O	O
lisant	lire	VERB	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
tenue	tenue	NOUN	O	O	O
et	et	CCONJ	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
pose	pose	NOUN	O	O	O
très	très	ADV	O	O	O
négligées	négliger	ADJ	O	O	O
;	;	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
en	en	ADP	O	O	O
robe	robe	NOUN	O	O	O
de	de	ADP	O	O	O
chambre	chambre	NOUN	O	O	O
,	,	PUNCT	O	O	O
économe	économe	ADJ	O	O	O
et	et	CCONJ	O	O	O
frileux	frileux	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
pelotonne	pelotonner	VERB	O	O	O
sans	sans	ADP	O	O	O
grâce	grâce	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
pieds	pied	NOUN	O	O	O
sur	sur	ADP	O	O	O
sa	son	DET	O	O	O
chaufferette	chaufferette	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
sous	sou	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
abat	abat	NOUN	O	O	O
-	-	NOUN	O	O	O
jour	jour	NOUN	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
lampe	lampe	NOUN	O	O	O
,	,	PUNCT	O	O	O
chauffé	chauffer	VERB	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
ses	son	DET	O	O	O
deux	deux	NUM	O	O	O
bouts	bout	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
le	le	DET	O	O	O
minimum	minimum	NOUN	O	O	O
de	de	ADP	O	O	O
dépense	dépense	NOUN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
apoplectique	apoplectique	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
lit	lire	VERB	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
en	en	ADP	O	O	O
bas	bas	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
jambes	jambe	NOUN	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
cheminée	cheminée	NOUN	O	O	O
,	,	PUNCT	O	O	O
espérant	espérer	VERB	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
cette	ce	DET	O	O	O
ruse	ruse	NOUN	O	O	O
,	,	PUNCT	O	O	O
tromper	tromper	VERB	O	O	O
le	le	DET	O	O	O
cours	cours	NOUN	O	O	O
du	de	ADP	O	O	O
sang	sang	NOUN	O	O	O
.	.	PUNCT	O	O	O

et	et	CCONJ	O	O	O
le	le	PRON	O	O	O
faire	faire	AUX	O	O	O
monter	monter	VERB	O	O	O
aux	à	ADP	O	O	O
pieds	pied	NOUN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
apathique	apathique	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
lit	lire	VERB	O	O	O
par	par	ADP	O	O	O
hygiène	hygiène	NOUN	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
on	on	PRON	O	O	O
mange	manger	VERB	O	O	O
des	un	DET	O	O	O
légumes	légume	NOUN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
très	très	ADV	O	O	O
vieux	vieux	ADJ	O	O	O
et	et	CCONJ	O	O	O
revenu	revenir	VERB	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
enfance	enfance	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
épèle	épèle	VERB	O	O	O
tout	tout	ADV	O	O	O
haut	haut	ADV	O	O	O
,	,	PUNCT	O	O	O
brouille	brouille	VERB	O	O	O
les	le	DET	O	O	O
lignes	ligne	NOUN	O	O	O
dans	dans	ADP	O	O	O
sa	son	DET	O	O	O
loupe	loupe	NOUN	O	O	O
,	,	PUNCT	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
y	y	PRON	O	O	O
comprend	comprendre	VERB	O	O	O
rien	rien	PRON	O	O	O
du	de	ADP	O	O	O
tout	tout	PRON	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
déplore	déplorer	VERB	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
branlant	branler	VERB	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
obscurité	obscurité	NOUN	O	O	O
des	de	ADP	O	O	O
auteurs	auteur	NOUN	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
temps	temps	NOUN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
été	été	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
se	se	PUNCT	O	O	O
berce	berce	PUNCT	O	O	O
en	en	ADP	O	O	O
hamac	hamac	NOUN	O	O	O
,	,	PUNCT	O	O	O
aux	aux	PUNCT	O	O	O
accords	accord	NOUN	O	O	O
de	de	ADP	O	O	O
Lamartine	lamartine	PROPN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
du	de	ADP	O	O	O
dimanche	dimanche	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PUNCT	O	O	O
prend	prendre	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	PUNCT	O	O	O
air	air	NOUN	O	O	O
de	de	ADP	O	O	O
Romainville	romainville	PROPN	O	O	O
dans	dans	ADP	O	O	O
un	un	PUNCT	O	O	O
volume	volume	NOUN	O	O	O
de	de	ADP	O	O	O
Paul	paul	PROPN	O	O	O
de	de	ADP	O	O	O
Kock	kock	PROPN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
liseur	liseur	PUNCT	O	O	O
en	en	PUNCT	O	O	O
pleine	plein	PUNCT	O	O	O
rue	rue	NOUN	O	O	O
,	,	PUNCT	O	O	O
variété	variété	NOUN	O	O	O
dangereuse	dangereux	PUNCT	O	O	O
et	et	PUNCT	O	O	O
bonne	bon	PUNCT	O	O	O
à	à	ADP	O	O	O
détruire	détruire	PUNCT	O	O	O
,	,	PUNCT	O	O	O
qu	qu	PUNCT	O	O	O
'	'	PUNCT	O	O	O
on	on	ADP	O	O	O
reconnaît	reconnaître	VERB	O	O	O
même	même	PUNCT	O	O	O
au	au	ADP	O	O	O
repos	repos	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
ses	son	PUNCT	O	O	O
lunettes	lunette	PUNCT	O	O	O
obliques	oblique	PUNCT	O	O	O
,	,	PUNCT	O	O	O
un	un	PUNCT	O	O	O
oeil	oeil	NOUN	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
chemin	chemin	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	PUNCT	O	O	O
autre	autre	PUNCT	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
livre	livre	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
son	son	PUNCT	O	O	O
chapeau	chapeau	NOUN	O	O	O
bossué	bossuer	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
rencontres	rencontre	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
parapluie	parapluie	NOUN	O	O	O
taillé	tailler	VERB	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
manche	manche	NOUN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
couteau	couteau	NOUN	O	O	O
à	à	ADP	O	O	O
papier	papier	NOUN	O	O	O
,	,	PUNCT	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
est	être	AUX	O	O	O
du	de	ADP	O	O	O
dernier	dernier	ADJ	O	O	O
gommeux	gommeux	NOUN	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
turf	turf	NOUN	O	O	O
austère	austère	ADJ	O	O	O
des	de	ADP	O	O	O
savants	savant	NOUN	O	O	O
en	en	ADP	O	O	O
us	us	NOUN	O	O	O
.	.	PUNCT	O	O	O

Un	un	DET	O	O	O
couteau	couteau	NOUN	O	O	O
à	à	ADP	O	O	O
papier	papier	NOUN	O	O	O
!	!	PUNCT	O	O	O

La	le	DET	O	O	O
manière	manière	NOUN	O	O	O
de	de	ADP	O	O	O
couper	couper	VERB	O	O	O
le	le	DET	O	O	O
livre	livre	NOUN	O	O	O
!	!	PUNCT	O	O	O

Quels	quel	DET	O	O	O
éléments	élément	NOUN	O	O	O
féconds	fécond	ADJ	O	O	O
de	de	ADP	O	O	O
diagnose	diagnose	NOUN	O	O	O
psychologique	psychologique	ADJ	O	O	O
!	!	PUNCT	O	O	O

Le	le	DET	O	O	O
couteau	couteau	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
ivoire	ivoire	NOUN	O	O	O
,	,	PUNCT	O	O	O
grand	grand	ADJ	O	O	O
comme	comme	ADP	O	O	O
un	un	DET	O	O	O
sabre	sabre	NOUN	O	O	O
turc	turc	ADJ	O	O	O
,	,	PUNCT	O	O	O
que	que	PRON	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
brandit	brandir	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
volume	volume	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
fait	faire	AUX	O	O	O
trembler	trembler	VERB	O	O	O
ses	son	DET	O	O	O
feuillets	feuillet	NOUN	O	O	O
comme	comme	ADP	O	O	O
des	un	DET	O	O	O
feuilles	feuille	NOUN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
sans	sans	ADP	O	O	O
couteau	couteau	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
mouille	mouille	VERB	O	O	O
avec	avec	ADP	O	O	O
sa	son	DET	O	O	O
langue	langue	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
sépare	séparer	VERB	O	O	O
la	le	DET	O	O	O
tranche	tranche	NOUN	O	O	O
par	par	ADP	O	O	O
imbibition	imbibition	NOUN	O	O	O
;	;	PUNCT	O	O	O
—	—	PUNCT	O	O	O
le	le	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
passionné	passionner	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
tourne	tourne	VERB	O	O	O
la	le	DET	O	O	O
page	page	NOUN	O	O	O
tout	tout	ADV	O	O	O
de	de	ADP	O	O	O
suite	suite	ADV	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
tout	tout	DET	O	O	O
prix	prix	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	PRON	O	O	O
coupe	coupe	VERB	O	O	O
avec	avec	ADP	O	O	O
sa	son	DET	O	O	O
main	main	NOUN	O	O	O
,	,	PUNCT	O	O	O
sa	son	DET	O	O	O
brosse	brosse	NOUN	O	O	O
à	à	ADP	O	O	O
dents	dent	NOUN	O	O	O
,	,	PUNCT	O	O	O
son	son	DET	O	O	O
tire	tire	NOUN	O	O	O
-	-	NOUN	O	O	O
bottes	botte	NOUN	O	O	O
;	;	PUNCT	O	O	O
de	de	ADP	O	O	O
sorte	sorte	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
volume	volume	NOUN	O	O	O
déchiré	déchirer	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
bords	bord	NOUN	O	O	O
,	,	PUNCT	O	O	O
hérissé	hérisser	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
déchirures	déchirure	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
air	air	NOUN	O	O	O
,	,	PUNCT	O	O	O
lorsqu	lorsqu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
il	il	PRON	O	O	O
est	être	AUX	O	O	O
lu	lire	VERB	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
caniche	caniche	NOUN	O	O	O
en	en	ADP	O	O	O
papier	papier	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
lectrices	lecteur	NOUN	O	O	O
,	,	PUNCT	O	O	O
surtout	surtout	ADV	O	O	O
les	le	DET	O	O	O
blondes	blonde	NOUN	O	O	O
,	,	PUNCT	O	O	O
coupent	couper	VERB	O	O	O
doucement	doucement	ADV	O	O	O
les	le	DET	O	O	O
pages	page	NOUN	O	O	O
du	de	ADP	O	O	O
bout	bout	NOUN	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
index	index	NOUN	O	O	O
effilé	effilé	ADJ	O	O	O
;	;	PUNCT	O	O	O
les	le	DET	O	O	O
brunes	brune	NOUN	O	O	O
,	,	PUNCT	O	O	O
entières	entier	ADJ	O	O	O
dans	dans	ADP	O	O	O
leurs	leur	DET	O	O	O
idées	idée	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
en	en	ADP	O	O	O
défense	défense	NOUN	O	O	O
contre	contre	ADP	O	O	O
le	le	DET	O	O	O
livre	livre	NOUN	O	O	O
,	,	PUNCT	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
arment	armer	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
épingles	épingle	NOUN	O	O	O
à	à	ADP	O	O	O
cheveux	cheveu	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
double	double	ADJ	O	O	O
pointe	pointe	NOUN	O	O	O
,	,	PUNCT	O	O	O
très	très	ADV	O	O	O
commodes	commode	ADJ	O	O	O
pour	pour	ADP	O	O	O
crever	crever	VERB	O	O	O
les	le	DET	O	O	O
yeux	oeil	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
auteur	auteur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
Dieu	dieu	PROPN	O	O	O
me	me	PRON	O	O	O
garde	garde	VERB	O	O	O
de	de	ADP	O	O	O
m	m	PRON	O	O	O
'	'	PRON	O	O	O
en	en	PRON	O	O	O
prendre	prendre	VERB	O	O	O
aux	à	ADP	O	O	O
lectrices	lecteur	NOUN	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
ayant	avoir	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
les	le	DET	O	O	O
lecteurs	lecteur	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
dissimuler	dissimuler	VERB	O	O	O
leur	son	DET	O	O	O
laideur	laideur	NOUN	O	O	O
natale	natal	ADJ	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
disgrâces	disgrâce	NOUN	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
espèce	espèce	NOUN	O	O	O
,	,	PUNCT	O	O	O
seront	être	AUX	O	O	O
les	le	DET	O	O	O
bienvenues	bienvenu	ADJ	O	O	O
