PREMIÈRE	premier	ADJ	O	O	O
bien	bien	NOUN	O	O	O
-	-	PUNCT	O	O	O
être	être	AUX	O	O	O
universel	universel	VERB	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
classement	classement	NOUN	O	O	O
des	de	ADP	O	O	O
affaires	affaire	NOUN	O	O	O
financières	financier	ADJ	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
essor	essor	PRON	O	O	O
pris	prendre	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
entreprises	entreprise	NOUN	O	O	O
industrielles	industriel	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
rénovation	rénovation	NOUN	O	O	O
de	de	ADP	O	O	O
nos	notre	DET	O	O	O
systèmes	système	NOUN	O	O	O
agronomiques	agronomique	ADJ	O	O	O
assuraient	assurer	ADV	O	O	O
au	au	ADP	O	O	O
pays	pays	NOUN	O	O	O
une	un	DET	O	O	O
prospérité	prospérité	NOUN	O	O	O
que	que	SCONJ	O	O	O
rien	rien	PRON	O	O	O
ne	ne	ADV	O	O	O
semblait	sembler	VERB	O	O	O
plus	plus	ADV	O	O	O
pouvoir	pouvoir	VERB	O	O	O
compromettre	compromettre	VERB	O	O	O
.	.	PUNCT	O	O	O

D'	de	ADP	O	O	O
où	où	PRON	O	O	O
l'	le	DET	O	O	O
intérêt	intérêt	NOUN	O	O	O
naturel	naturel	ADJ	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
attachait	attacher	VERB	O	O	O
aux	à	ADP	O	O	O
nouvelles	nouveau	ADJ	O	O	O
découvertes	découverte	NOUN	O	O	O
,	,	PUNCT	O	O	O
surtout	surtout	ADV	O	O	O
,	,	PUNCT	O	O	O
lorsque	lorsque	SCONJ	O	O	O
comme	comme	SCONJ	O	O	O
celle	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
avait	avoir	AUX	O	O	O
été	être	AUX	O	O	O
récemment	récemment	ADV	O	O	O
annoncée	annoncer	VERB	O	O	O
par	par	ADP	O	O	O
la	le	DET	O	O	O
presse	presse	NOUN	O	O	O
entière	entier	ADJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
agissait	agir	VERB	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
application	application	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
électricité	électricité	NOUN	O	O	O
encore	encore	ADV	O	O	O
plus	plus	ADV	O	O	O
merveilleuse	merveilleux	ADJ	O	O	O
peut	pouvoir	VERB	O	O	O
-	-	PUNCT	O	O	O
être	être	AUX	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
télégraphe	télégraphe	NOUN	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
téléphone	téléphone	NOUN	O	O	O
.	.	PUNCT	O	O	O

L'	le	DET	O	O	O
invention	invention	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PRON	O	O	O
qui	qui	PRON	O	O	O
passionnait	passionner	VERB	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
curiosités	curiosité	NOUN	O	O	O
et	et	CCONJ	O	O	O
dont	dont	PRON	O	O	O
on	on	PRON	O	O	O
attendait	attendre	VERB	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
une	un	DET	O	O	O
impatience	impatience	NOUN	O	O	O
quasi	quasi	ADJ	O	O	O
fiévreuse	fiévreux	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
démonstration	démonstration	NOUN	O	O	O
expérimentale	expérimental	ADJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PRON	O	O	O
présentait	présenter	VERB	O	O	O
ce	ce	DET	O	O	O
caractère	caractère	NOUN	O	O	O
tout	tout	ADV	O	O	O
particulier	particulier	ADJ	O	O	O
qu'	que	SCONJ	O	O	O
elle	lui	PRON	O	O	O
était	être	AUX	O	O	O
due	devoir	ADJ	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
savant	savant	NOUN	O	O	O
en	en	ADP	O	O	O
us	us	NOUN	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
académicien	académicien	NOUN	O	O	O
chevronné	chevronner	VERB	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
pas	pas	ADV	O	O	O
même	même	ADV	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
X	x	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Ecole	ecole	NOUN	O	O	O
polytechnique	polytechnique	ADJ	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PROPN	O	O	O
c'	ce	PRON	O	O	O
était	être	AUX	O	O	O
à	à	ADP	O	O	O
n'	ne	ADV	O	O	O
y	y	PRON	O	O	O
pas	pas	ADV	O	O	O
croire	croire	VERB	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
simple	simple	NOUN	O	O	O
poète	poète	ADJ	O	O	O
...	...	PUNCT	O	O	O
mon	mon	DET	O	O	O
Dieu	dieu	PROPN	O	O	O
,	,	PUNCT	O	O	O
oui	oui	NOUN	O	O	O
!	!	PUNCT	O	O	O

Guy	guy	PROPN	O	O	O
de	de	ADP	O	O	O
Norès	norès	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
avait	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
encore	encore	ADV	O	O	O
trente	trente	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
était	être	AUX	O	O	O
révélé	révéler	VERB	O	O	O
au	au	ADP	O	O	O
monde	monde	NOUN	O	O	O
littéraire	littéraire	ADJ	O	O	O
par	par	ADP	O	O	O
un	un	DET	O	O	O
petit	petit	ADJ	O	O	O
volume	volume	NOUN	O	O	O
d'	de	ADP	O	O	O
abord	abord	ADV	O	O	O
assez	assez	ADV	O	O	O
dédaigneusement	dédaigneusement	ADV	O	O	O
accueilli	accueillir	ADV	O	O	O
,	,	PUNCT	O	O	O
—	—	VERB	O	O	O
les	le	DET	O	O	O
livres	livre	NOUN	O	O	O
vrais	vrai	ADJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
exemplaires	exemplaire	NOUN	O	O	O
restaient	restaient	ADJ	O	O	O
tristement	tristement	ADV	O	O	O
alignés	aligner	VERB	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
tablettes	tablette	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
éditeur	éditeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
quand	quand	SCONJ	O	O	O
un	un	DET	O	O	O
beau	beau	NOUN	O	O	O
matin	matin	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
critique	critique	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
plus	plus	ADV	O	O	O
autorisé	autoriser	VERB	O	O	O
et	et	CCONJ	O	O	O
pour	pour	ADP	O	O	O
tout	tout	ADV	O	O	O
dire	dire	VERB	O	O	O
le	le	DET	O	O	O
moins	moins	ADV	O	O	O
bienveillant	bienveiller	VERB	O	O	O
du	de	ADP	O	O	O
temps	temps	NOUN	O	O	O
,	,	PUNCT	O	O	O
lui	luire	PRON	O	O	O
avait	avoir	AUX	O	O	O
consacré	consacrer	VERB	O	O	O
un	un	DET	O	O	O
article	article	NOUN	O	O	O
de	de	ADP	O	O	O
deux	deux	NUM	O	O	O
colonnes	colonne	NOUN	O	O	O
concluant	conclure	VERB	O	O	O
ainsi	ainsi	ADV	O	O	O
:	:	PUNCT	O	O	O
«	«	PROPN	O	O	O
Guy	guy	PROPN	O	O	O
de	de	ADP	O	O	O
Nordès	nordès	PROPN	O	O	O
est	être	AUX	O	O	O
mieux	mieux	ADV	O	O	O
qu'	que	ADV	O	O	O
un	un	DET	O	O	O
poëte	poëte	NOUN	O	O	O
,	,	PUNCT	O	O	O
mieux	mieux	ADV	O	O	O
qu'	que	SCONJ	O	O	O
un	un	DET	O	O	O
écrivain	écrivain	NOUN	O	O	O
:	:	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
un	un	DET	O	O	O
voyant	voyant	NOUN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
le	le	DET	O	O	O
génie	génie	NOUN	O	O	O
,	,	PUNCT	O	O	O
prenant	prendre	VERB	O	O	O
l'	le	DET	O	O	O
inconnu	inconnu	ADJ	O	O	O
corps	corps	VERB	O	O	O
à	à	ADP	O	O	O
corps	corps	NOUN	O	O	O
,	,	PUNCT	O	O	O
l'	le	PRON	O	O	O
a	avoir	AUX	O	O	O
contraint	contraindre	VERB	O	O	O
à	à	ADP	O	O	O
nous	nous	PRON	O	O	O
livrer	livrer	VERB	O	O	O
son	son	DET	O	O	O
secret	secret	NOUN	O	O	O
:	:	PUNCT	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
a	avoir	VERB	O	O	O
dans	dans	ADP	O	O	O
ces	ce	DET	O	O	O
quelques	quelque	DET	O	O	O
pages	page	NOUN	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
science	science	NOUN	O	O	O
réelle	réel	ADJ	O	O	O
que	que	SCONJ	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
lourds	lourd	NOUN	O	O	O
in	in	X	O	O	O
-	-	PUNCT	O	O	O
quartos	quartos	ADV	O	O	O
de	de	ADP	O	O	O
nos	notre	DET	O	O	O
docteurs	docteur	NOUN	O	O	O
officiels	officiel	ADJ	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	DET	O	O	O
petit	petit	ADJ	O	O	O
livre	livre	NOUN	O	O	O
renferme	renferm	ADJ	O	O	O
l'	le	DET	O	O	O
évangile	évangile	NOUN	O	O	O
scientifique	scientifique	ADJ	O	O	O
du	de	ADP	O	O	O
XXe	xx	ADJ	O	O	O
siècle	siècle	NOUN	O	O	O
...	...	PUNCT	O	O	O
»	»	PROPN	O	O	O
On	on	PRON	O	O	O
s'	se	PRON	O	O	O
aperçut	apercevoir	VERB	O	O	O
alors	alors	ADV	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
moutons	mouton	NOUN	O	O	O
de	de	ADP	O	O	O
Panurge	panurge	PROPN	O	O	O
étant	être	AUX	O	O	O
éternels	éternel	ADJ	O	O	O
,	,	PUNCT	O	O	O
qu'	que	PRON	O	O	O
on	on	PRON	O	O	O
se	se	PRON	O	O	O
trouvait	trouver	VERB	O	O	O
en	en	ADP	O	O	O
face	face	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
personnalité	personnalité	NOUN	O	O	O
des	de	ADP	O	O	O
plus	plus	ADV	O	O	O
originales	original	ADJ	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
ce	ce	DET	O	O	O
ciseleur	ciseleur	NOUN	O	O	O
de	de	ADP	O	O	O
rimes	rime	NOUN	O	O	O
était	être	AUX	O	O	O
doublé	doubler	VERB	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
mathématicien	mathématicien	NOUN	O	O	O
de	de	ADP	O	O	O
premier	premier	ADJ	O	O	O
ordre	ordre	NOUN	O	O	O
et	et	CCONJ	O	O	O
que	que	SCONJ	O	O	O
chacun	chacun	PRON	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
petits	petit	ADJ	O	O	O
poëmes	poëme	NOUN	O	O	O
donnait	donner	VERB	O	O	O
la	le	DET	O	O	O
solution	solution	NOUN	O	O	O
hypothétique	hypothétique	ADJ	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
possible	possible	ADJ	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
plus	plus	ADV	O	O	O
grands	grand	ADJ	O	O	O
problèmes	problème	NOUN	O	O	O
scientifiques	scientifique	ADJ	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
l'	le	DET	O	O	O
indifférence	indifférence	NOUN	O	O	O
avait	avoir	AUX	O	O	O
succédé	succéder	VERB	O	O	O
l'	le	DET	O	O	O
engouement	engouement	NOUN	O	O	O
le	le	DET	O	O	O
plus	plus	ADV	O	O	O
passionné	passionner	ADJ	O	O	O
:	:	PUNCT	O	O	O
les	le	DET	O	O	O
journalistes	journaliste	NOUN	O	O	O
s'	se	PRON	O	O	O
étaient	être	AUX	O	O	O
emparés	emparer	VERB	O	O	O
de	de	ADP	O	O	O
lui	luire	PRON	O	O	O
comme	comme	ADP	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
proie	proie	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
avait	avoir	AUX	O	O	O
fouillé	fouiller	VERB	O	O	O
sa	son	DET	O	O	O
vie	vie	NOUN	O	O	O
,	,	PUNCT	O	O	O
espérant	espérer	VERB	O	O	O
y	y	PRON	O	O	O
découvrir	découvrir	VERB	O	O	O
des	un	DET	O	O	O
mystères	mystère	NOUN	O	O	O
affriolants	affriolant	NOUN	O	O	O
:	:	PUNCT	O	O	O
grande	grand	ADJ	O	O	O
déception	déception	NOUN	O	O	O
.	.	PUNCT	O	O	O

Guy	guy	PROPN	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
simple	simple	NOUN	O	O	O
,	,	PUNCT	O	O	O
travaillant	travailler	VERB	O	O	O
quinze	quinze	NUM	O	O	O
heures	heure	NOUN	O	O	O
par	par	ADP	O	O	O
jour	jour	NOUN	O	O	O
,	,	PUNCT	O	O	O
allant	aller	VERB	O	O	O
sans	sans	ADP	O	O	O
repos	repos	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
cabinet	cabinet	NOUN	O	O	O
d'	de	ADP	O	O	O
étude	étude	NOUN	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
laboratoire	laboratoire	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
fois	fois	NOUN	O	O	O
chimiste	chimist	ADJ	O	O	O
et	et	CCONJ	O	O	O
homme	homme	NOUN	O	O	O
d'	de	ADP	O	O	O
imagination	imagination	NOUN	O	O	O
,	,	PUNCT	O	O	O
parlant	parler	VERB	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
langues	langue	NOUN	O	O	O
connues	connu	ADJ	O	O	O
,	,	PUNCT	O	O	O
dépourvu	dépourvoir	VERB	O	O	O
systématiquement	systématiquement	ADV	O	O	O
de	de	ADP	O	O	O
tous	tout	ADJ	O	O	O
diplômes	diplôme	NOUN	O	O	O
,	,	PUNCT	O	O	O
rebelle	rebelle	ADJ	O	O	O
à	à	ADP	O	O	O
toutes	tout	DET	O	O	O
distinctions	distinction	NOUN	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
modesto	modesto	VERB	O	O	O
avec	avec	ADP	O	O	O
sincérité	sincérité	NOUN	O	O	O
,	,	PUNCT	O	O	O
patient	patient	NOUN	O	O	O
et	et	CCONJ	O	O	O
courageux	courageux	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
aussi	aussi	ADV	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
surtout	surtout	ADV	O	O	O
patriote	patriote	ADJ	O	O	O
jusqu'	jusque	ADP	O	O	O
aux	à	ADP	O	O	O
moelles	moelle	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
rêvant	rêver	VERB	O	O	O
de	de	ADP	O	O	O
donner	donner	VERB	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
pays	pays	NOUN	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
belle	bel	ADJ	O	O	O
de	de	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
gloires	gloire	NOUN	O	O	O
,	,	PUNCT	O	O	O
celle	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
attache	attache	VERB	O	O	O
aux	à	ADP	O	O	O
conquêtes	conquête	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
homme	homme	NOUN	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
nature	nature	NOUN	O	O	O
.	.	PUNCT	O	O	O

Depuis	depuis	ADP	O	O	O
trois	trois	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
avait	avoir	AUX	O	O	O
publié	publier	VERB	O	O	O
que	que	SCONJ	O	O	O
peu	peu	ADV	O	O	O
de	de	ADP	O	O	O
chose	chose	NOUN	O	O	O
:	:	PUNCT	O	O	O
un	un	DET	O	O	O
roman	roman	NOUN	O	O	O
mi	mi	ADP	O	O	O
-	-	PUNCT	O	O	O
philosophique	philosophique	ADJ	O	O	O
,	,	PUNCT	O	O	O
mi	mi	NOUN	O	O	O
-	-	PUNCT	O	O	O
social	social	NOUN	O	O	O
,	,	PUNCT	O	O	O
basé	baser	VERB	O	O	O
sur	sur	ADP	O	O	O
l'	le	DET	O	O	O
influence	influence	NOUN	O	O	O
du	de	ADP	O	O	O
bien	bien	NOUN	O	O	O
-	-	PUNCT	O	O	O
être	être	ADV	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
civilisation	civilisation	NOUN	O	O	O
.	.	PUNCT	O	O	O

Succès	succès	NOUN	O	O	O
d'	de	ADP	O	O	O
estime	estime	NOUN	O	O	O
.	.	PUNCT	O	O	O

Avec	avec	ADP	O	O	O
la	le	DET	O	O	O
versatilité	versatilité	NOUN	O	O	O
qui	qui	PRON	O	O	O
caractérisait	caractériser	VERB	O	O	O
alors	alors	ADV	O	O	O
comme	comme	ADP	O	O	O
auparavant	auparavant	ADV	O	O	O
la	le	DET	O	O	O
belle	bel	ADJ	O	O	O
ville	ville	NOUN	O	O	O
de	de	ADP	O	O	O
Paris	paris	PROPN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
commençait	commencer	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
oublier	oublier	NOUN	O	O	O
:	:	PUNCT	O	O	O
ses	son	DET	O	O	O
amis	ami	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
ceux	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
disaient	dire	VERB	O	O	O
tels	tel	ADJ	O	O	O
déclaraient	déclarer	ADV	O	O	O
à	à	ADP	O	O	O
mi	mi	NOUN	O	O	O
-	-	PUNCT	O	O	O
voix	voix	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
était	être	AUX	O	O	O
décidé	décider	VERB	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
employer	employer	VERB	O	O	O
une	un	DET	O	O	O
aimable	aimable	NOUN	O	O	O
expression	expression	NOUN	O	O	O
du	de	ADP	O	O	O
xix	xi	NOUN	O	O	O
°	degré	NOUN	O	O	O
siècle	siècle	NOUN	O	O	O
,	,	PUNCT	O	O	O
quand	quand	SCONJ	O	O	O
soudain	soudain	ADV	O	O	O
avait	avoir	AUX	O	O	O
paru	paraître	VERB	O	O	O
dans	dans	ADP	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
journaux	journal	NOUN	O	O	O
