I	i	PUNCT	O	O	O
pourquoi	pourquoi	ADV	O	O	O
M.	m.	NOUN	O	O	O
Lidenbrock	lidenbrock	PROPN	O	O	O
rentre	rentrer	VERB	O	O	O
-	-	PRON	O	O	O
t	t	PRON	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
?	?	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Il	il	PRON	O	O	O
nous	nous	PRON	O	O	O
le	le	PRON	O	O	O
dira	dire	VERB	O	O	O
vraisemblablement	vraisemblablement	ADV	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Le	le	PRON	O	O	O
voilà	voilà	VERB	O	O	O
!	!	PUNCT	O	O	O

je	je	PRON	O	O	O
me	me	PRON	O	O	O
sauve	sauver	VERB	O	O	O
,	,	PUNCT	O	O	O
monsieur	monsieur	NOUN	O	O	O
Axel	axel	PROPN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
lui	luire	PRON	O	O	O
ferez	faire	VERB	O	O	O
entendre	entendre	VERB	O	O	O
raison	raison	NOUN	O	O	O
.	.	PUNCT	O	O	O

»	»	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
la	le	DET	O	O	O
bonne	bon	ADJ	O	O	O
Marthe	marthe	PROPN	O	O	O
regagna	regagner	VERB	O	O	O
son	son	DET	O	O	O
laboratoire	laboratoire	NOUN	O	O	O
culinaire	culinaire	ADJ	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
restai	rester	VERB	O	O	O
seul	seul	ADJ	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
de	de	ADP	O	O	O
faire	faire	AUX	O	O	O
entendre	entendre	VERB	O	O	O
raison	raison	NOUN	O	O	O
au	au	ADP	O	O	O
plus	plus	ADV	O	O	O
irascible	irascible	ADJ	O	O	O
des	de	ADP	O	O	O
professeurs	professeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
mon	mon	DET	O	O	O
caractère	caractère	NOUN	O	O	O
un	un	DET	O	O	O
peu	peu	ADV	O	O	O
indécis	indécis	ADJ	O	O	O
ne	ne	ADV	O	O	O
me	me	PRON	O	O	O
permettait	permettre	VERB	O	O	O
pas	pas	ADV	O	O	O
.	.	PUNCT	O	O	O

Aussi	aussi	ADV	O	O	O
je	je	PRON	O	O	O
me	me	PRON	O	O	O
préparais	préparer	VERB	O	O	O
à	à	ADP	O	O	O
regagner	regagner	VERB	O	O	O
prudemment	prudemment	ADV	O	O	O
ma	mon	DET	O	O	O
petite	petit	ADJ	O	O	O
chambre	chambre	NOUN	O	O	O
du	de	ADP	O	O	O
haut	haut	NOUN	O	O	O
,	,	PUNCT	O	O	O
quand	quand	SCONJ	O	O	O
la	le	DET	O	O	O
porte	porte	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
rue	rue	NOUN	O	O	O
cria	crier	VERB	O	O	O
sur	sur	ADP	O	O	O
ses	son	DET	O	O	O
gonds	gond	NOUN	O	O	O
;	;	PUNCT	O	O	O

de	de	DET	O	O	O
grands	grand	ADJ	O	O	O
pieds	pied	NOUN	O	O	O
firent	faire	AUX	O	O	O
craquer	craquer	VERB	O	O	O
l'	le	DET	O	O	O
escalier	escalier	NOUN	O	O	O
de	de	ADP	O	O	O
bois	bois	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
maître	maître	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
maison	maison	NOUN	O	O	O
,	,	PUNCT	O	O	O
traversant	traverser	VERB	O	O	O
la	le	DET	O	O	O
salle	salle	NOUN	O	O	O
à	à	ADP	O	O	O
manger	manger	VERB	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
précipita	précipiter	VERB	O	O	O
aussitôt	aussitôt	ADV	O	O	O
dans	dans	ADP	O	O	O
son	son	DET	O	O	O
cabinet	cabinet	NOUN	O	O	O
de	de	ADP	O	O	O
travail	travail	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
pendant	pendant	ADP	O	O	O
ce	ce	DET	O	O	O
rapide	rapide	ADJ	O	O	O
passage	passage	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
jeté	jeter	VERB	O	O	O
dans	dans	ADP	O	O	O
un	un	DET	O	O	O
coin	coin	NOUN	O	O	O
sa	son	DET	O	O	O
canne	canne	NOUN	O	O	O
à	à	ADP	O	O	O
tête	tête	NOUN	O	O	O
de	de	ADP	O	O	O
casse	casse	NOUN	O	O	O
-	-	NOUN	O	O	O
noisettes	noisette	NOUN	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
table	table	NOUN	O	O	O
son	son	DET	O	O	O
large	large	ADJ	O	O	O
chapeau	chapeau	NOUN	O	O	O
à	à	ADP	O	O	O
poils	poil	NOUN	O	O	O
rebroussés	rebrousser	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
neveu	neveu	NOUN	O	O	O
ces	ce	DET	O	O	O
paroles	parole	NOUN	O	O	O
retentissantes	retentissant	ADJ	O	O	O
:	:	PUNCT	O	O	O
«	«	PUNCT	O	O	O
Axel	axel	PROPN	O	O	O
,	,	PUNCT	O	O	O
suis	être	AUX	O	O	O
-	-	PRON	O	O	O
moi	moi	PRON	O	O	O
!	!	PUNCT	O	O	O
»	»	PUNCT	O	O	O
Je	je	PRON	O	O	O
n'	ne	ADV	O	O	O
avais	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
eu	avoir	VERB	O	O	O
le	le	DET	O	O	O
temps	temps	NOUN	O	O	O
de	de	ADP	O	O	O
bouger	bouger	VERB	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
professeur	professeur	NOUN	O	O	O
me	me	PRON	O	O	O
criait	crier	VERB	O	O	O
déjà	déjà	ADV	O	O	O
avec	avec	ADP	O	O	O
un	un	DET	O	O	O
vif	vif	ADJ	O	O	O
accent	accent	NOUN	O	O	O
d'	de	ADP	O	O	O
impatience	impatience	NOUN	O	O	O
:	:	PUNCT	O	O	O

«	«	PUNCT	O	O	O
Eh	eh	INTJ	O	O	O
bien	bien	ADV	O	O	O
!	!	PUNCT	O	O	O
tu	tu	PRON	O	O	O
n'	ne	ADV	O	O	O
es	être	VERB	O	O	O
pas	pas	ADV	O	O	O
encore	encore	ADV	O	O	O
ici	ici	ADV	O	O	O
?	?	PUNCT	O	O	O

»	»	PUNCT	O	O	O

Je	je	PRON	O	O	O
m'	me	PRON	O	O	O
élançai	élancer	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
cabinet	cabinet	NOUN	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
redoutable	redoutable	ADJ	O	O	O
maître	maître	NOUN	O	O	O
.	.	PUNCT	O	O	O

Otto	otto	PROPN	O	O	O
Lidenbrock	lidenbrock	PROPN	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
pas	pas	ADV	O	O	O
un	un	DET	O	O	O
méchant	méchant	ADJ	O	O	O
homme	homme	NOUN	O	O	O
,	,	PUNCT	O	O	O
j'	je	PRON	O	O	O
en	en	PRON	O	O	O
changements	changement	PRON	O	O	O
conviens	convenir	VERB	O	O	O
volontiers	volontiers	ADV	O	O	O
;	;	PUNCT	O	O	O

mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
moins	moins	ADV	O	O	O
de	de	ADP	O	O	O
improbables	improbable	NOUN	O	O	O

,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
mourra	mourir	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
peau	peau	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
terrible	terrible	ADJ	O	O	O
original	original	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
était	être	AUX	O	O	O
professeur	professeur	NOUN	O	O	O
au	au	ADP	O	O	O
Johannaeum	johannaeum	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
faisait	faire	VERB	O	O	O
un	un	DET	O	O	O
cours	cours	NOUN	O	O	O
de	de	ADP	O	O	O
minéralogie	minéralogie	NOUN	O	O	O
pendant	pendant	ADP	O	O	O
lequel	lequel	PRON	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
mettait	mettre	VERB	O	O	O
régulièrement	régulièrement	ADV	O	O	O
en	en	ADP	O	O	O
colère	colère	NOUN	O	O	O
une	un	DET	O	O	O
fois	fois	NOUN	O	O	O
ou	ou	CCONJ	O	O	O
deux	deux	NUM	O	O	O
.	.	PUNCT	O	O	O

Non	non	ADV	O	O	O
point	point	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
préoccupât	préoccuper	VERB	O	O	O
d'	de	ADP	O	O	O
avoir	avoir	VERB	O	O	O
des	un	DET	O	O	O
élèves	élève	NOUN	O	O	O
assidus	assidu	ADJ	O	O	O
à	à	ADP	O	O	O
ses	son	DET	O	O	O
leçons	leçon	NOUN	O	O	O
,	,	PUNCT	O	O	O
ni	ni	CCONJ	O	O	O
du	de	ADP	O	O	O
degré	degré	NOUN	O	O	O
d'	de	ADP	O	O	O
attention	attention	NOUN	O	O	O
qu'	que	PRON	O	O	O
ils	il	PRON	O	O	O
lui	luire	PRON	O	O	O
accordaient	accorder	VERB	O	O	O
,	,	PUNCT	O	O	O
ni	ni	CCONJ	O	O	O
du	de	ADP	O	O	O
succès	succès	NOUN	O	O	O
qu'	que	PRON	O	O	O
ils	il	PRON	O	O	O
pouvaient	pouvoir	VERB	O	O	O
obtenir	obtenir	VERB	O	O	O
par	par	ADP	O	O	O
la	le	DET	O	O	O
suite	suite	NOUN	O	O	O
;	;	PUNCT	O	O	O

ces	ce	DET	O	O	O
professait	professer	VERB	O	O	O
«	«	PUNCT	O	O	O
subjectivement	subjectivement	ADV	O	O	O
»	»	PUNCT	O	O	O
,	,	PUNCT	O	O	O
suivant	suivre	VERB	O	O	O
une	un	DET	O	O	O
expression	expression	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
philosophie	philosophie	NOUN	O	O	O
allemande	allemand	ADJ	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
lui	luire	PRON	O	O	O
et	et	CCONJ	O	O	O
non	non	ADV	O	O	O
pour	pour	ADP	O	O	O
les	le	DET	O	O	O
autres	autre	PRON	O	O	O
.	.	PUNCT	O	O	O

C'	ce	PRON	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
savant	savant	NOUN	O	O	O
égoïste	égoïste	ADJ	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
puits	puits	NOUN	O	O	O
de	de	ADP	O	O	O
science	science	NOUN	O	O	O
dont	dont	PRON	O	O	O
la	le	DET	O	O	O
poulie	poulie	NOUN	O	O	O
grinçait	grincer	VERB	O	O	O
quand	quand	SCONJ	O	O	O
on	on	PRON	O	O	O
en	en	PRON	O	O	O
voulait	vouloir	VERB	O	O	O
tirer	tirer	VERB	O	O	O
quelque	quelque	DET	O	O	O
chose	chose	NOUN	O	O	O
:	:	PUNCT	O	O	O
en	en	ADP	O	O	O
un	un	DET	O	O	O
mot	mot	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
avare	avare	NOUN	O	O	O
.	.	PUNCT	O	O	O

l'	le	PRON	O	O	O
inquiétaient	inquiéter	VERB	O	O	O
détails	détail	NOUN	O	O	O
guère	guère	ADV	O	O	O
.	.	PUNCT	O	O	O

ne	ne	ADV	O	O	O

Il	il	PRON	O	O	O

Il	il	PRON	O	O	O
y	y	PRON	O	O	O
a	avoir	VERB	O	O	O
quelques	quelque	DET	O	O	O
professeurs	professeur	NOUN	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
genre	genre	NOUN	O	O	O
en	en	ADP	O	O	O
Allemagne	allemagne	PROPN	O	O	O
.	.	PUNCT	O	O	O

Mon	mon	DET	O	O	O
oncle	oncle	NOUN	O	O	O
,	,	PUNCT	O	O	O
malheureusement	malheureusement	ADV	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
jouissait	jouir	VERB	O	O	O
pas	pas	ADV	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
extrême	extrême	ADJ	O	O	O
facilité	facilité	NOUN	O	O	O
de	de	ADP	O	O	O
prononciation	prononciation	NOUN	O	O	O
,	,	PUNCT	O	O	O
sinon	sinon	ADV	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
intimité	intimité	NOUN	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
moins	moins	ADV	O	O	O
quand	quand	SCONJ	O	O	O
il	il	PRON	O	O	O
parlait	parler	VERB	O	O	O
en	en	ADP	O	O	O
public	public	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
un	un	DET	O	O	O
défaut	défaut	NOUN	O	O	O
regrettable	regrettable	ADJ	O	O	O
chez	chez	ADP	O	O	O
un	un	DET	O	O	O
orateur	orateur	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
effet	effet	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
ses	son	DET	O	O	O
démonstrations	démonstration	NOUN	O	O	O
au	au	ADP	O	O	O
Johannaeum	johannaeum	PROPN	O	O	O
,	,	PUNCT	O	O	O
souvent	souvent	ADV	O	O	O
le	le	DET	O	O	O
professeur	professeur	NOUN	O	O	O
s'	se	PRON	O	O	O
arrêtait	arrêter	VERB	O	O	O
court	court	ADJ	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
luttait	lutter	VERB	O	O	O
contre	contre	ADP	O	O	O
un	un	DET	O	O	O
mot	mot	NOUN	O	O	O
récalcitrant	récalcitrant	ADJ	O	O	O
qui	qui	PRON	O	O	O
ne	ne	ADV	O	O	O
voulait	vouloir	VERB	O	O	O
pas	pas	ADV	O	O	O
glisser	glisser	VERB	O	O	O
entre	entrer	ADP	O	O	O
ses	son	DET	O	O	O
lèvres	lèvre	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	PRON	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
mots	mot	NOUN	O	O	O
qui	qui	PRON	O	O	O
résistent	résister	VERB	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
gonflent	gonfler	VERB	O	O	O
et	et	CCONJ	O	O	O
finissent	finir	VERB	O	O	O
par	par	ADP	O	O	O
sortir	sortir	VERB	O	O	O
sous	sou	ADP	O	O	O
la	le	DET	O	O	O
forme	forme	NOUN	O	O	O
peu	peu	ADV	O	O	O
scientifique	scientifique	ADJ	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
juron	juron	NOUN	O	O	O
.	.	PUNCT	O	O	O

De	de	ADP	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
grande	grand	ADJ	O	O	O
colère	colère	NOUN	O	O	O
.	.	PUNCT	O	O	O

Or	or	CCONJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
a	avoir	VERB	O	O	O
en	en	ADP	O	O	O
minéralogie	minéralogie	NOUN	O	O	O
bien	bien	ADV	O	O	O
des	un	DET	O	O	O
dénominations	dénomination	NOUN	O	O	O
semi	semi	ADJ	O	O	O
-	-	ADJ	O	O	O
grecques	grec	ADJ	O	O	O
,	,	PUNCT	O	O	O
semi	semi	ADJ	O	O	O
-	-	ADJ	O	O	O
latines	latin	ADJ	O	O	O
,	,	PUNCT	O	O	O
difficiles	difficile	ADJ	O	O	O
à	à	ADP	O	O	O
prononcer	prononcer	VERB	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
rudes	rude	ADJ	O	O	O
appellations	appellation	NOUN	O	O	O
qui	qui	PRON	O	O	O
écorcheraient	écorcher	VERB	O	O	O
les	le	DET	O	O	O
lèvres	lèvre	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
poète	poète	NOUN	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
veux	vouloir	VERB	O	O	O
pas	pas	ADV	O	O	O
dire	dire	VERB	O	O	O
du	de	DET	O	O	O
mal	mal	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
science	science	NOUN	O	O	O
.	.	PUNCT	O	O	O

Loin	loin	ADV	O	O	O
de	de	ADP	O	O	O
moi	moi	PRON	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
lorsqu'	lorsque	SCONJ	O	O	O
on	on	PRON	O	O	O
se	se	PRON	O	O	O
trouve	trouver	VERB	O	O	O
en	en	ADP	O	O	O
présence	présence	NOUN	O	O	O
des	de	ADP	O	O	O
cristallisations	cristallisation	NOUN	O	O	O
rhomboédriques	rhomboédrique	ADJ	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
résines	résine	NOUN	O	O	O
rétinasphaltes	rétinasphalte	ADJ	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
ghélénites	ghélénite	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
fangasites	fangasite	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
molybdates	molybdate	NOUN	O	O	O
de	de	ADP	O	O	O
plomb	plomb	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
tungstates	tungstate	NOUN	O	O	O
de	de	ADP	O	O	O
manganèse	manganèse	NOUN	O	O	O
et	et	CCONJ	O	O	O
des	un	DET	O	O	O
titaniates	titaniate	NOUN	O	O	O
de	de	ADP	O	O	O
zircone	zircone	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
est	être	AUX	O	O	O
permis	permettre	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
langue	langue	NOUN	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
adroite	adroit	ADJ	O	O	O
de	de	ADP	O	O	O
fourcher	fourcher	VERB	O	O	O
.	.	PUNCT	O	O	O

Donc	donc	ADV	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
ville	ville	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
connaissait	connaître	VERB	O	O	O
cette	ce	DET	O	O	O
pardonnable	pardonnable	ADJ	O	O	O
infirmité	infirmité	NOUN	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
oncle	oncle	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
on	on	PRON	O	O	O
en	en	PRON	O	O	O
abusait	abuser	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
on	on	PRON	O	O	O
l'	le	PRON	O	O	O
attendait	attendre	VERB	O	O	O
aux	à	ADP	O	O	O
passages	passage	NOUN	O	O	O
dangereux	dangereux	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
mettait	mettre	VERB	O	O	O
en	en	ADP	O	O	O
fureur	fureur	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
riait	rire	VERB	O	O	O
,	,	PUNCT	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
bon	bon	ADJ	O	O	O
goût	goût	NOUN	O	O	O
,	,	PUNCT	O	O	O
même	même	ADV	O	O	O
pour	pour	ADP	O	O	O
des	un	DET	O	O	O
Allemands	allemand	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
s'	se	SCONJ	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
avait	avoir	VERB	O	O	O
toujours	toujours	ADV	O	O	O
grande	grand	ADJ	O	O	O
affluence	affluence	NOUN	O	O	O
d'	de	ADP	O	O	O
auditeurs	auditeur	NOUN	O	O	O
aux	à	ADP	O	O	O
cours	cours	NOUN	O	O	O
de	de	ADP	O	O	O
Lidenbrock	lidenbrock	PROPN	O	O	O
,	,	PUNCT	O	O	O
combien	combien	ADV	O	O	O
les	le	PRON	O	O	O
suivaient	suivre	VERB	O	O	O
assidûment	assidûment	ADV	O	O	O
qui	qui	PRON	O	O	O
venaient	venir	VERB	O	O	O
surtout	surtout	ADV	O	O	O
pour	pour	ADP	O	O	O
se	se	PRON	O	O	O
dérider	dérider	VERB	O	O	O
aux	à	ADP	O	O	O
belles	bel	ADJ	O	O	O
colères	colère	NOUN	O	O	O
du	de	ADP	O	O	O
professeur	professeur	NOUN	O	O	O
!	!	PUNCT	O	O	O

Quoi	quoi	ADV	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
en	en	PRON	O	O	O
soit	être	VERB	O	O	O
,	,	PUNCT	O	O	O
mon	mon	DET	O	O	O
oncle	oncle	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
saurais	savoir	VERB	O	O	O
trop	trop	ADV	O	O	O
le	le	PRON	O	O	O
dire	dire	VERB	O	O	O
,	,	PUNCT	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
véritable	véritable	ADJ	O	O	O
savant	savant	NOUN	O	O	O
.	.	PUNCT	O	O	O

Bien	bien	ADV	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
cassât	casser	VERB	O	O	O
parfois	parfois	ADV	O	O	O
ses	son	DET	O	O	O
échantillons	échantillon	NOUN	O	O	O
à	à	ADP	O	O	O
les	le	PRON	O	O	O
essayer	essayer	VERB	O	O	O
