AVENTURES	aventure	NOUN	O	O	O
ne	ne	ADV	O	O	O
te	te	PRON	O	O	O
gâtes	gâter	VERB	O	O	O
pas	pas	ADV	O	O	O
au	au	ADP	O	O	O
contact	contact	NOUN	O	O	O
de	de	ADP	O	O	O
notre	notre	DET	O	O	O
prétendue	prétendre	ADJ	O	O	O
civilisation	civilisation	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vais	aller	VERB	O	O	O
frêter	frêter	VERB	O	O	O
un	un	DET	O	O	O
navire	navire	NOUN	O	O	O
et	et	CCONJ	O	O	O
tu	tu	PRON	O	O	O
iras	aller	VERB	O	O	O
pêcher	pêcher	VERB	O	O	O
la	le	DET	O	O	O
baleine	baleine	NOUN	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
mers	mer	NOUN	O	O	O
arctiques	arctique	ADJ	O	O	O
et	et	CCONJ	O	O	O
antarctiques	antarctique	ADJ	O	O	O
.	.	PUNCT	O	O	O

Cela	celer	PRON	O	O	O
te	te	PRON	O	O	O
convient	convier	VERB	O	O	O
,	,	PUNCT	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
estce	estce	PRON	O	O	O
pas	pas	ADV	O	O	O
?	?	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
puis	pouvoir	CCONJ	O	O	O
,	,	PUNCT	O	O	O
cette	ce	DET	O	O	O
opération	opération	NOUN	O	O	O
sera	être	AUX	O	O	O
fructueuse	fructueux	ADJ	O	O	O
en	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
elle	lui	PRON	O	O	O
te	te	PRON	O	O	O
garantira	garantir	VERB	O	O	O
des	un	DET	O	O	O
tentations	tentation	NOUN	O	O	O
dont	dont	PRON	O	O	O
ne	ne	ADV	O	O	O
sait	savoir	VERB	O	O	O
pas	pas	ADV	O	O	O
toujours	toujours	ADV	O	O	O
se	se	PRON	O	O	O
préserver	préserver	VERB	O	O	O
la	le	DET	O	O	O
jeunesse	jeunesse	NOUN	O	O	O
.	.	PUNCT	O	O	O

Nous	nous	PRON	O	O	O
monterons	monter	VERB	O	O	O
un	un	DET	O	O	O
comptoir	comptoir	NOUN	O	O	O
à	à	ADP	O	O	O
Salem	salem	PROPN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
y	y	PRON	O	O	O
trouve	trouver	VERB	O	O	O
d	d	DET	O	O	O
'	'	DET	O	O	O
excellents	excellent	ADJ	O	O	O
marins	marin	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
huile	huile	NOUN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
y	y	PRON	O	O	O
vend	vendre	VERB	O	O	O
mieux	mieux	ADV	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
à	à	ADP	O	O	O
Boston	boston	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
J	j	PRON	O	O	O
'	'	PRON	O	O	O
exécuterai	exécuter	VERB	O	O	O
vos	votre	DET	O	O	O
volontés	volonté	NOUN	O	O	O
,	,	PUNCT	O	O	O
mon	mon	DET	O	O	O
père	père	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Attends	attendre	VERB	O	O	O
,	,	PUNCT	O	O	O
mon	mon	DET	O	O	O
garçon	garçon	NOUN	O	O	O
,	,	PUNCT	O	O	O
attends	attendre	VERB	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
ai	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
fini	finir	VERB	O	O	O
.	.	PUNCT	O	O	O

Nous	nous	PRON	O	O	O
partagerons	partager	VERB	O	O	O
les	le	DET	O	O	O
bénéfices	bénéfice	NOUN	O	O	O
,	,	PUNCT	O	O	O
car	car	CCONJ	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
aura	avoir	VERB	O	O	O
des	un	DET	O	O	O
bénéfices	bénéfice	NOUN	O	O	O
,	,	PUNCT	O	O	O
j	j	PRON	O	O	O
'	'	ADV	O	O	O
en	en	PRON	O	O	O
suis	être	AUX	O	O	O
certain	certain	ADJ	O	O	O
.	.	PUNCT	O	O	O

Tu	tu	PRON	O	O	O
as	avoir	VERB	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
audace	audace	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
santé	santé	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
jeunesse	jeunesse	NOUN	O	O	O
;	;	PUNCT	O	O	O
avec	avec	ADP	O	O	O
ces	ce	DET	O	O	O
trois	trois	NUM	O	O	O
choses	chose	NOUN	O	O	O
on	on	PRON	O	O	O
va	aller	VERB	O	O	O
vite	vite	ADV	O	O	O
et	et	CCONJ	O	O	O
loin	loin	ADV	O	O	O
.	.	PUNCT	O	O	O

Fais	faire	VERB	O	O	O
-	-	PRON	O	O	O
toi	toi	PRON	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
abord	abord	NOUN	O	O	O
une	un	DET	O	O	O
fortune	fortune	NOUN	O	O	O
personnelle	personnel	ADJ	O	O	O
,	,	PUNCT	O	O	O
puis	pouvoir	CCONJ	O	O	O
,	,	PUNCT	O	O	O
quand	quand	SCONJ	O	O	O
je	je	PRON	O	O	O
mangerai	manger	VERB	O	O	O
la	le	DET	O	O	O
salade	salade	NOUN	O	O	O
de	de	ADP	O	O	O
pissenlits	pissenlit	NOUN	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
racines	racine	NOUN	O	O	O
,	,	PUNCT	O	O	O
c	c	PUNCT	O	O	O
'	'	ADV	O	O	O
està	està	ADV	O	O	O
-	-	ADV	O	O	O
dire	dire	ADV	O	O	O
quand	quand	SCONJ	O	O	O
je	je	PRON	O	O	O
serai	être	AUX	O	O	O
recouvert	recouvrir	VERB	O	O	O
de	de	ADP	O	O	O
quelques	quelque	DET	O	O	O
pieds	pied	NOUN	O	O	O
de	de	ADP	O	O	O
terre	terre	NOUN	O	O	O
,	,	PUNCT	O	O	O
tu	tu	PRON	O	O	O
me	me	PRON	O	O	O
remplaceras	remplacer	VERB	O	O	O
auprès	auprès	ADV	O	O	O
de	de	ADP	O	O	O
Mulchisson	mulchisson	PROPN	O	O	O
et	et	CCONJ	O	O	O
tu	tu	PRON	O	O	O
partageras	partager	VERB	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
ta	ton	DET	O	O	O
soeur	soeur	NOUN	O	O	O
Victoria	victoria	PROPN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
dollars	dollar	NOUN	O	O	O
que	que	PRON	O	O	O
j	j	PRON	O	O	O
'	'	PRON	O	O	O
ai	avoir	AUX	O	O	O
amassés	amasser	VERB	O	O	O
.	.	PUNCT	O	O	O

Maintenant	maintenant	ADV	O	O	O
,	,	PUNCT	O	O	O
pars	partir	VERB	O	O	O
avec	avec	ADP	O	O	O
ma	mon	DET	O	O	O
bénédiction	bénédiction	NOUN	O	O	O
....	....	PUNCT	O	O	O
et	et	CCONJ	O	O	O
bonne	bon	ADJ	O	O	O
chance	chance	NOUN	O	O	O
!	!	PUNCT	O	O	O

»	»	PUNCT	O	O	O
Voilà	voilà	VERB	O	O	O
comment	comment	ADV	O	O	O
Bob	bob	PROPN	O	O	O
Kincardy	kincardy	PROPN	O	O	O
fut	être	AUX	O	O	O
capitaine	capitaine	NOUN	O	O	O
,	,	PUNCT	O	O	O
explora	explorer	VERB	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
mers	mer	NOUN	O	O	O
du	de	ADP	O	O	O
globe	globe	NOUN	O	O	O
et	et	CCONJ	O	O	O
devint	devenir	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
un	un	PRON	O	O	O
des	de	ADP	O	O	O
marins	marin	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
habiles	habile	ADJ	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
renommés	renommer	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
baie	baie	NOUN	O	O	O
de	de	ADP	O	O	O
Massachussets	massachussets	PROPN	O	O	O
.	.	PUNCT	O	O	O

Pendant	pendant	ADP	O	O	O
une	un	DET	O	O	O
douzaine	douzaine	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
années	année	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
fit	faire	VERB	O	O	O
une	un	DET	O	O	O
guerre	guerre	NOUN	O	O	O
meurtrière	meurtrier	ADJ	O	O	O
aux	à	ADP	O	O	O
phoques	phoque	NOUN	O	O	O
,	,	PUNCT	O	O	O
aux	à	ADP	O	O	O
morses	morse	NOUN	O	O	O
,	,	PUNCT	O	O	O
aux	à	ADP	O	O	O
baleines	baleine	NOUN	O	O	O
,	,	PUNCT	O	O	O
aux	à	ADP	O	O	O
cachalots	cachalot	NOUN	O	O	O
,	,	PUNCT	O	O	O
enfin	enfin	ADV	O	O	O
à	à	ADP	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
cétacés	cétacé	NOUN	O	O	O
qui	qui	PRON	O	O	O
peuplent	peupler	VERB	O	O	O
les	le	DET	O	O	O
océans	océan	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
réalisa	réaliser	VERB	O	O	O
d	d	DET	O	O	O
'	'	DET	O	O	O
énormes	énorme	ADJ	O	O	O
bénéfices	bénéfice	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
mit	mettre	VERB	O	O	O
à	à	ADP	O	O	O
profit	profit	NOUN	O	O	O
ses	son	DET	O	O	O
nombreuses	nombreux	ADJ	O	O	O
et	et	CCONJ	O	O	O
lointaines	lointain	ADJ	O	O	O
expéditions	expédition	NOUN	O	O	O
pour	pour	ADP	O	O	O
étudier	étudier	VERB	O	O	O
les	le	DET	O	O	O
phénomènes	phénomène	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
nature	nature	NOUN	O	O	O
et	et	CCONJ	O	O	O
rassembler	rassembler	VERB	O	O	O
une	un	DET	O	O	O
collection	collection	NOUN	O	O	O
zoologique	zoologique	ADJ	O	O	O
,	,	PUNCT	O	O	O
botanique	botanique	ADJ	O	O	O
et	et	CCONJ	O	O	O
minéralogique	minéralogique	ADJ	O	O	O
qui	qui	PRON	O	O	O
eût	avoir	AUX	O	O	O
fait	faire	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
orgueil	orgueil	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
museum	museum	NOUN	O	O	O
.	.	PUNCT	O	O	O

Comme	comme	ADP	O	O	O
le	le	DET	O	O	O
célèbre	célèbre	ADJ	O	O	O
baleinier	baleinier	NOUN	O	O	O
Scoresby	scoresby	PROPN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
mena	mener	VERB	O	O	O
de	de	ADP	O	O	O
front	front	NOUN	O	O	O
ses	son	DET	O	O	O
intérêts	intérêt	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
et	et	CCONJ	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
enrichit	enrichir	VERB	O	O	O
en	en	ADP	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
instruisant	instruire	VERB	O	O	O
.	.	PUNCT	O	O	O

Sur	sur	ADP	O	O	O
ces	ce	DET	O	O	O
entrefaites	entrefaite	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
vieux	vieux	ADJ	O	O	O
Kincardy	kincardy	PROPN	O	O	O
alla	aller	VERB	O	O	O
goûter	goûter	VERB	O	O	O
par	par	ADP	O	O	O
la	le	DET	O	O	O
racine	racine	NOUN	O	O	O
la	le	DET	O	O	O
fameuse	fameux	ADJ	O	O	O
salade	salade	NOUN	O	O	O
dont	dont	PRON	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
parlé	parler	VERB	O	O	O
et	et	CCONJ	O	O	O
légua	léguer	VERB	O	O	O
son	son	DET	O	O	O
immense	immense	ADJ	O	O	O
fortune	fortune	NOUN	O	O	O
à	à	ADP	O	O	O
ses	son	DET	O	O	O
deux	deux	NUM	O	O	O
enfants	enfant	NOUN	O	O	O
,	,	PUNCT	O	O	O
Victoria	victoria	PROPN	O	O	O
et	et	CCONJ	O	O	O
Bob	bob	PROPN	O	O	O
.	.	PUNCT	O	O	O

Celui	celui	PRON	O	O	O
-	-	PRON	O	O	O
ci	ci	PRON	O	O	O
dut	devoir	VERB	O	O	O
abandonner	abandonner	VERB	O	O	O
ses	son	DET	O	O	O
pêches	pêche	NOUN	O	O	O
,	,	PUNCT	O	O	O
ses	son	DET	O	O	O
courses	course	NOUN	O	O	O
aventureuses	aventureux	ADJ	O	O	O
pour	pour	ADP	O	O	O
remplacer	remplacer	VERB	O	O	O
son	son	DET	O	O	O
père	père	NOUN	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
maison	maison	NOUN	O	O	O
Mul	mul	PROPN	O	O	O
-	-	PROPN	O	O	O
chisson	chisson	PROPN	O	O	O
,	,	PUNCT	O	O	O
Kincardy	kincardy	PROPN	O	O	O
et	et	CCONJ	O	O	O
Cie	cie	PROPN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
devint	devenir	VERB	O	O	O
ainsi	ainsi	ADV	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
un	un	PRON	O	O	O
des	de	ADP	O	O	O
plus	plus	ADV	O	O	O
grands	grand	ADJ	O	O	O
capitalistes	capitaliste	NOUN	O	O	O
des	de	ADP	O	O	O
États	états	PROPN	O	O	O
-	-	PROPN	O	O	O
Unis	unis	PROPN	O	O	O
.	.	PUNCT	O	O	O

Alors	alors	ADV	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
eut	avoir	VERB	O	O	O
à	à	ADP	O	O	O
sa	son	DET	O	O	O
disposition	disposition	NOUN	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
peut	pouvoir	VERB	O	O	O
souhaiter	souhaiter	VERB	O	O	O
un	un	DET	O	O	O
être	être	NOUN	O	O	O
humain	humain	ADJ	O	O	O
.	.	PUNCT	O	O	O

Richesse	richesse	NOUN	O	O	O
,	,	PUNCT	O	O	O
considération	considération	NOUN	O	O	O
,	,	PUNCT	O	O	O
amitiés	amitié	NOUN	O	O	O
solides	solide	ADJ	O	O	O
,	,	PUNCT	O	O	O
santé	santé	NOUN	O	O	O
de	de	ADP	O	O	O
fer	fer	NOUN	O	O	O
,	,	PUNCT	O	O	O
rien	rien	PRON	O	O	O
ne	ne	ADV	O	O	O
semblait	sembler	VERB	O	O	O
manquer	manquer	VERB	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
bonheur	bonheur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
pourtant	pourtant	ADV	O	O	O
il	il	PRON	O	O	O
languissait	languir	VERB	O	O	O
....	....	PUNCT	O	O	O
Le	le	DET	O	O	O
capitaine	capitaine	NOUN	O	O	O
Bob	bob	PROPN	O	O	O
Kincardy	kincardy	PROPN	O	O	O
avait	avoir	VERB	O	O	O
la	le	DET	O	O	O
«	«	PUNCT	O	O	O
nostalgie	nostalgie	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
